Phone1	Phone2	Surprisal
b	b	0.0
d	d	1.305
d	tʰ	1.305
d	-	2.393
d_ɐ	ɾ	0.0
d̥	ɾ	0.0
e	ə	0.0
f	f	0.098
f	ʋ	3.935
h	h	0.208
h	j	2.898
j	ɡ	0.259
j	-	2.605
k	kʰ	1.101
k	ɡː	1.963
k	ç	2.839
k	-	2.862
l	l	0.0
l_ə	lː	0.0
m	m	0.438
m	mː	1.932
n	nː	1.366
n	n	1.367
n	ɳ	2.578
n	ˈoː	4.135
p	p	0.297
p	pː	2.426
s	t	0.594
s	-	2.283
s	tː_ə	2.92
t	t	0.492
t	-	1.792
v	ʋ	0.0
x	k	0.8
x	-	1.232
z	s	0.196
z	ʂ	2.977
z̥	sː	0.0
ŋ	nː	1.022
ŋ	ŋː	1.24
ŋ	n	3.567
ŋ_k	kː	0.0
ɐ	ə_ɾ	0.506
ɐ	-	2.676
ɐ	ɾ_ə	2.843
ɕ	k	0.522
ɕ	tː	2.107
ɕ	i	3.81
ə	ə	0.291
ə	-	3.157
ə	n	4.121
ə	ɪ	6.276
ɣ	-	0.0
ɣ̊	ɡ	0.0
ɫ	lː	0.927
ɫ	l	1.077
ɫ_d̥	lː	0.0
ʀ	ɾ	0.07
ʀ	-	4.393
ʃ	s	1.087
ʃ	ʂ	1.812
ʃ	s_k	2.033
ʋ	ʋ	0.161
ʋ	-	3.246
ʦ	tʰ	0.904
ʦ	tː	1.671
ʦ	t	3.451
ʦ	ʈː	4.054
ˈa	ˈɑ	0.577
ˈa	-	2.248
ˈa	ˈɑː	3.068
ˈa_d̥	ˈɑː	0.0
ˈaː	ˈɑː	1.033
ˈaː	ˈɑ	1.395
ˈaː	ˈeː	2.931
ˈe	ˈɪ	1.002
ˈe	ˈiː	2.322
ˈe	-	2.579
ˈe	ˈɛ	2.908
ˈeɪ̯	ˈæɪ̯	0.0
ˈeː	ˈyː	1.22
ˈeː	-	1.995
ˈeː	ˈeː	2.489
ˈeː	ˈæɪ̯	2.817
ˈi	ˈɪ	0.0
ˈiː	ˈiː	0.443
ˈiː	ˈɛ	1.919
ˈo	ˈʉ	0.805
ˈo	-	2.76
ˈo	ˈɔ	2.795
ˈo	ˈʉː	3.638
ˈo	ˈœ	4.173
ˈoʊ̯	ˈœʏ̯	0.0
ˈoː	ˈuː	0.495
ˈoː	ˈœ	2.239
ˈoː	ˈʉː	3.668
ˈu	-	0.0
ˈuː	ˈʉː	0.302
ˈuː	ˈøː	2.406
ˈuː_d̥	ˈøː	0.0
ˈy	ˈɔ	0.0
ˈyː	-	0.713
ˈyː	ˈyː	1.359
ˈøʏ̯	ˈyː	0.0
ˈøː	ˈœ	0.537
ˈøː	ˈøː	1.687
ˈœ	ˈʏ	0.981
ˈœ	-	1.019
ˈɔ	-	0.0
ˈɔʊ̯	ˈøː	0.763
ˈɔʊ̯	ˈʉː	1.283
ˈɔː	ˈoː	0.158
ˈɔː	ˈuː	3.267
ˈɛ	ˈɑ	1.704
ˈɛ	-	2.081
ˈɛ	ˈɛ	2.081
ˈɛ	j	2.896
ˈɛ	ˈæ	3.537
ˈɛː	-	1.605
ˈɛː	ˈæɪ̯	1.751
ˈɛː	ˈʉː	2.184
ˈɛː	ˈɛ	2.698
ˈɪ	ˈɪ	0.811
ˈɪ	-	1.217
ˈʏ	-	0.0
