Phone1	Phone2	Surprisal
a	a	0.193
a	-	4.283
a	ɔ	4.724
a	o	4.796
aː	a	0.585
aː	-	1.585
b	b	0.314
b	-	2.352
b̥	b̥	0.0
c	ʨ	0.0
d	d	0.0
d̥	d̥	0.0
e	ɛ	0.0
f	p	0.0
i	ɪ	0.69
i	i	1.396
iː	ɪ	0.553
iː	i	1.652
j	j	0.0
k	k	0.191
k	kʲ	3.014
l	l	0.438
l	w	1.932
l̩	w_u	0.0
m	m	0.54
m	mʲ	1.678
n	n	0.0
p	p	0.703
p	pʲ	1.374
r	ʀ	0.626
r	ʀʲ	1.834
r	-	3.803
r_a	ʀ_ɔ	0.0
r_ɛ	ʀʲ_ɛ	0.0
r̩	e_ʀ	0.838
r̩	ʀ	1.182
r̩ː	ɔ_ʀ	0.0
s	s	0.0
t	t	0.086
t	ʨ	4.116
u	u	0.0
uː	u	0.0
v	w	0.0
x	x	0.373
x	xʲ	2.134
z	z	0.0
z̥	z̥	0.0
æ	-	1.0
æ	a	1.0
ɔ	ɔ	0.381
ɔ	o	2.534
ɔ	-	4.071
ɛ	ɛ	1.204
ɛ	ɔ	1.832
ɛ	-	2.509
ɛ	e	3.195
ɛ_s	e_s	0.0
ɛ_t	e_t	0.0
ɟ	ʥ	0.0
ɟ̊	ʨ	0.0
ɡ̊	ɪ	0.0
ɦ	ɦ	0.0
ɪ̯a	a	0.0
ɪ̯ɛ	e	1.024
ɪ̯ɛ	ɔ	1.538
ɪ̯ɛ	ɛ	2.609
ɫ	w	0.364
ɫ	l	2.165
ɫ_a	w_o	0.0
ɫ̩	ɔ_w	0.0
ɲ	ɲ	0.0
ʃ	ʃ	0.0
ʊ̯ɔ	ɔ	0.0
ʋ	w	0.816
ʋ	ɥ	1.211
ʎ	l	0.0
ʒ	ʒ	0.0
ʒ̊	ʒ̊	0.0
ʦ	ʦ	0.0
ʧ	ʧ	0.0
