Phone1	Phone2	Surprisal
b	b	0.0
bʲ	b_j	0.772
bʲ	b	1.27
b̥	b̥	0.0
b̥ʲ	m_b̥	0.0
d	d	0.0
dʲ	ʥ	0.0
d̥	d̥	0.0
d̥ʲ	ʈ͡ʂ	0.0
f	-	0.0
fʲ	-	0.0
k	k	0.0
k_ˈo	k_ˈɔ	0.0
kʲ	k	0.0
lʲ	l	0.0
m	m	0.0
mʲ	m_j	0.428
mʲ	m	1.962
n	n	0.0
nʲ	ɲ	0.0
p	p	0.0
pʲ	p_j	0.951
pʲ	p	1.051
r	r	0.0
rʲ	ʐ	0.32
rʲ	ʐ̊	2.329
s	s	0.242
s	ɕ	2.692
sʲ	ɕ	0.0
t	t	0.109
t	-	3.778
tʲ	ʨ	0.0
v	v	0.136
v	-	3.478
v_ə	v_a	0.0
vʲ	v_j	0.535
vʲ	f_j	2.586
vʲ	v	2.803
x	x	0.374
x	-	2.131
xʲ	x	0.0
z	z	0.0
zʲ	ʑ	0.0
z̥	z̥	0.0
ɐ	ˈɔ	0.79
ɐ	-	1.83
ɐ	ɔ	2.83
ɐ_r	r	0.0
ɕː	ʂ_ʈ͡ʂ	0.0
ə	ɔ	1.283
ə	a	2.045
ə	-	2.238
ə	j_ɛ	3.571
ə	ˈɔ	4.304
ɡ	ɡ	0.0
ɡʲ	ˈu_ɡ	0.0
ɡ̊	ɡ̊	0.0
ɨ	-	0.326
ɨ	ˈɨ	2.308
ɨ_j	ɨ	0.0
ɪ	-	1.664
ɪ	ɛ	2.091
ɪ	ˈɛ	2.245
ɪ	ˈɔ	3.505
ɪ	u	3.992
ɪ	j	4.513
ɪ	ɛ_ɲ	4.513
ɪ_j	i	0.0
ɫ	w	0.137
ɫ	-	3.462
ɫ_ˈa	w_ˈa	0.0
ʊ	-	1.0
ʊ	ˈu	1.0
ʐ	ʐ	0.0
ʐ̊	ʐ̊	0.0
ʦ	ʦ	0.0
ʦ_ə	ʦ_ɛ	0.0
ʨ	ʈ͡ʂ	0.302
ʨ	ʦ	2.404
ˈa	a	0.793
ˈa	ˈa	1.416
ˈa	ˈɛ_w̃	4.377
ˈe	ˈɛ	0.879
ˈe	ˈa	1.686
ˈe	-	2.781
ˈi	ˈi	0.275
ˈi	-	2.526
ˈo	ˈɔ	1.311
ˈo	ˈu	1.995
ˈo	ˈɛ	2.612
ˈo	-	3.206
ˈo	j_ɛ	3.751
ˈo_j	ɨ	0.0
ˈo_s	ˈɔ_s	0.0
ˈu	ˈu	1.415
ˈu	ˈɔ	1.415
ˈu	ˈɔ_w̃	2.0
ˈæ	ˈɛ_ɲ	0.0
ˈɨ	ˈɨ	0.699
ˈɨ	-	1.381
ˈɵ	ˈa	1.165
ˈɵ	ˈɔ	2.122
ˈɵ	ˈu	2.624
ˈɵ	ˈɛ	2.624
ˈʉ	ˈu	0.0
