Phone1	Phone2	Surprisal
a	ə	0.029
a	ɑ	5.651
a_x	i	0.0
aː	ə	0.0
b	b	0.18
b	b̥	3.095
d	t	0.0
d_s	d̥	0.0
d_u	d̥	0.0
e	ə	0.0
f	v	0.489
f	f	1.798
f_s	b̥	0.0
h	h	0.436
h	x	1.939
h_s	x	0.0
i	-	0.0
iː	ə	0.737
iː	-	1.322
j	-	0.488
j	j	1.802
k	xː	1.171
k	x	1.462
k	k	2.373
k_j	xː	0.0
k_s	ʃː	0.0
l	l	0.0
l_s	ə_l	0.0
lː	lː	0.0
m	m	0.0
n	n	0.076
n	-	4.968
n	r	5.691
nː	-	0.839
nː	nː	1.182
oː	oː	0.0
p	f	0.357
p	p͡f	2.19
r	r	0.0
r_n	r_n	0.0
s	r	1.75
s	ʃ	2.188
s	s	2.358
s	-	2.987
s	ˈi	3.955
s	ɡ̊	4.252
s	ə	4.468
s_k	ʃ	0.0
s_t	s_t	0.803
s_t	ʃ_t	1.228
t	s̻ː	1.907
t	t	1.966
t	ʦ	2.282
t	s̻	2.552
t	ʦː	3.302
t_s	s̻	0.0
u	ə	0.502
u	-	1.766
w	w	0.0
x	ɡ̊	0.0
z	-	0.0
ð	t	0.0
ð_j	tː	0.0
ŋ	ŋ	0.0
ɔː	ə	0.0
ɡ	ɡ	0.314
ɡ	-	2.352
ɡ_s	ɡ̊	0.0
ɡʷ	ɡ	0.0
ɡʷː	ˈyː	0.0
ɣ	ɡ	0.0
ʍ	w	0.0
ˈa	ˈɑ	0.303
ˈa	ˈe	2.402
ˈeː	ˈɑː	0.0
ˈi	ˈi	0.477
ˈi	ˈɛ	2.803
ˈi	-	2.858
ˈi_l	ˈɛ_l	0.0
ˈiu̯	ˈiə̯	0.711
ˈiu̯	ˈyː	1.362
ˈiː	ˈiː	0.0
ˈoː	ˈuə̯	0.145
ˈoː	ˈyə̯	3.388
ˈu	ˈu	0.71
ˈu	ˈo	2.042
ˈu	-	2.776
ˈuː	ˈuː	0.0
ˈɔ	ˈo	1.145
ˈɔ	ˈu	1.73
ˈɔ	ˈoː	2.589
ˈɔ	ˈøy̯	3.639
ˈɔː	ˈoː	1.634
ˈɔː	-	2.193
ˈɔː	ˈøː	2.193
ˈɔː	ˈou̯	2.582
ˈɔː	ou̯	3.767
ˈɛ	ˈɛ	0.0
ˈɛː	ˈei̯	0.0
ˈɛː_w	ˈeː	0.0
β	b	0.0
θ	d	0.731
θ	d̥	2.102
θ	t	2.604
θ_s	t	0.0
θ_u	d̥	0.0
