Phone1	PhonEnv	Phone2	Surprisal
b	#|S|	b	0.0
b	#|S|<	b	0.0
b	#|S|<_F	b	0.0
b	#|S|<_R	b	0.0
b	#|S|F	b	0.0
b	#|S|R	b	0.0
b	>|S|	b	0.0
b	>|S|<	b	0.0
b	F_>|S|	b	0.0
b	F_>|S|<	b	0.0
b	F|S|	b	0.0
b	F|S|<	b	0.0
b	|S|<	b	0.0
b	|S|<_F	b	0.0
b	|S|<_R	b	0.0
b	|S|F	b	0.0
b	|S|R	b	0.0
d	#|S|	d	0.194
d	#|S|<	d	0.201
d	#|S|<_F	d	0.409
d	#|S|<_R	d	0.026
d	#|S|F	d	0.39
d	#|S|R	d	0.033
d	>|S|	d	0.258
d	>|S|	-	2.611
d	>|S|<	d	0.274
d	>|S|<	-	2.533
d	F_>|S|	d	0.201
d	F_>|S|	-	2.945
d	F_>|S|<	d	0.205
d	F_>|S|<	-	2.916
d	F|S|	d	0.194
d	F|S|	-	2.994
d	F|S|<	d	0.201
d	F|S|<	-	2.945
d	|S|<	d	0.22
d	|S|<	-	3.542
d	|S|<_F	d	0.39
d	|S|<_R	d	0.033
d	|S|F	d	0.36
d	|S|R	d	0.044
d̥	>|S|	d	0.206
d̥	>|S|	l_d	2.907
d̥	>|S|#	d	0.206
d̥	>|S|#	l_d	2.907
d̥	F_>|S|	d	0.049
d̥	F_>|S|#	d	0.039
d̥	F|S|	d	0.066
d̥	F|S|	l_d	4.492
d̥	F|S|#	d	0.049
d̥	|S|#	d	0.206
d̥	|S|#	l_d	2.907
f	#|S|	f	0.0
f	#|S|<	f	0.0
f	#|S|<_F	f	0.0
f	#|S|<_R	f	0.0
f	#|S|F	f	0.0
f	#|S|R	f	0.0
f	>|S|	f	0.206
f	>|S|#	f	0.234
f	F_>|S|	f	0.3
f	F_>|S|#	f	0.322
f	F|S|	f	0.263
f	F|S|#	f	0.3
f	|S|#	f	0.206
f	|S|<	f	0.0
f	|S|<_F	f	0.0
f	|S|<_R	f	0.0
f	|S|F	f	0.0
f	|S|R	f	0.0
h	#|S|	h	0.0
h	#|S|<	h	0.0
h	#|S|<_F	h	0.0
h	#|S|F	h	0.0
h	|S|<	h	0.0
h	|S|<_F	h	0.0
h	|S|F	h	0.0
j	#|S|	j	2.237
j	#|S|	-	3.044
j	#|S|<	j	2.652
j	#|S|<	-	3.459
j	#|S|<_F	j	2.974
j	#|S|<_F	-	3.781
j	#|S|F	j	2.652
j	#|S|F	-	3.459
j	<|S|	j	0.652
j	<|S|	-	1.585
j	<|S|<	j	0.652
j	<|S|<	-	1.601
j	<|S|<_F	-	0.722
j	<|S|<_F	j	1.344
j	<|S|F	-	0.759
j	<|S|F	j	1.29
j	>|S|	-	0.344
j	>|S|	j	2.237
j	>|S|<	-	0.25
j	>|S|<	j	2.652
j	F_>|S|	-	0.25
j	F_>|S|	j	2.652
j	F_>|S|<	-	0.196
j	F_>|S|<	j	2.974
j	F|S|	-	0.344
j	F|S|	j	2.237
j	F|S|<	-	0.25
j	F|S|<	j	2.652
j	|S|<	j	0.905
j	|S|<	-	1.713
j	|S|<_F	-	1.278
j	|S|<_F	j	1.645
j	|S|F	-	1.297
j	|S|F	j	1.494
j_ɪ	<|S|	i	0.0
j_ɪ	<|S|>	i	0.0
j_ɪ	<|S|>_N	i	0.0
j_ɪ	<|S|N	i	0.0
j_ɪ	|S|>	i	0.0
j_ɪ	|S|>_N	i	0.0
j_ɪ	|S|N	i	0.0
k	#|S|	k	0.0
k	#|S|<	k	0.0
k	#|S|<_F	k	0.0
k	#|S|<_N	k	0.0
k	#|S|F	k	0.0
k	#|S|N	k	0.0
k	>|S|	k	0.0
k	>|S|#	k	0.0
k	>|S|<	k	0.0
k	>|S|<_F	k	0.0
k	>|S|F	k	0.0
k	F_>|S|	k	0.0
k	F_>|S|#	k	0.0
k	F_>|S|<	k	0.0
k	F_>|S|<_F	k	0.0
k	F_>|S|F	k	0.0
k	F|S|	k	0.0
k	F|S|#	k	0.0
k	F|S|<	k	0.0
k	F|S|<_F	k	0.0
k	F|S|F	k	0.0
k	|S|#	k	0.0
k	|S|<	k	0.0
k	|S|<_F	k	0.0
k	|S|<_N	k	0.0
k	|S|F	k	0.0
k	|S|N	k	0.0
k_ə	>|S|	k	0.0
k_ə	>|S|#	k	0.0
k_ə	F_>|S|	k	0.0
k_ə	F_>|S|#	k	0.0
k_ə	F|S|	k	0.0
k_ə	F|S|#	k	0.0
k_ə	|S|#	k	0.0
l	#|S|	l	0.328
l	#|S|	l_j	3.013
l	#|S|	l_ˈoːu̯	3.933
l	#|S|<	l	0.341
l	#|S|<	l_j	2.929
l	#|S|<	l_ˈoːu̯	3.871
l	#|S|<_F	l	0.411
l	#|S|<_F	l_j	2.66
l	#|S|<_F	l_ˈoːu̯	3.622
l	#|S|F	l	0.399
l	#|S|F	l_j	2.715
l	#|S|F	l_ˈoːu̯	3.665
l	<|S|	l	0.352
l	<|S|	l_j	3.702
l	<|S|	l_ˈoːu̯	3.842
l	<|S|<	l	0.367
l	<|S|<	l_j	3.672
l	<|S|<	l_ˈoːu̯	3.773
l	<|S|<_F	l	0.336
l	<|S|<_F	l_j	3.298
l	<|S|F	l	0.329
l	<|S|F	l_j	3.332
l	>|S|	l	0.245
l	>|S|	l_ə	3.889
l	>|S|#	l	0.299
l	>|S|#	l_ə	2.638
l	>|S|<	l	0.299
l	>|S|<_F	l	0.044
l	>|S|>	l	0.172
l	>|S|F	l	0.055
l	F_>|S|	l	0.283
l	F_>|S|	l_ə	3.26
l	F_>|S|#	l	0.377
l	F_>|S|#	l_ə	2.262
l	F_>|S|<	l	0.507
l	F_>|S|<_F	l	0.036
l	F_>|S|>	l	0.044
l	F_>|S|F	l	0.044
l	F|S|	l	0.277
l	F|S|	l_ə	3.358
l	F|S|#	l	0.367
l	F|S|#	l_ə	2.335
l	F|S|<	l	0.488
l	F|S|<_F	l	0.044
l	F|S|>	l	0.055
l	F|S|F	l	0.055
l	|S|#	l	0.292
l	|S|#	l_ə	2.761
l	|S|<	l	0.331
l	|S|<	l_j	3.507
l	|S|<	l_ˈoːu̯	4.092
l	|S|<_F	l	0.351
l	|S|<_F	l_j	3.022
l	|S|<_F	l_ˈoːu̯	4.431
l	|S|>	l	0.178
l	|S|F	l	0.337
l	|S|F	l_j	3.101
l	|S|F	l_ˈoːu̯	4.444
m	#|S|	m	0.0
m	#|S|<	m	0.0
m	#|S|<_F	m	0.0
m	#|S|F	m	0.0
m	>|S|	m	0.066
m	>|S|#	m	0.0
m	>|S|<	m	0.193
m	F_>|S|	m	0.142
m	F_>|S|#	m	0.0
m	F_>|S|<	m	0.322
m	F|S|	m	0.126
m	F|S|#	m	0.0
m	F|S|<	m	0.3
m	|S|#	m	0.0
m	|S|<	m	0.054
m	|S|<_F	m	0.0
m	|S|F	m	0.0
n	#|S|	n	1.778
n	#|S|<	n	2.193
n	#|S|<_F	n	2.515
n	#|S|F	n	2.193
n	<|S|	n	0.061
n	<|S|<	n	0.046
