Gothic	Gothic	probability
θ_s	ð	1.0
β	v	1.0
ˈɔː_s	ˈæː_r	1.0
ˈuː	ˈɑːu̯	1.0
ˈi_l	j	1.0
ˈeː	-	1.0
ʍ	-	1.0
ɣ	ɣ	1.0
ɡʷː	ɣ	1.0
ɡʷ	ɡ	1.0
ɡ_s_#>	ɡ_#>	1.0
ɔː	ɑ	1.0
ŋ	ŋ	1.0
ð	ð	1.0
z	-	1.0
x_s	ɣ	1.0
w_ˈɔ	ˈʉə̯	1.0
w_ˈu	ˈʉ	1.0
u	-	1.0
t_s	t	1.0
t_#>	d_#>	1.0
s_#>	#>	1.0
r_n	nː	1.0
r_#>	r_#>	1.0
p	p	1.0
nː	nː	1.0
n_θ	nː	1.0
n_#>	#>	1.0
m	m	1.0
lː	lː	1.0
l_ˈa	ɽ	1.0
l_s	ɛ_ɽ	1.0
kʷ	kʰ	1.0
k_s	k	1.0
k_#>	ɣ_#>	1.0
iː	-	1.0
h_ˈa	ˈɔ	1.0
h_t	tː	1.0
h	-	1.0
e	ɛ	1.0
d	d	1.0
b	b	1.0
aː	ɔ	1.0
a_n	ɑ	1.0
a_#>	#>	1.0
<#_θ	<#_tʰ	1.0
<#_ɡ	<#_ɡ	1.0
<#_t	<#_tʰ	1.0
<#_s	<#_s	1.0
<#_r	<#_r	1.0
<#_l	<#_ɽ	1.0
<#_k	<#_kʰ	1.0
<#_j	<#	1.0
r	r	0.889
n	n	0.875
t	t	0.867
<#_h	<#	0.867
ˈiː	ˈɑːi̯	0.857
w	w	0.812
j_a	ɑ	0.8
ˈoː	ˈʉːə̯	0.75
oː	ɑ	0.727
i	-	0.714
f	f	0.714
l	ɽ	0.692
ˈɛː	ˈiːe̯	0.6
ˈi	ˈɪ	0.577
s	s	0.562
θ	ð	0.545
ˈu	ˈʉ	0.533
ˈɔː	ˈœː	0.5
ˈɔ	ˈʉə̯	0.5
ˈɔ	-	0.5
ˈiu̯	j_ˈʉːə̯	0.5
ˈiu̯	-	0.5
θ	-	0.455
k	ʨ	0.455
ˈɛ	-	0.429
ɡ	ɣ	0.429
k	k	0.364
a	ɛ	0.364
s	r	0.312
l	l	0.308
ˈa	ˈɑ	0.292
ˈɛ	j_ˈæ	0.286
ˈɛ	j	0.286
ɡ	ʥ	0.286
ɡ	ɡ	0.286
i	ɛ	0.286
f	v	0.286
oː	-	0.273
a	ɔ	0.273
a	-	0.273
ˈu	ˈʉː	0.267
ˈɔː	ˈoː	0.25
ˈɔː	-	0.25
ˈoː	-	0.25
ˈa	ˈɛ	0.25
ˈɛː	j	0.2
ˈɛː	-	0.2
ˈu	-	0.2
j_a	a	0.2
ˈi	ˈɪː	0.192
ˈi	-	0.192
w	-	0.188
k	kː	0.182
ˈa	ˈɑː	0.167
ˈiː	ˈɪ̃ː	0.143
t	tː	0.133
<#_h	<#_j	0.133
ˈa	ˈo	0.125
s	ð	0.125
n	-	0.125
r	ɛ	0.111
a	ʏ	0.091
ˈa	ˈɔ̃ː	0.083
ˈa	ˈɔ	0.083
