Phone1	Phone2	Surprisal
aɪ̯	iːy̯	0.0
b	b	0.0
d	θ	0.582
d	t	1.591
d_ˈiː	d_ˈeːo̯	0.0
e	-	0.0
f	f	0.116
f	v	3.697
h	h	0.0
j	j	0.0
k	ʧ	0.908
k	k	1.615
k	e	2.828
kʰ	k	0.0
l	l	1.069
l	ɫ	1.126
l	ɫː	3.941
l_ə	ɫ	0.0
lʲ	ɫ_d	0.0
m	m	0.031
m	mː	5.558
n	n	0.629
n	n_d	2.442
n	nː	2.562
nʲ	n_d	0.0
p	p	0.281
p	pː	2.497
r	r	0.207
r	h_r	3.791
r	r_ˈeːo̯	4.019
s	s	0.0
s_k	ʃ	0.0
t	t	0.277
t	d	3.068
t	tː	4.169
tʰ	θ	0.0
tʲ	θ_ˈi	0.0
v	w	0.327
v	h_w	2.663
v	v	4.483
x	r	1.499
x	ç	1.499
x	x	2.478
x	xː	3.145
x_t	d	0.0
z	z_e	0.0
ç	ɣ	1.105
ç	j	2.303
ç	ʤ	2.303
ç	x	2.945
ŋ	ŋ_ɡ	0.569
ŋ	ŋ	2.482
ŋ	-	2.769
ɐ	r	0.958
ɐ	e_r	1.921
ɐ	o_r	2.472
ɐ	rː	4.617
ɐ_n	r_n	0.0
ɐ_x	r	0.0
ə	-	0.747
ə	o	1.961
ə	i	3.144
ə	eo̯	4.875
ɡ	ɡ	0.645
ɡ	j	2.31
ɡ	ʧː	2.654
ɪ	i	0.0
ɾ	d	0.406
ɾ	ð	2.438
ɾ	dː	4.043
ʃ	ʃ	0.625
ʃ	s	1.508
ˈa	ˈɑ	1.648
ˈa	ˈæ	2.136
ˈa	-	3.136
ˈa	ˈi	3.136
ˈa	ˈiy̯	3.136
ˈa	ˈæɑ̯	3.157
ˈaɪ̯	j	1.222
ˈaɪ̯	-	1.807
ˈaɪ̯	ˈæ_j	1.807
ˈaʊ̯	ˈo_v	0.0
ˈeː	ˈe	2.467
ˈeː	ˈæː	2.467
ˈeː	ˈeːo̯	2.814
ˈeː	-	2.893
ˈeː	ˈeː	2.893
ˈeː	ˈæ	2.924
ˈeː	ˈi	3.395
ˈiː	ˈɑː	1.759
ˈiː	ˈiːy̯	2.305
ˈiː	ˈiː	2.343
ˈiː	ˈæː	3.215
ˈiː	-	3.341
ˈiː	ˈeːo̯	3.341
ˈoː	ˈæːɑ̯	1.216
ˈoː	-	1.78
ˈoː	ˈoː	1.845
ˈuː	ˈo	1.226
ˈuː	ˈoː	1.316
ˈuː	w	2.548
ˈyː	-	1.0
ˈyː	ˈuː	1.0
ˈøː	-	0.0
ˈœ	ˈu	1.147
ˈœ	ˈɑ	2.716
ˈœ	ˈoː	2.756
ˈœ	-	2.953
ˈœ	ˈy	3.069
ˈɔ	ˈo	1.385
ˈɔ	ˈoː	2.095
ˈɔ	ˈu	2.14
ˈɔ	ˈi	2.68
ˈɔa̯	ˈæːɑ̯	0.396
ˈɔa̯	ˈæɑ̯	2.059
ˈɔː	ˈɑ	2.113
ˈɔː	ˈæɑ̯	2.465
ˈɔː	ˈæːɑ̯	2.465
ˈɔː	ˈæː	2.85
ˈɔː	-	2.9
ˈɔː	ˈæ	2.9
ˈɛ	-	1.279
ˈɛ	ˈe	2.403
ˈɛ	ˈeːo̯	2.561
ˈɛ	ˈi	3.226
ˈɛ	ˈy	3.544
ˈɛ	ˈeː	4.757
ˈɛː	ˈeo̯	0.0
ˈɪ	ˈi	1.087
ˈɪ	ˈiː	1.528
ˈɪ	ˈeː	3.25
ˈɪ	ˈeːo̯	3.693
ˈʊ	ˈu	1.44
ˈʊ	ˈi	2.55
ˈʊ	ˈɑ	3.145
ˈʊ	ˈeː	3.507
ˈʊ	ˈɑː	3.507
ˈʊ	ˈoː	3.538
ˈʊ	-	4.039
ˈʊ	kː	5.329
ˈʏ	ˈuː	1.46
ˈʏ	-	2.22
ˈʏ	ˈu	2.46
ˈʏ	ˈy	3.279
ˈʏ	ˈeːo̯	3.868
ˈʏ	ˈyː	3.868
