Phone1	Phone2	Surprisal
a	-	0.0
b	b	0.0
bː	b	0.0
d	t	0.251
d	d̥	2.648
d_e	t_ə	0.0
d_r	t_r	0.0
d_ɑ	d_ə	0.0
dː	tː	0.0
e	ə	0.136
e	-	3.472
f	v	0.121
f	f	3.634
h	h	0.275
h	-	2.527
h_l	l	0.0
h_w	w	0.0
i	ə	0.785
i	-	2.143
i	i	2.37
i_ɑ	ə	0.0
iːy̯	ɛ_h	0.0
j	ɡ	1.374
j	ɡ_ə	1.935
j	-	2.374
j	j	2.646
k	kʰ	1.008
k	k	2.077
k	x	2.812
k	-	3.02
kː	kː	0.0
l	l	0.0
m	m	0.0
mː	mː	0.0
n	n	0.0
n_e	n_ə	1.0
n_e	ə	1.0
nː	nː	0.0
o	ə	0.0
p	f	0.244
p	p	3.313
p	fː	4.191
pː	-	0.0
r	r	0.048
r	r_ə	5.545
r	-	6.425
r_e	r_ə	0.0
r_n	r_n	0.0
r_ˈeːo̯	r	0.0
rː	rː	0.0
s	s	0.365
s	ʃ	2.16
s_l	ʃ_l	0.0
s_t	s_t	0.0
t	s̻	1.321
t	t	2.045
t	s̻ː	2.401
t	ʦ	2.572
tː	ʦː	0.0
u	-	0.0
v	b	0.0
w	w	0.084
w	-	4.15
x	x	0.0
xː	xː	0.0
z_e	s_ə	0.0
ð	d	0.0
ŋ	ŋ	0.0
ɑ	ə	0.0
ɡ	ɡ	0.0
ɣ	ɡ	0.0
ɣ̊	ɡ̊	0.0
ɫ	l	0.0
ɫː	lː	0.0
ʃ	ʃ	0.0
ʤ	kː_ə	0.0
ʧ	xː	0.655
ʧ	kʰ	1.454
ʧː	kː	0.0
ˈe	ˈɛ	1.295
ˈe	ˈe	1.427
ˈe	-	2.181
ˈeo̯	ˈɛ	0.198
ˈeo̯	ˈi	2.961
ˈeː	ˈyə̯	0.973
ˈeː	-	1.027
ˈeːo̯	ˈiə̯	0.714
ˈeːo̯	ˈiː	2.856
ˈeːo̯	ˈyː	2.958
ˈeːo̯	-	3.017
ˈeːo̯_w	ˈiə̯	0.0
ˈi	ˈi	0.222
ˈi	ˈɛ	3.482
ˈi	-	4.241
ˈi_ç	ˈɑ_x	0.0
ˈiy̯	-	1.0
ˈiy̯	ˈɑ	1.0
ˈiː	ˈiː	0.0
ˈiːy̯	ˈøː	1.085
ˈiːy̯	ˈyː	1.388
ˈiːy̯	ˈæː	2.77
ˈo	ˈo	0.453
ˈo	-	2.687
ˈo	ˈu	3.128
ˈoː	ˈuə̯	0.307
ˈoː	ˈɑ_n	2.384
ˈoː_n	ˈɑː_n	0.0
ˈu	ˈu	0.674
ˈu	ˈo	1.963
ˈu	-	3.1
ˈuː	ˈuː	0.384
ˈuː	ˈu_n	3.083
ˈuː	-	3.114
ˈy	ˈy	0.471
ˈy	ˈu	1.845
ˈyː	-	0.8
ˈyː	ˈyː	1.232
ˈæ	ˈɑ	0.0
ˈæɑ̯	ˈɑ	0.0
ˈæː	ˈɑː	0.873
ˈæː	ˈei̯	1.855
ˈæː	-	2.494
ˈæːɑ̯	ˈoː	1.453
ˈæːɑ̯	ˈou̯	1.697
ˈæːɑ̯	ˈɑː	2.271
ˈæːɑ̯	ɑː	3.66
ˈæːɑ̯	ou̯	4.65
ˈɑ	ˈɑ	0.0
ˈɑː	ˈei̯	0.0
ˈɑː_w	ˈeː	0.0
θ	d	0.0
