Campidanese	Campidanese	probability
β	-	1.0
ˈi_ɭː	ˈi	1.0
ˈa_i_#>	ˈe_#>	1.0
ʦ	-	1.0
ʃ_i	ʃ	1.0
ʃ	s	1.0
ɾ_u	r	1.0
ɾ_d	r	1.0
ɲ	-	1.0
ɖː	l	1.0
ŋ	ŋ	1.0
ð_u	j_t	1.0
w_ˈa	ˈa	1.0
w	-	1.0
ŭ_#>	#>	1.0
u_ɾ	e_r	1.0
r	r	1.0
p_u_z_ŭ_#>	p_#>	1.0
o	-	1.0
n_ʤ	ɲ	1.0
m	m	1.0
l_ˈi	l_ˈe	1.0
l	l	1.0
k_ɾ	k	1.0
ĭ	-	1.0
i_n_i_#>	#>	1.0
f	f	1.0
e	e	1.0
ă	-	1.0
a_z	e_s	1.0
a_#>	#>	1.0
<#_ˈa	<#_ˈɛ	1.0
<#_t	<#_t	1.0
<#_s	<#_ʃ	1.0
<#_n	<#_n	1.0
<#_l	<#_l	1.0
<#_i	<#_i	1.0
<#_d	<#_d	1.0
<#_a_r	<#_r	1.0
<#_a	<#_a	1.0
n	n	0.956
i_#>	#>	0.952
t	t	0.941
p	p	0.926
a	a	0.925
u_#>	#>	0.912
s	s	0.806
ˈe	ˈɛ	0.786
ɡ	ɡ	0.75
ˈa	ˈa	0.689
ʧ	ʨ	0.667
ʤ	ʒ	0.667
ɛ	-	0.667
ɔ	o	0.667
z	-	0.636
ˈɛ	ˈɛ	0.621
ɾ	r	0.605
ɭː	l	0.6
ð	d	0.6
nː	n	0.6
f_ɾ	f_l	0.6
ˈi	ˈi	0.583
k	k	0.553
i	e	0.526
ɾ_i	v_e	0.5
ɾ_i	j	0.5
j	j	0.5
j	-	0.5
<#	<#_ɡ	0.5
<#	<#_d	0.5
ˈu	ˈo	0.467
b	v	0.455
ˈo	ˈɔ	0.429
b	b	0.424
ˈu	ˈu	0.4
ɭː	j	0.4
u	-	0.4
nː	-	0.4
f_ɾ	f	0.4
k	ʨ	0.395
ˈɔ	ˈo	0.37
z	s	0.364
ˈɔ	ˈɔ	0.333
ʧ	ʧ	0.333
ʤ	-	0.333
ɛ	e	0.333
ɔ	-	0.333
ˈi	ˈe	0.306
#>	f_#>	0.3
#>	a_#>	0.3
ɣ	-	0.286
ʒ	ʒ	0.273
ʒ	ʃ	0.273
ʒ	w_ʃ	0.273
i	-	0.263
ɡ	-	0.25
ˈa	ˈɛ	0.244
ˈo	ˈo	0.238
ˈo	w	0.238
ˈe	ˈe	0.214
ɣ	ˈɛ_k	0.214
ɣ	d	0.214
ˈɛ	ˈe_j	0.207
ð	t	0.2
ð	o_d	0.2
#>	ʦ_#>	0.2
#>	r_#>	0.2
ʒ	-	0.182
ɾ	l	0.158
u	r	0.15
u	n	0.15
ˈɔ	w_ˈɛ	0.148
ɣ	ɡ	0.143
ɣ	k	0.143
ˈu	-	0.133
ɾ	-	0.132
i	ˈe	0.105
i	j	0.105
ˈɛ	ˈe	0.103
u	ˈɛ_f	0.1
u	j	0.1
u	a	0.1
s	ʃ	0.097
s	-	0.097
ˈo	-	0.095
u_#>	l_#>	0.088
ˈɔ	w	0.074
ˈɔ	-	0.074
p	-	0.074
ˈɛ	j_ˈɛ	0.069
ˈa	ˈe	0.067
b	ʒ_ɡ	0.061
b	-	0.061
t	-	0.059
ˈi	ˈe_j	0.056
ˈi	e_d	0.056
ɾ	ˈɛ	0.053
ɾ	w	0.053
k	-	0.053
