Phone1	Phone2	Surprisal
a	ə	1.576
a	-	1.801
a	a	2.055
a	ˈi	2.869
b	b	0.0
d	d	1.036
d	ʣ	1.696
d	i	2.295
e	i	0.915
e	-	1.09
e_n	i_n	0.0
f	f	0.627
f	ç	1.505
i	-	0.0
k	k	0.088
k	ʦ	4.085
k_o	k_u	0.0
l	l	1.115
l	ʎ	1.591
l	r	2.275
l_t	j	0.0
l_ˈa	l_e̯ˈa	0.0
m	m	0.365
m	ɲ	2.163
mː	ə_m	0.0
n	n	0.171
n	m	3.162
o	-	0.965
o	u	1.036
p	p	0.0
p_ˈe	k_e̯ˈa	0.0
r	r_i	0.833
r	r	1.54
r	a	4.427
r	i	5.128
r	a_r	5.669
r_n	r_n	0.0
s	s	0.943
s	ʦ	1.99
s	ʃ	2.584
s	i	4.827
s	j	5.256
s_t	s_t	0.0
s_ˈi	ʧ	0.0
t	t	0.666
t	t_u	2.822
t	ʦ	3.129
t	p_t	3.615
t	d	4.952
u	u	0.0
v	j	1.364
v	v	1.73
v	-	1.93
v	z	4.392
w	-	1.625
w	w	2.271
w	i	2.401
w	ʦ_i	2.799
w	e̯ˈa	2.882
z	-	0.0
z_ˈa	ˈo	0.0
ð	t	0.0
ŋ	n	0.538
ŋ	-	1.684
ɐ	ə	0.495
ɐ	i	2.586
ɐ	-	3.012
ɜ	ə	1.0
ɜ	i	1.363
ɜ	-	3.17
ɞ	ə	0.459
ɞ	-	1.874
ɡ	ɡ	0.0
ɣ	k	0.708
ɣ	ɡ	1.367
ɲ	n	0.511
ɲ	-	1.745
ɾ	r	0.269
ɾ	-	3.439
ɾ	u_r	3.678
ʃ	ʃ_t	0.0
ʎ	ʎ	1.545
ʎ	l	1.722
ʎ	k_ʎ	2.097
ʎ	-	3.052
ʤ	ʤ	1.15
ʤ	ʣ	1.282
ʤ	j	2.854
ʧ	-	0.0
ˈa	ˈa	0.645
ˈa	ˈɨ	2.076
ˈa	-	3.981
ˈa	a	4.064
ˈe	e̯ˈa	1.891
ˈe	ˈe	2.075
ˈe	ˈa	2.376
ˈe	ˈi	2.547
ˈe	-	2.95
ˈe_j	e̯ˈa	0.0
ˈi	ˈi	0.228
ˈi	ˈə	3.545
ˈi	-	4.053
ˈi_t	p_t	0.0
ˈo	ˈu	0.0
ˈu	ˈu	0.327
ˈu	o̯ˈa	2.304
ˈæ	e̯ˈa	1.709
ˈæ	ˈe	2.018
ˈæ	-	2.418
ˈæ	ˈa	2.594
ˈæ	i_d	4.404
ˈæ	o̯ˈa	4.404
ˈɒ	ˈo	0.989
ˈɒ	o̯ˈa	1.698
ˈɒ	ˈu	3.352
ˈɒ	ˈa_v	3.475
ˈɒ_n	ˈu_n	0.0
β	p	0.629
β	b	1.501
