Phone1	Phone2	Surprisal
a	i	2.545
a	ˈã	2.628
a	u̯ˈɛ	2.846
a	ˈu	2.924
a	ˈɔ	3.056
a	ɔ	3.228
a	-	3.561
a	ˈɛ	3.567
a_j	ˈe	0.0
ai̯	j	0.0
au̯	-	0.0
aːi̯	j_ˈɞ	0.0
aːu̯	w_ˈʉ	0.0
b	b	0.0
b_i	ʃ	0.0
d	ʣ	0.968
d	d	1.033
e	-	0.916
e	j	2.003
e	ˈɛ	2.382
e	e	5.113
eː	j_a	0.0
eːi̯	ˈə	0.0
i	-	0.326
i	u̯ɛ	2.305
i_l	ˈɞ_w	0.0
i_n	j_ˈã	0.0
i_ɡ	õ	0.0
iː	-	0.0
k	k	0.0
l	l	0.995
l	w	1.005
m	m	0.274
m	-	2.53
n	-	0.643
n	n	1.822
n	d	3.703
o	a	1.12
o	-	1.49
o	ɔ	2.442
oːu̯	ˈi	0.0
p	p	0.0
r	r	0.432
r	r̝	1.951
s	-	0.572
s	s	1.611
s_i	s	0.0
t	t	0.969
t	ʦ	1.032
t_o	ʦ	0.0
u	-	0.98
u	ˈə	1.661
u	a	2.5
u_v	ə	0.0
uː	-	0.0
v	v	0.0
w	j_ã	0.0
z	z	0.308
z	ɡ	2.378
ŋ	ʤ	1.0
ŋ	ˈõ	1.0
ɡ	-	0.784
ɡ	ʒ	1.254
ɡ_i	ɡ̊	0.365
ɡ_i	ʒ̊	2.162
