Phone1	Phone2	Surprisal
ae̯	aɪ̯	0.0
b	b	0.0
d	d	0.775
d	tʰ	2.012
d	-	2.923
d	tʲ	4.81
d̥	ɾ	0.33
d̥	t	2.289
f	f	0.0
h	h	0.0
j	j	0.0
k	k	0.478
k	-	1.827
kʰ	kʰ	0.0
l	l	0.0
l_d̥	lʲ	0.0
m	m	0.05
m	ə_f	4.872
n	n	0.703
n	-	1.937
n	ɾ	4.37
n	ə	5.094
n	nʲ	5.28
n	n_ˈøː	5.557
n_n	nʲ	0.0
p	p	0.0
pʰ	pʰ	0.0
r	r	0.12
r	-	3.649
s	s	0.0
t	t	0.217
t	ʁ̥_t	3.772
t	-	3.912
tʰ	tʰ	0.0
v	v	0.181
v	-	3.085
v̥	f	0.0
w	v	0.0
x	x	0.0
z	s	0.214
z	s_ˈeː	2.861
æ	ɐ	0.387
æ	-	2.905
æ	r_ə	4.188
æ	ʁ̥	4.405
ç	ç	0.699
ç	-	2.96
ç	ŋ	2.96
ç	x	2.978
ŋ	ŋ	0.0
ɡ	ɡ	0.645
ɡ	-	1.472
ɡ̊	-	0.0
ɣ	ç_ə	0.0
ɪ	ɪ	0.0
ɾ	ɾ	0.0
ʃ	s_k	0.724
ʃ	s	1.342
ˈa	ˈa	1.161
ˈa	-	2.915
ˈa	ˈʏ	3.049
ˈa	ˈœ	3.066
ˈa	ˈʊ	3.066
ˈa	ˈeː	4.044
ˈae̯	ˈiː	1.247
ˈae̯	-	1.386
ˈae̯	ˈeː	2.352
ˈaɪ̯	-	0.0
ˈaʊ̯	ˈoː	1.362
ˈaʊ̯	ˈɔa̯	3.189
ˈaʊ̯	ˈʊ	3.189
ˈaʊ̯	-	3.199
ˈaʊ̯	ˈɔ	3.199
ˈaʊ̯	ˈœ	3.266
ˈaʊ̯	ˈuː	3.837
ˈaː	ˈaː_r	1.323
ˈaː	ʁ̥	1.736
ˈaː	ˈa_ʁ̥	1.736
ˈeː	-	0.0
ˈiː	ˈɪ	1.077
ˈiː	ˈiː	1.718
ˈiː	-	2.727
ˈiː	ˈʏ	3.818
ˈoː	ˈɔː	0.717
ˈoː	-	1.353
ˈoː_æ	ɐ	0.0
ˈuː	ˈʏ	1.194
ˈuː	ˈuː	1.388
ˈuː	ˈyː	2.466
ˈyː	-	0.625
ˈyː	ˈʏ	1.508
ˈøː	ˈœ	0.0
ˈœ	-	0.0
ˈœː	-	0.0
ˈɒː	ˈɔː	1.37
ˈɒː	n	2.234
ˈɒː	ˈuː	2.32
ˈɒː	ˈʊ	2.32
ˈɔ	ˈɔ	1.184
ˈɔ	ˈœ	1.641
ˈɔ	ˈɔː	2.065
ˈɔ_l	l	0.0
ˈɔʏ̯	-	0.588
ˈɔʏ̯	ˈeː	1.579
ˈɛ	ˈɛ	1.151
ˈɛ	-	1.36
ˈɛ	ˈɔ	2.645
ˈɛː	ˈɛ	1.269
ˈɛː	ˈeː	1.603
ˈɛː	ˈiː	1.967
ˈɪ	ˈɪ	1.143
ˈɪ	ˈɛ	1.727
ˈɪ	ˈʊ	2.51
ˈɪ	-	3.844
ˈʊ	ˈʊ	1.133
ˈʊ	ˈʏ	1.838
ˈʊ	ˈœ	2.571
ˈʊ	-	3.381
ˈʏ	ˈɛ	1.103
ˈʏ	-	1.904
ˈʏ	ˈœ	1.904
