Phone1	PhonEnv	Phone2	Surprisal
b	#|S|	b̥	0.0
b	#|S|<	b̥	0.0
b	#|S|<_F	b̥	0.0
b	#|S|<_R	b̥	0.0
b	#|S|F	b̥	0.0
b	#|S|R	b̥	0.0
b	|S|<	b̥	0.0
b	|S|<_F	b̥	0.0
b	|S|<_R	b̥	0.0
b	|S|F	b̥	0.0
b	|S|R	b̥	0.0
d	#|S|	d̥	1.1
d	#|S|	tʰ	1.852
d	#|S|	tʰ_ˈʊ	3.437
d	#|S|	ʧʰ	3.437
d	#|S|	-	4.7
d	#|S|<	d̥	1.112
d	#|S|<	tʰ	1.823
d	#|S|<	tʰ_ˈʊ	3.408
d	#|S|<	ʧʰ	3.408
d	#|S|<	-	5.115
d	#|S|<_F	d̥	1.652
d	#|S|<_F	tʰ	1.92
d	#|S|<_F	tʰ_ˈʊ	2.636
d	#|S|<_F	ʧʰ	2.636
d	#|S|<_R	d̥	0.659
d	#|S|<_R	tʰ	1.677
d	#|S|F	d̥	1.601
d	#|S|F	tʰ	1.931
d	#|S|F	tʰ_ˈʊ	2.684
d	#|S|F	ʧʰ	2.684
d	#|S|F	-	5.115
d	#|S|R	d̥	0.678
d	#|S|R	tʰ	1.7
d	#|S|R	-	5.115
d	>|S|	d̥	0.869
d	>|S|	-	1.625
d	>|S|	tʰ	3.7
d	>|S|<	d̥	0.853
d	>|S|<	-	1.513
d	>|S|<	tʰ	4.115
d	|S|<	d̥	1.036
d	|S|<	tʰ	2.152
d	|S|<	-	3.152
d	|S|<	tʰ_ˈʊ	3.737
d	|S|<	ʧʰ	3.737
d	|S|<_F	d̥	1.601
d	|S|<_F	tʰ	1.931
d	|S|<_F	tʰ_ˈʊ	2.684
d	|S|<_F	ʧʰ	2.684
d	|S|<_F	-	5.115
d	|S|<_R	d̥	0.678
d	|S|<_R	tʰ	1.7
d	|S|<_R	-	5.115
d	|S|F	d̥	1.521
d	|S|F	tʰ	1.95
d	|S|F	tʰ_ˈʊ	2.768
d	|S|F	ʧʰ	2.768
d	|S|F	-	4.7
d	|S|R	d̥	0.71
d	|S|R	tʰ	1.741
d	|S|R	-	4.7
d̥	>|S|	d̥	1.252
d̥	>|S|	-	3.252
d̥	>|S|	j_ʊ	3.252
d̥	>|S|#	d̥	1.363
d̥	>|S|#	-	3.363
d̥	>|S|#	j_ʊ	3.363
d̥	F_>|S|	d̥	2.585
d̥	F_>|S|	-	4.585
d̥	F_>|S|	j_ʊ	4.585
d̥	F_>|S|#	d̥	2.907
d̥	F_>|S|#	-	4.907
d̥	F_>|S|#	j_ʊ	4.907
d̥	F|S|	d̥	2.17
d̥	F|S|	-	4.17
d̥	F|S|	j_ʊ	4.17
d̥	F|S|#	d̥	2.585
d̥	F|S|#	-	4.585
d̥	F|S|#	j_ʊ	4.585
d̥	|S|#	d̥	1.252
d̥	|S|#	-	3.252
d̥	|S|#	j_ʊ	3.252
i	<|S|	ˈuː	0.0
i	<|S|>	ˈuː	0.0
i	<|S|>_N	ˈuː	0.0
i	<|S|N	ˈuː	0.0
i	|S|>	ˈuː	0.0
i	|S|>_N	ˈuː	0.0
i	|S|N	ˈuː	0.0
iː	<|S|	a	0.0
iː	<|S|>	a	0.0
iː	<|S|>_N	a	0.0
iː	<|S|N	a	0.0
iː	|S|>	a	0.0
iː	|S|>_N	a	0.0
iː	|S|N	a	0.0
k	#|S|	kʰ	1.185
k	#|S|	ʧʰ	1.507
k	#|S|	ɡ̊_ʊ	3.848
k	#|S|	k	4.17
k	#|S|	ʰk	4.17
k	#|S|	ʧ	5.17
k	#|S|<	kʰ	1.093
k	#|S|<	ʧʰ	1.415
k	#|S|<	ɡ̊_ʊ	4.263
k	#|S|<	k	4.585
k	#|S|<	ʰk	4.585
k	#|S|<_F	ʧʰ	0.962
k	#|S|<_F	kʰ	1.467
k	#|S|<_F	ɡ̊_ʊ	4.585
k	#|S|<_F	k	4.907
k	#|S|<_F	ʰk	4.907
k	#|S|F	ʧʰ	1.024
k	#|S|F	kʰ	1.506
k	#|S|F	ɡ̊_ʊ	4.263
k	#|S|F	k	4.585
k	#|S|F	ʰk	4.585
k	>|S|	ɡ̊_ʊ	2.178
k	>|S|	k	2.5
k	>|S|	ʰk	2.5
k	>|S|	ʧ	3.5
k	>|S|	kʰ	3.848
k	>|S|	ʧʰ	4.17
k	>|S|#	ɡ̊_ʊ	1.727
k	>|S|#	k	2.383
k	>|S|#	kʰ	4.263
k	>|S|#	ʧʰ	4.585
k	>|S|#	ʰk	4.585
k	>|S|<	ʰk	1.089
k	>|S|<	ʧ	2.089
k	>|S|<	k	2.748
k	>|S|<	kʰ	4.263
k	>|S|<	ɡ̊_ʊ	4.263
k	>|S|<	ʧʰ	4.585
k	F_>|S|	k	1.907
k	F_>|S|	ʰk	1.907
k	F_>|S|	ʧ	3.383
k	F_>|S|	kʰ	4.263
k	F_>|S|	ɡ̊_ʊ	4.263
k	F_>|S|	ʧʰ	4.585
k	F_>|S|#	k	1.501
k	F_>|S|#	kʰ	4.585
k	F_>|S|#	ɡ̊_ʊ	4.585
k	F_>|S|#	ʧʰ	4.907
k	F_>|S|#	ʰk	4.907
k	F_>|S|<	ʰk	0.962
k	F_>|S|<	k	2.371
k	F_>|S|<	ʧ	2.501
k	F_>|S|<	kʰ	4.585
k	F_>|S|<	ɡ̊_ʊ	4.585
k	F_>|S|<	ʧʰ	4.907
k	F|S|	k	1.968
k	F|S|	ʰk	1.968
k	F|S|	ʧ	3.404
k	F|S|	kʰ	3.848
k	F|S|	ɡ̊_ʊ	3.848
k	F|S|	ʧʰ	4.17
k	F|S|#	k	1.549
k	F|S|#	kʰ	4.263
k	F|S|#	ɡ̊_ʊ	4.263
k	F|S|#	ʧʰ	4.585
k	F|S|#	ʰk	4.585
k	F|S|<	ʰk	1.024
k	F|S|<	k	2.383
k	F|S|<	ʧ	2.549
k	F|S|<	kʰ	4.263
k	F|S|<	ɡ̊_ʊ	4.263
k	F|S|<	ʧʰ	4.585
k	|S|#	ɡ̊_ʊ	1.778
k	|S|#	k	2.404
k	|S|#	kʰ	3.848
k	|S|#	ʧʰ	4.17
k	|S|#	ʰk	4.17
k	|S|#	ʧ	5.17
k	|S|<	kʰ	1.848
k	|S|<	ʧʰ	2.17
k	|S|<	ʰk	2.17
k	|S|<	ʧ	3.17
k	|S|<	k	3.363
k	|S|<	ɡ̊_ʊ	3.848
k	|S|<_F	ʧʰ	1.024
k	|S|<_F	kʰ	1.506
k	|S|<_F	ɡ̊_ʊ	4.263
k	|S|<_F	k	4.585
k	|S|<_F	ʰk	4.585
k	|S|F	ʧʰ	1.134
k	|S|F	kʰ	1.573
k	|S|F	ɡ̊_ʊ	3.848
k	|S|F	k	4.17
k	|S|F	ʰk	4.17
k	|S|F	ʧ	5.17
l	#|S|	l	0.0
l	#|S|<	l	0.0
l	#|S|<_F	l	0.0
l	#|S|F	l	0.0
l	|S|<	l	0.0
l	|S|<_F	l	0.0
l	|S|F	l	0.0
m	#|S|	m	0.0
m	#|S|<	m	0.0
