Icelandic	Icelandic	probability
θ	d	1.0
ˈɛi̯	ˈeː	1.0
ˈɔː	ˈoː	1.0
ˈɔu̯	-	1.0
ˈɔ_r	ˈɔː	1.0
ˈɔ	ˈʊ	1.0
ˈɑːu̯_r̥	ˈoː_ɐ	1.0
ˈɑːu̯	-	1.0
ˈœː	-	1.0
ˈu	ˈo	1.0
ˈou̯	-	1.0
ˈeːi̯	ˈøː	1.0
ˈaːu̯	-	1.0
ˈai̯	-	1.0
ʰt͡n̥	s_ɐ	1.0
ʰk	ŋ_k	1.0
ʰc	k	1.0
ʏ_r̥_#>	#>	1.0
ʏ_r̥	d̥	1.0
ɲ	ŋ	1.0
ɪ_r̥	ɐ	1.0
ɪ	-	1.0
ɡ̊ː	k	1.0
ɡ̊_l	ɫ	1.0
ɡ̊_a_#>	#>	1.0
ɡ̊_#>	ɕ_#>	1.0
ɟ̊_a	ə	1.0
ɟ̊	j	1.0
ɛ	-	1.0
ɑu̯	ˈu	1.0
ð_#>	#>	1.0
ç	h	1.0
x	ɕ	1.0
v_ʏ	v̥	1.0
t͡n̥	n	1.0
t͡l̥	ɫ	1.0
tʰ	ʦ	1.0
sː	n_z̥	1.0
s_ˈa	z_ˈa	1.0
s_k	ʃ	1.0
s_j	z	1.0
s_c	ʃ	1.0
s_#>	z̥_#>	1.0
r̥_t	ʦ	1.0
r̥_#>	#>	1.0
r_ˈɛ	ʀ	1.0
r_ɪ	ɐ	1.0
r_ð	d̥	1.0
pʰ	p	1.0
n̥	n	1.0
n_d̥	ŋ	1.0
m	m	1.0
l_ʏ	ɫ	1.0
l_d̥	ɫ	1.0
kʰ_v	ʋ	1.0
kʰ	k	1.0
j_ˈɛ	ˈɛː	1.0
j_ˈuː	ˈeː	1.0
j_a	ə	1.0
h	h	1.0
f	f	1.0
d̥_ʏ	ɡ̊	1.0
d̥_#>	d̥_#>	1.0
cʰ	k	1.0
b̥	b	1.0
aːu̯	e	1.0
a_#>	#>	1.0
<#_r̥	<#_ʀ	1.0
<#_r	<#_ʀ	1.0
<#_n	<#_n	1.0
a	ə	0.906
d̥	d	0.875
ˈoːu̯	ˈoː	0.8
ɡ̊	j	0.8
ŋ	ŋ	0.8
r̥	ɐ	0.8
l	l	0.778
nː	n	0.714
<#	<#_ʋ	0.714
ˈʏː	-	0.667
ˈɪː	-	0.625
v	ʋ	0.615
r	ʀ	0.615
t	s	0.609
ˈɑu̯	ˈa	0.6
ˈi	ˈɪ	0.6
ˈaː	ˈa	0.6
ɡ̊_ʏ	ɡ̊	0.6
ˈɛː	-	0.583
ˈuː	ˈuː	0.583
ˈœːy̯	ˈuː	0.571
j_ˈoːu̯	ˈeː	0.571
ˈɛ	ˈɛ	0.556
ð	d̥	0.545
k	ɕ	0.545
ˈœ	ˈa	0.5
ˈœ	-	0.5
ˈaːi̯	ˈøː	0.5
ˈaːi̯	-	0.5
ˈau̯	ˈɛ	0.5
ˈau̯	-	0.5
ʰt	x	0.5
ʰt	-	0.5
ɣ	ɣ̊	0.5
ɣ	ɕ	0.5
p	p	0.5
p	f	0.5
l̥	ɫ	0.5
l̥	l	0.5
c	ˈe	0.5
c	k	0.5
n	ŋ	0.471
ʏ	ɐ	0.462
s	z	0.462
j	ˈeː	0.462
ˈɛːi̯	-	0.444
ˈœːy̯	ˈɔʊ̯	0.429
j_ˈoːu̯	ˈiː	0.429
n	n	0.412
s	ʃ	0.41
ˈɑu̯	ˈaː	0.4
ˈi	ˈʏ	0.4
ˈaː	ˈaː	0.4
ɡ̊_ʏ	ɐ	0.4
ˈiː	ˈiː	0.389
j	-	0.385
ˈɪː	ˈe	0.375
ˈɪ	ˈe	0.375
ˈa	ˈa	0.375
ð	d	0.364
ˈʏː	ˈɔ	0.333
ˈʏ	ˈo	0.333
ˈʏ	-	0.333
ˈɛːi̯	ˈeː	0.333
ˈɪ	ˈœ	0.312
ˈa	ˈɛ	0.312
ˈa	-	0.312
t	t	0.304
#>	ɕ_#>	0.3
#>	n_#>	0.3
nː	ŋ	0.286
<#	<#_j	0.286
k	x	0.273
r	ɐ	0.269
ˈɛː	ˈɛ	0.25
ˈuː	-	0.25
ʏ	-	0.231
v	v	0.231
ˈɛːi̯	ˈeɪ̯	0.222
ˈɛ	ˈɛː	0.222
ˈɛ	-	0.222
ˈiː	-	0.222
l	ɫ	0.222
ˈʏ	ˈɔ	0.2
ˈoːu̯	-	0.2
ɡ̊	-	0.2
ŋ	n	0.2
r̥	ˈoː	0.2
#>	z̥_#>	0.2
#>	d̥_#>	0.2
ˈɪ	-	0.188
k	-	0.182
ˈɛː	ˈaː	0.167
ˈuː	j	0.167
ʏ	ɕ	0.154
ʏ	n	0.154
v	-	0.154
j	ˈɛː	0.154
ˈʏ	ˈœ	0.133
ˈɪ	ˈɪ	0.125
d̥	ɡ̊	0.125
n	-	0.118
r	-	0.115
ˈiː	ˈɪ	0.111
ˈiː	ˈyː	0.111
ˈiː	ˈe	0.111
a	-	0.094
ð	-	0.091
t	ʦ	0.087
s	s	0.077
ˈiː	ˈøʏ̯	0.056
s	-	0.051
