Phone1	PhonEnv	Phone2	Surprisal
b	#|S|	b	0.0
b	#|S|<	b	0.0
b	#|S|<_F	b	0.0
b	#|S|<_R	b	0.0
b	#|S|F	b	0.0
b	#|S|R	b	0.0
b	|S|<	b	0.0
b	|S|<_F	b	0.0
b	|S|<_R	b	0.0
b	|S|F	b	0.0
b	|S|R	b	0.0
d	#|S|	d	0.029
d	#|S|<	d	0.021
d	#|S|<_F	d	0.017
d	#|S|<_R	d	0.017
d	#|S|F	d	0.021
d	#|S|R	d	0.021
d	>|S|	d	0.487
d	>|S|	-	1.805
d	>|S|#	-	0.387
d	>|S|#	d	2.087
d	>|S|<	d	0.021
d	>|S|>	-	0.387
d	>|S|>	d	2.087
d	|S|#	-	0.543
d	|S|#	d	1.672
d	|S|<	d	0.029
d	|S|<_F	d	0.021
d	|S|<_R	d	0.021
d	|S|>	-	0.543
d	|S|>	d	1.672
d	|S|F	d	0.029
d	|S|R	d	0.029
d_n	>|S|	d_ə	0.0
d_n	>|S|#	d_ə	0.0
d_n	F_>|S|	d_ə	0.0
d_n	F_>|S|#	d_ə	0.0
d_n	F|S|	d_ə	0.0
d_n	F|S|#	d_ə	0.0
d_n	|S|#	d_ə	0.0
d̥	>|S|	d̥	0.72
d̥	>|S|	ɡ̊	1.798
d̥	>|S|	-	3.968
d̥	>|S|#	d̥	0.728
d̥	>|S|#	ɡ̊	1.806
d̥	>|S|#	-	3.976
d̥	F_>|S|	-	0.953
d̥	F_>|S|	ɡ̊	1.621
d̥	F_>|S|	d̥	2.659
d̥	F_>|S|#	-	0.871
d̥	F_>|S|#	ɡ̊	1.614
d̥	F_>|S|#	d̥	2.981
d̥	F|S|	-	1.1
d̥	F|S|	ɡ̊	1.634
d̥	F|S|	d̥	2.244
d̥	F|S|#	-	0.953
d̥	F|S|#	ɡ̊	1.621
d̥	F|S|#	d̥	2.659
d̥	|S|#	d̥	0.72
d̥	|S|#	ɡ̊	1.798
d̥	|S|#	-	3.968
f	#|S|	f	0.054
f	#|S|	ə_f	4.755
f	#|S|<	f	0.041
f	#|S|<	ə_f	5.17
f	#|S|<_F	f	0.032
f	#|S|<_R	f	0.032
f	#|S|F	f	0.041
f	#|S|F	ə_f	5.17
f	#|S|R	f	0.041
f	#|S|R	ə_f	5.17
f	>|S|	ə_f	0.507
f	>|S|	f	1.755
f	>|S|#	ə_f	0.363
f	>|S|#	f	2.17
f	F_>|S|	ə_f	0.363
f	F_>|S|	f	2.17
f	F_>|S|#	ə_f	0.282
f	F_>|S|#	f	2.492
f	F|S|	ə_f	0.507
f	F|S|	f	1.755
f	F|S|#	ə_f	0.363
f	F|S|#	f	2.17
f	|S|#	ə_f	0.507
f	|S|#	f	1.755
f	|S|<	f	0.054
f	|S|<	ə_f	4.755
f	|S|<_F	f	0.041
f	|S|<_F	ə_f	5.17
f	|S|<_R	f	0.041
f	|S|<_R	ə_f	5.17
f	|S|F	f	0.054
f	|S|F	ə_f	4.755
f	|S|R	f	0.054
f	|S|R	ə_f	4.755
h	#|S|	h	0.0
h	#|S|<	h	0.0
h	#|S|<_F	h	0.0
h	#|S|F	h	0.0
h	|S|<	h	0.0
h	|S|<_F	h	0.0
h	|S|F	h	0.0
j	#|S|	j	0.0
j	#|S|<	j	0.0
j	|S|<	j	0.0
k	#|S|	k	0.158
k	#|S|	ɕ	3.858
k	#|S|	x	4.858
k	#|S|<	k	0.117
k	#|S|<	ɕ	4.273
k	#|S|<	x	5.273
k	#|S|<_F	k	0.092
k	#|S|<_F	ɕ	4.595
k	#|S|<_N	k	0.092
k	#|S|<_N	ɕ	4.595
k	#|S|F	k	0.117
k	#|S|F	ɕ	4.273
k	#|S|F	x	5.273
k	#|S|N	k	0.117
k	#|S|N	ɕ	4.273
k	#|S|N	x	5.273
k	>|S|	k	1.104
k	>|S|	ɕ	1.717
k	>|S|	x	2.717
k	>|S|#	ɕ	1.507
k	>|S|#	k	1.633
k	>|S|#	x	1.995
k	>|S|<	k	0.735
k	>|S|<	ɕ	1.91
k	>|S|<	x	5.273
k	>|S|<_N	k	0.575
k	>|S|<_N	ɕ	1.699
k	>|S|N	k	0.573
k	>|S|N	ɕ	1.729
k	>|S|N	x	5.273
k	F_>|S|	ɕ	0.942
k	F_>|S|	k	1.14
k	F_>|S|	x	5.273
k	F_>|S|#	ɕ	0.641
k	F_>|S|#	k	1.565
k	F_>|S|<	k	0.895
k	F_>|S|<	ɕ	1.18
k	F_>|S|<_N	k	0.912
k	F_>|S|<_N	ɕ	1.148
k	F_>|S|N	k	0.895
k	F_>|S|N	ɕ	1.18
k	F|S|	ɕ	1.042
k	F|S|	k	1.059
k	F|S|	x	4.858
k	F|S|#	ɕ	0.703
k	F|S|#	k	1.474
k	F|S|#	x	5.273
k	F|S|<	k	0.869
k	F|S|<	ɕ	1.229
k	F|S|<	x	5.273
k	F|S|<_N	k	0.895
k	F|S|<_N	ɕ	1.18
k	F|S|N	k	0.869
k	F|S|N	ɕ	1.229
k	F|S|N	x	5.273
k	|S|#	k	1.461
k	|S|#	ɕ	1.575
k	|S|#	x	2.092
k	|S|<	k	0.32
k	|S|<	ɕ	2.916
k	|S|<	x	4.858
k	|S|<_F	k	0.117
k	|S|<_F	ɕ	4.273
k	|S|<_F	x	5.273
k	|S|<_N	k	0.498
k	|S|<_N	ɕ	1.91
k	|S|<_N	x	5.273
k	|S|F	k	0.158
k	|S|F	ɕ	3.858
k	|S|F	x	4.858
k	|S|N	k	0.502
k	|S|N	ɕ	1.947
k	|S|N	x	4.858
l	#|S|	l	0.119
l	#|S|	ɫ	3.655
l	#|S|<	l	0.089
l	#|S|<	ɫ	4.07
l	#|S|<_F	l	0.07
l	#|S|<_F	ɫ	4.392
l	#|S|F	l	0.089
l	#|S|F	ɫ	4.07
l	<|S|	l	0.407
l	<|S|	ɫ	3.655
l	<|S|#	l	2.392
l	<|S|#	ɫ	4.07
l	<|S|<	l	0.089
l	<|S|<	ɫ	4.07
l	<|S|<_F	l	0.07
l	<|S|<_F	ɫ	4.392
l	<|S|F	l	0.089
l	<|S|F	ɫ	4.07
l	>|S|	l	1.228
l	>|S|	ɫ	1.616
l	>|S|#	l	2.392
l	>|S|#	ɫ	4.07
l	>|S|>	l	1.052
l	>|S|>	ɫ	1.07
l	>|S|>_N	l	0.07
l	>|S|>_N	ɫ	4.392
l	>|S|N	l	0.089
l	>|S|N	ɫ	4.07
l	F_>|S|	l	1.028
l	F_>|S|	ɫ	1.476
l	F_>|S|#	l	2.714
l	F_>|S|#	ɫ	4.392
l	F_>|S|>	l	0.856
l	F_>|S|>	ɫ	1.16
l	F_>|S|>_N	l	0.058
l	F_>|S|>_N	ɫ	4.655
l	F_>|S|N	l	0.07
l	F_>|S|N	ɫ	4.392
l	F|S|	l	0.942
l	F|S|	ɫ	1.531
l	F|S|#	l	2.392
l	F|S|#	ɫ	4.07
l	F|S|>	l	0.822
l	F|S|>	ɫ	1.202
l	F|S|>_N	l	0.07
l	F|S|>_N	ɫ	4.392
l	F|S|N	l	0.089
