Phone1	Phone2	Surprisal
a	a	0.144
a	e	4.192
a	a_d	5.78
a	d_a	6.506
a	l_a	6.506
a_r	r	0.0
b	b	0.0
d	d	0.171
d	-	3.163
d_o	t	0.0
e	e	0.342
e	-	2.243
e_n	e_n	0.0
e_r	e	0.0
f	f	0.0
i	i	0.472
i	-	1.841
j	j	0.589
j	l	2.427
j	-	2.745
j_ˈa	l_ˈa	0.0
k	ʨ	0.801
k	k	1.231
k_r	k_r	0.0
l	l	0.516
l	w	1.734
m	m	0.0
n	n	0.113
n	-	3.729
o	o	1.12
o	e	2.217
o	l	2.569
o	ˈɛ	3.667
o	j	3.686
p	p	0.0
r	r	0.0
r_a	r_a	0.0
r_n	r_n	0.0
r_o	e_r	0.0
s	s	1.021
s	ʃ	2.363
s	ʨ	3.103
s	ʧ	3.419
s	ʦ	3.89
s	t	4.817
t	t	0.0
v	v	0.295
v	f	3.625
v	ˈo	4.059
v	ˈɛ_f	4.51
w	-	0.0
z	ʒ	1.06
z	ʦ	3.116
z	s	3.466
z	ʃ	3.469
z	ʥ	3.678
z	z	4.221
z	ʤ	4.221
z	-	4.682
ŋ	n	0.84
ŋ	ŋ	1.79
ŋ	m	2.717
ɡ	ɡ	0.0
ɡ_o	k	0.817
ɡ_o	ˈɛ_k	1.21
ɰ	l	0.164
ɰ	l_ˈo	3.215
ɲ	ɲ	0.0
ʤ	-	0.511
ʤ	ɡ	1.745
ʧ_o	d_l	0.0
ˈa	ˈa	0.673
ˈa	ˈɛ	1.492
ˈa	ˈe	5.836
ˈa_t	ˈa_t	0.0
ˈe	ˈe	0.944
ˈe	ˈe_j	1.906
ˈe	ˈɛ	2.228
ˈe_n	ˈe_n	0.0
ˈe_ŋ	ˈɛ_n	0.0
ˈi	ˈi	0.129
ˈi	-	3.548
ˈo	ˈo	0.971
ˈo	w	2.444
ˈo	ˈɔ	2.55
ˈo	ˈo_w	2.886
ˈu	ˈu	0.076
ˈu	ˈo_s	4.279
ˈɔ	ˈɔ	0.677
ˈɔ	w_ˈɛ	1.945
ˈɔ	w	3.123
ˈɛ	ˈɛ	0.293
ˈɛ	ˈɛ_l	2.939
ˈɛ	j	4.229
ˈɛ_o	ˈɛ_l	0.0
