Phone1	Phone2	Surprisal
a	-	0.0
b	b	0.701
b	v	1.378
b_u	ũ	0.0
d	d	0.688
d	-	1.398
e	-	0.0
e̯ˈa	ˈe	0.434
e̯ˈa	ˈɛ	1.944
f	f	0.0
i	i	0.718
i	-	1.351
j	ĩ	0.0
j_n	w̃	0.0
k	k	0.766
k	ɡ	2.231
k	ɡ_u	2.328
k_ʎ	ʎ	0.0
kʲ	p	0.0
l	l	0.34
l	-	2.25
m	m	0.375
m	-	3.123
m	ɡ	3.133
n	-	0.874
n	j̃	1.92
n	n	2.827
n	w̃	4.353
n_t	t	0.0
o̯ˈa	ˈɔ	0.0
p	p	0.943
p	b	1.951
p	-	2.177
p_t	j_ʧ	0.661
p_t	j	1.443
r	ɾ	1.034
r	ɦ	2.244
r	u	3.068
r	-	3.376
r	h	3.558
r_i	h	0.616
r_i	w	1.524
r_n	ɦ_n	0.0
s	s	0.746
s	ʃ	1.808
s	e_ʃ	3.084
t	d	1.589
t	-	1.841
t	t	1.875
t	ʧ	3.111
u	u	0.571
u	o	1.959
u	ɐ̃	3.841
v	v	0.0
w_ə	v_i	1.0
w_ə	ɐ	1.0
z	ʒ	0.984
z	-	1.016
ŋ	-	0.0
ə	ɐ	0.456
ə	-	1.885
ɡ	ɡ	0.0
ɲ	-	0.0
ʃ	j	0.912
ʃ	s	1.094
ʎ	ʎ	0.445
ʎ	-	1.914
ʒ	ʒ	0.0
ʦ	-	1.184
ʦ	s	1.662
ʦ	k	2.953
ʦ	t	3.123
ʧ	-	0.0
ˈa	ˈa	0.999
ˈa	ˈɛ	1.45
ˈa	-	3.466
ˈa	a	4.536
ˈe	ˈe	0.696
ˈe	ˈɛ	1.386
ˈi	ˈĩ	1.436
ˈi	ˈi	1.502
ˈi	ˈẽ	1.851
ˈi_n	ˈẽ	0.0
ˈo	ˈo	0.573
ˈo	ˈu	2.406
ˈo	ˈɛ	2.844
ˈu	ˈõ	2.068
ˈu	ˈo	2.373
ˈu	ˈu	2.413
ˈu	ˈũ	2.554
ˈu	ˈɔ	2.725
ˈu	-	4.078
ˈɔ	ˈɐ̃	0.0
ˈɛ	ˈe_ʎ	0.0
