Phone1	Phone2	Surprisal
a	a	0.097
a	ɾ_a	4.266
a	-	6.281
b	b	0.945
b	β	1.523
b	b_w	2.915
d	d	1.648
d	ð	1.764
d	-	1.838
d	a_ð	3.224
d_a	ð_a	0.0
e	e	1.218
e	ɾ	1.649
e	ˈe	2.793
e	-	3.226
e_r	ɾ_e	0.0
ẽ	e_n	0.0
f	f	0.871
f	β	1.142
f_j	ˈi	0.0
i	-	0.0
ĩ	i	0.0
j	x	1.086
j	l	1.71
j	-	2.163
k	k	0.163
k	ˈe_ɣ	3.958
k	ɡ	4.554
l	l	0.5
l	ʝ	2.408
l	-	4.133
l	o	4.398
m	m	0.0
n	n	0.314
n	ɲ	2.356
o	o_l	0.0
p	p	0.0
p_j	ɟ͡ʝ	0.0
r	ɾ	0.579
r	-	3.336
r	ɾ_o	3.48
r	o	3.484
r	r	4.251
r_b	ɾ_β	0.0
r_n	ɾ_n	0.0
r_t	ɾ_t	0.0
s	s	0.565
s	θ	2.371
s	e_s	3.326
s	x_o	5.013
t	t	0.767
t	ð	2.118
t	ʧ	3.395
t	ð_o	3.983
t	d_o	5.396
t_a	t_a	0.0
u	o	0.525
u	-	1.714
v	β	0.975
v	b	1.025
w	w	0.0
y	o	0.791
y	u	1.245
z	s	0.841
z	-	1.179
ɡ	ɣ	0.0
ɲ	ɲ	0.693
ɲ	-	1.391
ʃ	e_k	0.0
ʒ	x	0.786
ʒ	-	1.251
ʤ	-	1.0
ʤ	x	1.0
ʧ	x_o	1.479
ʧ	-	1.759
ʧ	ʧ	2.368
ʧ	ɟ͡ʝ	2.716
ˈa	ˈa	0.781
ˈa	ˈa_ɾ	1.461
ˈa	-	4.191
ˈã	ˈa_n	0.42
ˈã	ˈa_ŋ	1.985
ˈe	ˈe	0.0
ˈeː	ˈe	0.418
ˈeː	j_ˈe	1.991
ˈẽ	ˈe_n	0.0
ˈi	ˈi_ɾ	1.36
ˈi	ˈi	1.713
ˈi	-	2.707
ˈi	ˈu	2.716
ˈiː	ˈi	0.317
ˈiː	-	2.341
ˈĩ	ˈi_n	0.0
ˈo	w	0.0
ˈoː	ˈo	0.0
ˈu	ˈo	0.413
ˈu	-	2.007
ˈuː	ˈo	0.208
ˈuː	-	2.9
ˈũ	ˈo_n	0.866
ˈũ	ˈe_n	1.148
ˈyː	ˈu	0.415
ˈyː	ˈo	2.55
ˈyː	-	3.656
ˈøː	w_ˈe	1.617
ˈøː	x	2.062
ˈøː	ˈo	2.066
ˈøː	w	2.354
ˈœ	ˈo	0.0
ˈɑː	ˈa	0.0
ˈɔ	w_ˈe	0.819
ˈɔ	ˈo	1.57
ˈɔ	-	3.375
ˈɛ	j_ˈe	1.308
ˈɛ	ˈe	1.365
ˈɛ	ˈi	2.792
ˈɛ	ˈe_j	3.975
