Phone1	Phone2	Surprisal
b	b	0.0
d	d	0.876
d	d̥	1.259
d	-	4.744
d_ˈɛ	d_ˈoː	0.0
f	v	0.0
h	ɦ	0.0
i	ə_χ	1.262
i	i	1.416
i	ɪ	2.262
j	j	0.798
j	-	1.235
k	k	0.546
k	k_ə	1.666
kʰ	k	0.0
l	ɫ	0.0
m	m	0.051
m	m_ˈaː	4.855
n	n	0.0
oʊ̯	χ	0.0
p	p	0.0
pʰ	p	0.0
s	z	0.553
s	s	1.652
s_l	s_ɫ	0.0
t	t	0.0
v	v_ə	0.478
v	v̥	1.826
w	ʋ	0.0
z	z_ə	0.638
z	z̥	1.484
ð	d	0.0
ŋ	ŋ	0.0
ə	ə	0.0
ɚ	ɾ	0.715
ɚ	ə_ɾ	1.991
ɚ	ˈyː_ɾ	2.847
ɡ	ə	0.0
ɪ	-	0.0
ɫ	ɫ	0.256
ɫ	ə_ɫ	2.619
ɹ	ɾ	0.203
ɹ	-	3.579
ɹ	ɾ_ə	4.384
ɾ	t_ə	0.0
ʃ	s_χ	0.674
ʃ	s	1.421
ʔ	t	0.0
ʤ	χ	0.0
ʧ	k	0.0
ˈaɪ̯	ˈɛi̯	1.513
ˈaɪ̯	ˈɪ	1.714
ˈaɪ̯	ˈoː_χ	2.895
ˈaɪ̯	χ_ə	2.968
ˈaɪ̯	ˈœy̯	3.6
ˈaʊ̯	ˈœy̯	1.06
ˈaʊ̯	-	1.614
ˈaʊ̯	ˈu	2.366
ˈeɪ̯	ˈaː	1.087
ˈeɪ̯	ˈɑ	1.585
ˈeɪ̯	χ	2.352
ˈi	ˈoː	1.694
ˈi	ˈi	2.064
ˈi	ˈaː	2.293
ˈi	ˈu	2.799
ˈi	ˈeː	3.265
ˈoʊ̯	ˈeː	0.88
ˈoʊ̯	ˈɛi̯	2.469
ˈoʊ̯	ˈoː	3.102
ˈoʊ̯	-	3.202
ˈoʊ̯	ˈøː	4.292
ˈoʊ̯_ɫ	ˈɑu̯	0.0
ˈu	-	1.095
ˈu	ˈu	1.526
ˈu	ˈɑ_n	2.437
ˈæ	ˈɑ	0.518
ˈæ	ˈɑ_ɫ	1.729
ˈæ_θ	ˈɑ_d̥	0.0
ˈɑ	ˈaː	1.768
ˈɑ	ˈɔ	1.856
ˈɑ	-	1.915
ˈɑ	ˈɑ	2.599
ˈɔ	ˈoː	1.138
ˈɔ	-	1.459
ˈɔ	ˈɑ	2.459
ˈɛ	ˈɛ	1.388
ˈɛ	ˈeː	1.789
ˈɛ	ˈaː	2.16
ˈɛ	ˈoː	3.255
ˈɛ_n	ˈi_n	0.0
ˈɛ_ð	ˈeː	0.0
ˈɛə̯	ˈɑ	0.0
ˈɝ	ˈɔ_ɾ	1.24
ˈɝ	ɾ	1.794
ˈɝ	ˈɛ_ɾ	1.794
ˈɪ	ˈɪ	0.847
ˈɪ	ˈʏ	2.619
ˈɪ	ˈɛ	2.893
ˈɪ	ˈeː	4.356
ˈɪ	ˈi	4.356
ˈɪ	ˈɛi̯	4.356
ˈʊ	ˈu	1.0
ˈʊ	ˈɔ	1.0
ˈʌ	ˈɔ	1.054
ˈʌ	ˈoː	1.753
ˈʌ	ˈœy̯	3.522
ˈʌ	ˈu	3.581
ˈʌ	-	4.295
ˈʌɪ̯	ˈɛi̯	1.415
ˈʌɪ̯	ˈɪ_χ	1.415
ˈʌɪ̯	ˈɑ_χ	2.0
θ	d	0.363
θ	d̥	2.168
