Friulian	Friulian	probability
ˈɔː	ˈa_w	1.0
ˈu_t	ˈu	1.0
ˈoː_r_#>	ˈu_#>	1.0
ˈoː	ˈu	1.0
ˈiː_#>	ˈi_#>	1.0
ˈeː_t	ˈɪ	1.0
ˈeː_#>	ʀ_ə_#>	1.0
ˈaː_t_#>	ˈa_#>	1.0
ˈaː_#>	ˈa_#>	1.0
ˈaː	ˈa	1.0
ˈa_l	ˈa_w	1.0
ˈa_j	ˈa_ʎ	1.0
ʧ_#>	#>	1.0
ɲ	ɲ	1.0
ɟ	-	1.0
z	-	1.0
v_ˈɔ	ˈœ	1.0
u_l	lː	1.0
s_t	t	1.0
s_#>	#>	1.0
r_i	ə	1.0
r_#>	ə_#>	1.0
n_t	ŋ	1.0
l_ˈa	l_ˈa	1.0
l_i_#>	ʎ_#>	1.0
l_#>	l_#>	1.0
k	k	1.0
j_ˈɛ	ˈe	1.0
j_e	ʤ_ɔ	1.0
j_#>	s_#>	1.0
f_#>	w_#>	1.0
e_r	ɒ_ʀ	1.0
c	ʧ	1.0
a_v	ˈa_b	1.0
a_r	ʀ	1.0
<#_ʧ	<#	1.0
<#_ʤ	<#_ʤ	1.0
<#_ɲ	<#_n	1.0
<#_t	<#	1.0
<#_r	<#_ʀ	1.0
<#_d	<#_t	1.0
ŋ	ŋ	0.917
e	ɔ	0.906
p	p	0.9
m	m	0.893
r	ʀ	0.885
b	b	0.882
l	l	0.857
f	f	0.842
ɡ	ɡ	0.818
<#_n	<#_n	0.818
s	s	0.804
ʧ	s	0.733
w	w	0.727
d	d	0.7
ˈɔ	-	0.667
t	t	0.647
ˈe	ˈɪ	0.611
<#_j	<#_l	0.6
v	v	0.583
u	u	0.571
n	n	0.565
i	ə	0.552
ˈiː	ˈe	0.5
ˈiː	ˈa	0.5
ˈeː	ˈɪ	0.5
ˈeː	-	0.5
a	ɒ	0.5
<#_l	<#_ʎ	0.5
<#_l	<#_l	0.5
#>	ɔ_#>	0.48
o	u	0.462
o	-	0.462
j	ʤ	0.444
n	ŋ	0.435
ˈa	ˈa	0.429
u	-	0.429
ˈi	ˈi	0.423
ˈuː	w_ˈɔ	0.417
<#_j	<#	0.4
ˈe	-	0.389
ˈo	ˈu	0.37
t	-	0.353
ˈɔ	ˈu	0.333
ˈu	ˈỹ	0.333
ˈu	ˈy	0.333
j	ˈe	0.333
#>	ə_#>	0.32
ˈa	ˈã	0.31
ˈɛ	ˈe	0.273
ˈɛ	-	0.273
ˈuː	ˈy	0.25
v	vʲ	0.25
j	-	0.222
#>	j_#>	0.2
ˈi	ˈĩ	0.192
ˈi	ˈẽ	0.192
ˈi	-	0.192
a	ã	0.188
a	a	0.188
ɡ	-	0.182
w	-	0.182
<#_n	<#	0.182
ˈuː	ˈɔ	0.167
ˈuː	-	0.167
ˈu	w_ˈẽ	0.167
ˈu	w	0.167
ˈa	ˈe_j	0.167
f	fʲ	0.158
s	ɪ	0.152
ˈo	ˈũ	0.148
l	ʎ	0.143
i	ʀ_ə	0.138
ˈɛ	ˈɔ	0.136
ˈɛ	j	0.136
ʧ	ʃ	0.133
ʧ	-	0.133
d	-	0.133
a	ʀ	0.125
b	-	0.118
ˈo	w_ˈɔ̃	0.111
ˈo	w	0.111
ˈo	-	0.111
m	mʲ	0.107
i	i	0.103
i	e	0.103
i	-	0.103
d	dʲ	0.1
ˈa	ˈɔ	0.095
ˈɛ	ˈɪ̃	0.091
ˈɛ	ʎ	0.091
w	ˈœ	0.091
ŋ	-	0.083
v	w_ʀ	0.083
v	-	0.083
o	ũ	0.077
ˈo	ˈy	0.074
ˈo	w_ˈɔ	0.074
p	-	0.067
d	z	0.067
e	ə	0.062
r	b_ʀ	0.058
r	-	0.058
