Phone1	Phone2	Surprisal
b	b	0.0
d	d̥	1.037
d	d	1.122
d	-	4.229
f	v	0.0
h	ˈʊə̯	0.0
j	j	0.0
k	k	0.0
k_s	s	0.0
kʰ	k	0.0
l	ɫ	0.0
m	m	0.0
n	n	0.062
n	ə_n	4.571
p	p	0.0
s	z	0.561
s	s	1.634
t	t	0.0
v	v_ə	0.0
w	ʋ	0.108
w	-	3.792
z	z_ə	0.0
ð	d	0.0
ð_ə	ɾ	0.0
ŋ	ŋ	0.0
ə	ɾ	1.181
ə	ə_ɾ	1.693
ə	ə	2.002
əʊ̯	x	0.0
ɜː	ˈæ	0.0
ɡ	ə	0.0
ɪ	-	0.426
ɪ	i	1.966
ɫ	ɫ	0.345
ɫ	ə_ɫ	2.232
ɹ	ɾ	0.0
ɹ_ˈe	ˈɔ	0.0
ɹ_ˈiː	ɾ_ˈiː	0.0
ʃ	s	0.815
ʃ	s_x	1.212
ʤ	x_ə	0.0
ʧ	k	0.0
ˈaɪ̯	ˈɪ	1.705
ˈaɪ̯	ˈi	1.871
ˈaɪ̯	x	2.069
ˈaɪ̯	ˈyː	3.042
ˈaɪ̯	ˈʊə̯_x	4.054
ˈaʊ̯	ˈyː	0.712
ˈaʊ̯	-	1.36
ˈe	ˈʊə̯	2.212
ˈe	ˈeː	2.332
ˈe	ˈɪ	2.402
ˈe	ˈæ	2.416
ˈe	-	2.971
ˈe	ˈɪə̯	3.62
ˈeɪ̯	ˈɛː	0.815
ˈeɪ̯	ˈɑ	2.748
ˈeɪ̯	ˈɑ_x	2.821
ˈeɪ̯	ˈæ_x	2.824
ˈiː	ˈɛː	2.257
ˈiː	ˈʊə̯	2.36
ˈiː	ˈuː	2.675
ˈiː	ˈiː	3.284
ˈiː	ˈi	3.365
ˈiː	iː	3.545
ˈiː	ˈɪə̯	3.906
ˈiː	ˈeː	4.09
ˈiː	ˈiːə̯	5.13
ˈuː	-	0.339
ˈuː	x	2.257
ˈæ	ˈɑ	0.371
ˈæ	-	2.14
ˈɐ	ˈu	1.778
ˈɐ	ˈøː	1.788
ˈɐ	ˈɔ	2.054
ˈɐ	ˈyː	2.491
ˈɐ_n	n	0.0
ˈɑː	ˈɑ	1.2
ˈɑː	ɫ_ə	1.785
ˈɑː	ˈæ	1.864
ˈɒ	ˈɑ	0.836
ˈɒ	ˈɔ	1.185
ˈɔː	ɾ	1.171
ˈɔː	-	2.385
ˈɔː	ɾ_ə	2.457
ˈɔː	ˈʊə̯_ɾ	2.457
ˈəʊ̯	ˈɪə̯	1.121
ˈəʊ̯	-	1.489
ˈəʊ̯	ˈæi̯	2.444
ˈəʊ̯_ɫ	ˈɑu̯	0.0
ˈɛ	-	0.0
ˈɜː	-	0.0
ˈɪ	ˈi	1.691
ˈɪ	ˈɪ	1.812
ˈɪ	ˈiː	2.692
ˈɪ	ˈeː	3.528
ˈɪ	ˈæ	4.168
ˈɪ	ˈʏ	4.168
ˈɪ	ɾ	4.247
ˈʊ	-	1.585
ˈʊ	ˈuː	1.585
ˈʊ	ˈɔ	1.585
θ	d	0.0
θ_ˈɪ	d_ˈɪ	0.0
