Phone1	Phone2	Surprisal
a	a	0.018
a	l_a	6.332
a_l	a_l	0.0
b	b	0.0
d	d	0.115
d	dː	3.703
e	e	0.738
e	-	1.9
e	ˈe	3.542
e	i	4.425
f	f	0.0
i	-	0.88
i	i	1.131
j	j	0.948
j	-	1.173
j	e	4.711
k	k	0.0
l	l	0.0
m	m	0.0
n	n	0.104
n	-	3.846
o	-	0.0
p	p	0.122
p	-	3.629
r	r	0.056
r	-	4.719
r_t	r_t	0.0
s	s	0.057
s	ʧ	4.696
s_ˈe	s_ˈi	0.0
sː	b_i	0.0
t	t	0.09
t	-	4.041
u	u	1.199
u	-	2.142
u	j	2.565
u	ˈɔ	2.565
v	v	0.0
w	-	1.047
w	w	1.917
w	u	1.993
w_ˈiː	ˈu_j	0.0
y	y	0.0
z	ʤ	0.788
z	z	1.248
ŋ	ŋ	0.325
ŋ	n	2.312
ŋ_a	n_a	0.0
ɔː	u	0.0
ɡ	ɡ	0.964
ɡ	-	1.037
ɥ	u	0.0
ɲ	ɲ	0.0
ʃ	s	0.0
ʒ	z	0.0
ʤ	ʤ	1.384
ʤ	j	1.486
ʤ	b_j	1.944
ʤ_a	j_a	0.0
ʧ	ʧ	0.777
ʧ	p_j	1.264
ˈa	ˈa	0.052
ˈa	-	4.813
ˈaː	ˈa	0.471
ˈaː	ˈa_w	1.845
ˈe	ˈɛ	0.634
ˈe	ˈe	2.173
ˈe	-	3.587
ˈe	ˈə	4.308
ˈeː	ˈe	1.245
ˈeː	ˈɛ	1.569
ˈeː	-	2.053
ˈi	ˈi	0.0
ˈiː	ˈi	0.0
ˈu	ˈu	0.125
ˈu	ˈɔ	3.594
ˈuː	ˈu	0.0
ˈy	ˈy	0.0
ˈyː	ˈy	0.0
ˈø	ˈø	0.0
ˈøː	ˈø	0.4
ˈøː	-	2.047
ˈɔ	ˈɔ	0.0
ˈɔː	ˈɔ	0.0
ˈɛ	ˈɛ	0.936
ˈɛ	ˈi	1.067
ˈɛː	ˈɛ	0.991
ˈɛː	ˈa	1.009
