Phone1	Phone2	Surprisal
a	-	0.0
b	b	0.35
b	-	2.217
d	d	1.049
d	ð	1.306
d	i_ɣ	3.154
d_ˈa	ð	0.0
e	-	0.921
e	i	1.083
f	f	0.0
f_l	f_ɾ	0.0
i	u	0.951
i	i	1.051
j	ˈɛ	0.948
j	-	1.877
j	ɛ	2.256
j_r	ɛ_ɾ	0.0
j_ˈa	ˈɛ	0.0
j_ˈɛ	ˈo_ɣ	0.0
k	k	0.575
k	-	1.605
k_l	k_ɾ	0.0
l	l	0.753
l	ɾ	2.53
l	ɖː	2.679
l	j	3.694
m	m	0.143
m	m_i	3.403
n	n	0.303
n	nː	2.903
n	-	4.161
o	ɔ	0.0
p	p	0.0
r	ɾ	0.201
r	r	4.129
r	ɛ_ɾ	4.236
r	ɛ	5.649
r_n	r_u	0.0
r_ə	ɾ_a	0.0
s	s	0.77
s	z	1.656
s	ʃ	4.355
s	ʦ	4.399
s_ˈa	s	0.0
t	t	0.733
t	ð	1.451
t	d	4.948
t_ˈaː	t_ˈa	0.0
u	-	0.448
u	ˈɔ	1.906
v	b	0.591
v	-	1.979
v	β	3.6
w	-	0.964
w	u	1.617
w	β	2.63
w_n	n	0.0
z	-	0.0
ŋ	ŋ	0.798
ŋ	m_b	1.235
ə	a	0.343
ə	e	2.839
ə	i	4.207
ə	-	6.833
ə	ɛ	6.833
ə_n	a_n	0.0
ə_r	ɛ_ɾ	0.0
ɡ	ɡ	0.734
ɡ	b	1.326
ɲ	n_ʣ	0.939
ɲ	ɲ	1.063
ʃ	-	1.58
ʃ	i_s	1.71
ʃ	ɣ	2.436
ʃ	s_k	2.515
ʎ	j_u	1.833
ʎ	j	1.984
ʎ	ʣ	1.984
ʎ	ʣ_u	2.225
ʒ	-	0.0
ʥ	ɣ	1.429
ʥ	ʣ	2.036
ʥ	i_ɣ	2.366
ʥ	-	2.389
ʦ	t_u	0.0
ʧ	k	0.614
ʧ	ʦ	1.529
ʨ	k	0.11
ʨ	t	3.763
ˈa	ˈa	0.376
ˈa	ˈi	2.396
ˈa	ɾ_ˈa	4.66
ˈa_j	ˈi	1.267
ˈa_j	ˈe	1.774
ˈa_j	ˈɛ	1.774
ˈaː	ˈa	0.0
ˈe	-	0.502
ˈe	ˈi	1.768
ˈe_l	ˈi_s	0.0
ˈeː	ˈi	0.729
ˈeː	ˈɛ	1.334
ˈi	ˈi	0.5
ˈi	ˈu	1.772
ˈiə̯	ˈe	0.0
ˈiː	ˈi	0.652
ˈiː	ˈu	1.459
ˈo_ʨ	ˈɔ_t	0.0
ˈu	ˈu	0.73
ˈu	ˈo	2.37
ˈu	ˈɔ	2.659
ˈu	ˈɔ_j	4.466
ˈu_n	ˈɔ_n	0.0
ˈuː	ˈɔ	0.643
ˈuː	ˈu	1.476
ˈɔ	ˈa	0.9
ˈɔ	ˈo	2.58
ˈɔ	-	2.713
ˈɔ	ˈɔ	2.792
ˈɔ_f	ˈo_u	1.0
ˈɔ_f	ˈɔ_ɛ	1.0
ˈɔː	ˈo	0.336
ˈɔː	ˈɔ	2.269
ˈɔː_r	ˈɔ_ɾ	0.0
ˈɛ	ˈɛ	1.191
ˈɛ	ˈe	1.233
ˈɛ	-	2.871
ˈɛː	ˈɛ	1.227
ˈɛː	ˈe	1.589
ˈɛː	ˈe_ɖː	2.056
