Phone1	Phone2	Surprisal
b	b	0.0
d	tʰ	1.094
d	-	2.409
d	d	2.824
d	j	3.308
d	ɕ	3.308
d_ɐ	r	0.0
d̥	d	0.0
f	f	0.103
f	v	3.862
h	h	0.0
h_ˈɑː	ˈæ	0.0
k	k	1.214
k	kː	1.403
k	ɕ	2.392
l	l	0.265
l	j	3.753
l	lː	4.073
l	-	4.858
m	m	0.623
m	mː	1.511
n	n	1.057
n	a	1.661
n	nː	2.418
n	ˈeː	5.951
o	ˈa	0.0
p	p	0.65
p	pː	2.12
p	pʰ	2.912
r	r	0.0
s	s	0.0
s_k	ɧ	0.0
t	t	0.96
t	tː	1.575
t	-	2.884
t	ʈ	6.08
t_n	t_a	0.0
v	v	0.0
v̥	v	0.0
w	v	0.0
z	s	0.384
z	ɧ	2.096
z_n	sː	0.0
ŋ	ŋː	0.0
ŋ_k	kː	0.0
ɐ	r	0.839
ɐ	ɛ	2.393
ɐ	ɳ	3.551
ɐ	a	3.761
ɐ	r_a	3.952
ɐ	d_ɛ	5.223
ɐ_d̥	ɖ	0.0
ɐ_n	ɳ	0.0
ɐ_t	ʈː	0.0
ɑɪ̯	ɔ	0.0
ə	a	0.0
ɡ	ɡ	0.869
ɡ	-	2.257
ɡ	j	3.359
ɡ	jː	3.66
ɡ	ɡ_ɛ	3.908
ɣ̊	ɡ	0.599
ɣ̊	ɡː	1.557
ɫ	ɡ_l	0.0
ʊ	ˈuː	0.0
ˈeː	-	0.835
ˈeː	ˈɛ	2.139
ˈeː	ˈæː	2.236
ˈeːe̯	ˈɛː_d	0.0
ˈiː	ˈiː	0.0
ˈiːi̯	ˈiː	0.0
ˈoː	ˈøː	1.06
ˈoː	-	2.343
ˈoː	ˈɔ	2.457
ˈoː	ˈuː	2.822
ˈuː	ˈʉː	0.454
ˈuː	-	1.89
ˈyː	ˈʏ	0.0
ˈæɪ̯	ˈeː	1.098
ˈæɪ̯	ˈʉː	2.329
ˈæɪ̯	-	2.862
ˈæɪ̯	ˈyː	3.348
ˈæɪ̯	ˈɛ	3.348
ˈæːɪ̯	-	0.0
ˈøy̯	ˈøː	0.0
ˈøː	ˈœ	1.918
ˈøː	ˈoː	2.307
ˈøː	ˈʉː	2.307
ˈøː	-	2.332
ˈøː	ˈœː	2.915
ˈøːø̯	-	0.0
ˈœ	-	0.0
ˈœ_s	ʂ	0.0
ˈœy̯	ˈøː	0.0
ˈœːy̯	ˈʊ	0.0
ˈɑ	ˈa	0.486
ˈɑ	ˈɑː	2.999
ˈɑ	-	3.618
ˈɑ	ˈɛ	3.65
ˈɑʊ̯	ˈuː	0.459
ˈɑʊ̯	-	1.874
ˈɑː	ˈa	0.984
ˈɑː	-	1.017
ˈɑːɑ̯	ˈa	0.0
ˈɑːʊ̯	-	0.0
ˈɒː	ˈoː	0.895
ˈɒː	ˈɑː	1.67
ˈɒː	ˈa	2.757
ˈɒːɒ̯	-	0.0
ˈɔ	-	1.0
ˈɔ	ˈœ	2.0
ˈɔ	ˈɔ	2.0
ˈɔː	ˈoː	0.0
ˈɛ	ˈɛ	0.876
ˈɛ	-	1.907
ˈɛ	ˈɛː	2.407
ˈɪ	ˈɪ	0.612
ˈɪ	-	2.184
ˈɪ	ˈɛ	2.992
ˈɪə̯	-	0.0
ˈʊ	ˈɵ	0.263
ˈʊ	ˈʊ	2.585
ˈʏ	-	1.24
ˈʏ	ˈɛ	1.585
ˈʏ	ˈʏ	2.038
ˈʏə̯	ˈʏ	0.737
ˈʏə̯	-	1.322
χ	k	0.0
χ_t	tː	0.0
