Phone1	Phone2	Surprisal
b	b	0.085
b	-	4.122
b_ə	b	0.0
d	d	0.0
f	f	0.0
i	i	0.787
i	e	1.249
j	-	0.0
j_t	t	0.0
k	k	0.0
k_ə	k_a	0.0
l	ɾ	1.226
l	l	1.384
l	-	2.399
l_ˈa	ɾ_ˈa	0.0
m	m	0.0
n	n	1.259
n	n_t	1.513
n	nː	2.109
n_d	nː	0.0
n_ə	n_a	0.0
n_ˈɔ	n_ˈu	0.0
p	p	0.0
r	ɾ	0.411
r	r	2.013
r_k	ɾ_k	0.0
r_n	r	0.0
s	s	0.772
s	k	1.726
s	ʦ	4.307
s	z	4.705
s	p_u	5.42
t	t	0.053
t	-	4.79
t_ə	t_a	0.0
u	ɔ	1.332
u	o	1.465
u	u	2.056
w	β_ɛ	1.919
w	ð_ɛ	2.436
w	k_ɛ	2.73
w	ɛ	2.789
w	-	3.52
w	β_u	3.976
w	u	4.04
w	t_u	4.51
z	j_z	0.867
z	-	1.147
ð	t	0.449
ð	ð	1.904
ð_ə	t_a	0.0
ŋ	m	0.407
ŋ	-	2.024
ə	a	0.607
ə	ɛ	2.348
ə	i	3.545
ə	e	5.052
ə	i_k	5.764
ə	ˈa	6.32
ɡ	ɡ	0.535
ɡ	-	1.692
ɣ	k	0.592
ɣ	-	1.572
ɲ	nː	1.226
ɲ	n_ʣ	1.726
ɲ	ŋ	2.454
ɲ	ɲ	3.51
ɾ	ɾ	0.352
ɾ	r	3.138
ɾ	ɛ_ɾ	4.199
ɾ	-	4.364
ɾ_ə	ɾ_u	0.284
ɾ_ə	ɛ_ɾ	2.484
ɾ_ˈe	ˈe	0.0
ʃ	s	0.0
ʎ	ɖː	1.656
ʎ	ʣ	2.077
ʎ	k_ɾ	2.094
ʎ	l	2.241
ʒ	ɡ	0.85
ʒ	-	2.12
ʒ	ʣ	2.217
ʧ	-	0.0
ˈa	ˈa	0.064
ˈa	j	4.519
ˈe	ˈɛ	1.225
ˈe	ˈe	1.62
ˈe	ˈi	2.432
ˈe	ˈa	4.021
ˈi	ˈi	0.445
ˈi	-	3.783
ˈi	ˈe	3.783
ˈi	ɛ	4.059
ˈi	ˈi_ɾ	4.059
ˈo	ˈu	0.918
ˈo	ˈɔ	1.596
ˈo	ˈo	2.835
ˈu	ˈu	0.552
ˈu	ˈɔ	2.148
ˈu	ˈo	4.248
ˈu	ˈu_ɾ	4.659
ˈɔ	ˈɔ	0.605
ˈɔ	ˈo	1.546
ˈɛ	ˈɛ	1.415
ˈɛ	ˈi	1.699
ˈɛ	ˈe	2.0
ˈɛ	-	3.897
β	p	1.088
β	β	1.422
β	ɾ_b	2.675
