Latin	Latin	probability
ˈʊ_k	w	1.0
ˈɪ_ɡ	w	1.0
ˈɪ_k	ɛ	1.0
ˈɛ_t	j	1.0
ˈɛ_s	ɛ	1.0
ˈɛ_n	ɑ̃	1.0
ˈɛ_lʲː	o	1.0
ˈɛ_k	i	1.0
ˈɔ_s	o	1.0
ˈɔ_n	ɔ̃	1.0
ˈɔ_lʲː	u	1.0
ˈyː	i	1.0
ˈu	-	1.0
ˈoː_tː	u	1.0
ˈoː_s	u	1.0
ˈoː_n	ɔ̃	1.0
ˈoː_d	ø	1.0
ˈoe̯	ɛ	1.0
ˈo	-	1.0
ˈiː_r	i_ʁ	1.0
ˈiː_n	ɛ̃	1.0
ˈiː_k	i	1.0
ˈe	j	1.0
ˈaː_t	e	1.0
ˈaː_r	e	1.0
ˈaː_n	ɛ̃	1.0
ˈae̯	j	1.0
ˈa_ɫ	o	1.0
ˈa_ŋ	ɑ̃	1.0
ˈa_t	ɛ	1.0
ˈa_p	a	1.0
ˈa_n	ɛ̃	1.0
ˈa_k	ɛ	1.0
ʊ̃ː_#>	#>	1.0
ʊ̃ː	ɛ̃	1.0
ʊ_ɫ	j	1.0
ʊ_s	ø	1.0
ɪ̃	-	1.0
ɪ_k	ʒ	1.0
ɛ̃	-	1.0
ɛ_r	ʁ	1.0
ɛ_#>	#>	1.0
ŋ_k	ɛ̃	1.0
uː	-	1.0
u	-	1.0
tː	t	1.0
tʰ	p_e	1.0
t_r	ʁ	1.0
t_i	s	1.0
t_ãː_#>	#>	1.0
s_t	t	1.0
s_i	ʁ	1.0
s_#>	#>	1.0
rː	ʁ	1.0
r_t	ʁ	1.0
r_n	ʁ	1.0
r_b	ʁ_b	1.0
p_ɛ	v	1.0
nː	-	1.0
n_ɛ	d	1.0
n_i	ɛ̃	1.0
n_ãː	n	1.0
mː	m	1.0
m_ãː_#>	m_#>	1.0
lʲː_ɛ	l	1.0
lʲː_ãː	l	1.0
lʲː	l	1.0
lʲ_i	j	1.0
lʲ	l	1.0
k_ˈa	ʃ	1.0
k_ɪ	s_ɑ̃	1.0
k_ɛ	t	1.0
k_i	s	1.0
j	ʒ	1.0
ĩː	i	1.0
iː	-	1.0
i_ãː_#>	#>	1.0
h	-	1.0
f	f	1.0
eː	-	1.0
e	-	1.0
ãː_#>	#>	1.0
ãː	n	1.0
aː	a	1.0
a_#>	#>	1.0
<#_ˈa	<#	1.0
<#_ɫ	<#_l	1.0
<#_t	<#_t	1.0
<#_r	<#_ʁ	1.0
<#_n	<#_n	1.0
<#_k	<#_k	1.0
<#_d	<#_d	1.0
<#_a	<#_a	1.0
r	ʁ	0.938
ɛ̃ː_#>	#>	0.925
<#_s	<#_s	0.917
i	-	0.833
ɛ	ə	0.8
oː	-	0.786
ɫ	l	0.774
ˈʊ	u	0.769
m	m	0.765
ˈiː	i	0.727
p	p	0.714
ˈeː	w_a	0.692
t	-	0.69
b	b	0.68
ɪ	-	0.667
ˈuː	y	0.647
a	a	0.643
kʷ	k	0.625
w	v	0.618
ˈau̯	o	0.6
sː	s	0.6
kː	ʃ	0.6
d	-	0.6
ˈɔ	ɔ	0.571
ˈaː	ɛ	0.562
ˈɪ	ɛ	0.5
ˈoː	œ	0.5
ˈa	a	0.5
ɔ	ɔ	0.5
ŋ	ɛ̃	0.5
ŋ	-	0.5
k_a	ʃ_ə	0.5
k_a	ʃ	0.5
ae̯	e	0.5
ae̯	-	0.5
ˈɔ_k	ɥ_i	0.429
ˈau̯	-	0.4
sː	-	0.4
kː	k	0.4
ˈɛ	ɛ	0.391
ˈa	ɛ	0.375
ʊ	u	0.375
ʊ	-	0.375
kʷ	-	0.375
s	e	0.368
s	-	0.368
ɡ	ʒ	0.364
ɡ	ɡ	0.364
a	ɛ	0.357
ɪ	a	0.333
ɔ	-	0.333
b	-	0.32
k	ʃ	0.318
t	t	0.31
ˈeː	-	0.308
ˈoː	-	0.3
ˈɔ_k	ø	0.286
ˈɔ_k	j	0.286
ˈɔ	œ	0.286
n	n	0.276
ɡ	-	0.273
s	s	0.263
ˈɪ	w	0.25
ˈɪ	-	0.25
ˈaː	e	0.25
ʊ	ø	0.25
n	ɛ̃	0.241
ˈuː	ɥ	0.235
ˈʊ	w	0.231
ɫ	-	0.226
ˈɛ	j	0.217
ˈɛ	i	0.217
p	-	0.214
oː	ɔ	0.214
k	s	0.205
ˈoː	ɔ̃	0.2
ɛ	-	0.2
ˈaː	a	0.188
ˈiː	-	0.182
k	-	0.182
m	-	0.176
ɔ	u	0.167
i	j	0.167
d	ʒ	0.15
d	d	0.15
ˈɔ	u	0.143
n	ɲ	0.138
n	-	0.138
ˈa	-	0.125
ˈuː	-	0.118
w	-	0.118
d	a	0.1
ˈiː	y	0.091
w	w	0.088
w	v_w	0.088
w	f	0.088
ˈɛ	ɑ̃	0.087
ˈɛ	-	0.087
<#_s	<#	0.083
ɛ̃ː_#>	a_#>	0.075
p	v	0.071
n	ɔ̃	0.069
n	ɑ̃	0.069
n	d	0.069
k	w	0.068
k	k	0.068
k	i	0.068
m	ɑ̃	0.059
