Phone1	Phone2	Surprisal
b	b	0.0
d	d	0.249
d	θ	3.08
d	-	4.645
d_ə	ɹ	0.0
d_ˈoː	d_ˈɛ	0.0
f	f	0.0
h	h	0.0
i	i	0.0
j	-	0.778
j	ˈaɪ̯	2.0
j	ˈɪ	2.585
j_ˈoː	ˈi	0.0
j_ˈuː	ˈaɪ̯	0.0
j_ˈʊ	ˈɪ	0.0
k	k	0.268
k	ʧ	2.56
k_ə	k	0.0
l	ɫ	0.831
l	l	1.529
l	ˈoʊ̯_ɫ	3.453
l_ə	ɫ	0.0
m	m	0.0
n	n	0.185
n	-	3.052
p	p	0.273
p	pʰ	2.535
r	ɹ	0.767
r	ɚ	1.661
r	ˈɝ	3.378
r_j	ɹ	0.0
s	s	0.109
s	ʧ	3.784
s_k	ʃ	0.0
t	ʔ	0.709
t	t	1.585
t	ɾ	4.185
v	w	0.264
v	-	3.374
v	v	3.817
v_ˈiː	w_ˈɪ	0.0
w	v	0.0
x	-	0.776
x	ˈʌɪ̯	1.265
z	-	0.818
z	z	1.209
ŋ	ŋ	0.0
ə	-	0.612
ə	ə	2.646
ə	ɡ	3.43
ə	ɪ	4.256
ə	v	4.613
ə_l	ɫ	0.0
ə_n	n	0.0
ə_r	ɚ	0.0
ɣ	-	0.0
ɣ̥	ʤ	0.0
ɪ	i	0.0
ˈa	ˈɛ	1.211
ˈa	-	1.553
ˈa	ˈæ	2.138
ˈaː	-	0.689
ˈaː	ˈæ	1.397
ˈaːi̯	ˈeɪ̯	0.0
ˈaːu̯	ˈɛ	0.0
ˈeː	ˈoʊ̯	1.0
ˈeː	ˈi	1.922
ˈeː	ˈɛ	2.083
ˈi	ˈi	1.317
ˈi	ˈaɪ̯	2.048
ˈi	ˈʌɪ̯	2.197
ˈi	ˈɪ	2.849
ˈiː	ˈaɪ̯	1.22
ˈiː	ˈi	1.373
ˈiː	ˈɑ	2.437
ˈiːu̯	ˈɪ	0.0
ˈoː	ˈi	1.196
ˈoː	ˈɛ	2.367
ˈoː	ˈoʊ̯	2.835
ˈoː	ˈeɪ̯	3.064
ˈoː	-	3.185
ˈoːu̯	ˈu	1.788
ˈoːu̯	ˈɛə̯	1.99
ˈoːu̯	-	2.573
ˈoːu̯	ˈʌ	2.945
ˈoːu̯	ˈʊ	3.34
ˈoːu̯	ˈɔ	4.012
ˈu	ˈaʊ̯	0.0
ˈuː	ˈaʊ̯	1.417
ˈuː	ˈʌ	1.466
ˈuː	ˈʌ_ð	2.259
ˈuː	ˈaɪ̯	4.197
ˈuː_r	ɚ	0.0
ˈøː	ˈʌ_k	0.0
ˈœː	ˈɪ	0.0
ˈɔ	-	1.148
ˈɔ	ˈɛə̯	1.501
ˈɔ	ˈɑ	2.354
ˈɔː	ˈɑ	1.597
ˈɔː	-	2.324
ˈɔː	ˈeɪ̯	2.327
ˈɔː	ˈɔ	2.707
ˈɔː	ˈɛ	3.093
ˈɛ	-	0.377
ˈɛ	ˈɛ	2.121
ˈɛ_t	ʔ	0.0
ˈɛɪ̯	ˈi	0.7
ˈɛɪ̯	-	2.807
ˈɛɪ̯	ˈu	2.838
ˈɛɪ̯	ˈɛ	3.299
ˈɛː	-	0.77
ˈɛː	ˈɪ	1.274
ˈɪ	ˈɪ	0.253
ˈɪ	ˈɛ	2.638
ˈɪ_x	ˈʌɪ̯	0.0
ˈʊ	ˈʌ	0.515
ˈʊ	ˈʊ	2.608
ˈʊ	-	2.877
ˈʊ_x	ˈʌɪ̯	0.0
