Phone1	Phone2	Surprisal
b	b̥	0.0
d	t	0.0
e	ə	0.0
e_x	æ	0.0
i	-	0.073
i	ə	4.335
i_s	ʃ	0.0
iː	-	0.703
iː	i	1.374
j	-	0.102
j	j	3.877
jː	ˈæi̯	0.0
k	ɣ̊	1.358
k	χː	2.387
k	χ	2.717
k	k͡χ	2.882
k	-	2.935
k_i	χː	0.0
k_s	χ	0.0
k_ˈu	ɣ̊	0.0
kʷ	-	0.0
kː	-	0.0
l	l	0.0
lː_ɑ	lː	0.0
m	m	0.174
m	-	3.136
mː	m	0.0
n	n	0.257
n	-	2.614
n_d	n_d̥	0.245
n_d	ŋ	2.678
n_i	n	0.0
nː	n	0.0
p	fː	1.134
p	f	1.295
p	p͡f	2.869
pː	p͡f	0.0
r	r	0.048
r	ə_r	4.919
r_n	r_n	0.0
r_u	ə	0.0
r_ð	r_t	0.0
s	z̥	0.885
s	ʒ̊	1.83
s	s	3.118
s	r	4.01
s_k	ʒ̊	0.8
s_k	ʃː	1.232
s_t	ʃ_t	0.0
s_ɑ̃	z̥	0.0
sː	sː	0.0
t	sː	1.234
t	ʦ	1.546
t	t	2.359
t	z̥	4.732
t_s	z̥	0.0
t_ɑ	z̥	0.0
tː	-	0.0
u	-	0.0
w	ʋ	0.306
w	-	2.385
x	h	0.605
x	-	2.538
x	χ	2.553
x_t	χ_t	0.0
xʷ	ʋ	0.958
xʷ	-	1.044
z	r	0.0
ð	t	0.439
ð	tː	1.93
ŋ	ŋ	0.0
ɑ	-	0.86
ɑ	ə	1.605
ɑ	i	3.058
ɑ_n	ə	0.0
ɑi̯	ˈe_n	0.0
ɑː	ə	0.0
ɔː	ə	0.533
ɔː	-	1.694
ɔːu̯	-	0.0
ɔːː	-	0.585
ɔːː	ə	1.585
ɔ̃ː	ə	0.0
ɛː	ə	0.0
ɡ	ɡ̊	0.668
ɡ	-	1.431
ɡʷ	-	0.0
ɣ	ɡ̊	0.0
ɣ_j	ɡ̊ː	0.0
ɸ	v̥	0.285
ɸ	f	2.481
ˈe	ˈæ	0.716
ˈe	ˈi	2.563
ˈe	ˈæː	2.672
ˈe	-	3.944
ˈe_w	ˈyː	0.0
ˈeu̯	ˈiə̯	1.0
ˈeu̯	ˈyː	1.0
ˈeː	ˈiə̯	0.0
ˈi	ˈi	0.583
ˈi	ˈy	2.886
ˈi	-	3.167
ˈi	ˈiː	3.543
ˈiu̯	ˈyː	0.0
ˈiː	ˈiː	0.0
ˈĩː	ˈiə̯	0.0
ˈu	ˈu	1.188
ˈu	ˈo	1.735
ˈu	ˈy	2.572
ˈu	ˈoː	3.436
ˈuː	ˈuː	0.282
ˈuː	-	2.492
ˈɑ	ˈɒ	0.849
ˈɑ	ˈɒː	2.167
ˈɑ	ˈæ	2.726
ˈɑ	ˈe	4.54
ˈɑ	ˈø	5.153
ˈɑi̯	ˈæi̯	0.0
ˈɑi̯_w	ˈeː	0.0
ˈɑu̯	ˈau̯	1.3
ˈɑu̯	ˈoː	1.609
ˈɑu̯	ˈøː	2.469
ˈɑu̯	ˈøi̯	3.55
ˈɑː	-	0.0
ˈɔː	ˈuə̯	0.906
ˈɔː	ˈyə̯	1.759
ˈɔː	ˈyː	2.55
ˈɛː	ˈɒː	0.844
ˈɛː	ˈoː	1.972
ˈɛː	-	2.41
β	b̥	0.299
β	-	2.419
β_u	p	0.0
θ	d̥	0.267
θ	t	2.564
