Phone1	PhonEnv	Phone2	Surprisal
b̥	#|S|	b	0.196
b̥	#|S|	-	5.044
b̥	#|S|	p	5.044
b̥	#|S|<	b	0.185
b̥	#|S|<_F	b	0.053
b̥	#|S|<_R	b	0.053
b̥	#|S|F	b	0.067
b̥	#|S|R	b	0.067
b̥	>|S|	b	1.874
b̥	>|S|	-	2.611
b̥	>|S|	p	2.611
b̥	>|S|#	b	2.29
b̥	>|S|#	-	2.945
b̥	>|S|<	p	0.372
b̥	>|S|<	b	2.29
b̥	>|S|<_R	p	0.29
b̥	>|S|<_R	b	2.611
b̥	>|S|=	-	0.372
b̥	>|S|=	b	2.29
b̥	>|S|R	p	0.372
b̥	>|S|R	b	2.29
b̥	F_>|S|	-	2.25
b̥	F_>|S|	b	2.29
b̥	F_>|S|#	-	2.196
b̥	F_>|S|#	b	2.611
b̥	F|S|	b	1.874
b̥	F|S|	-	2.344
b̥	F|S|	p	5.044
b̥	F|S|#	-	2.25
b̥	F|S|#	b	2.29
b̥	|S|#	b	1.874
b̥	|S|#	-	2.994
b̥	|S|#	p	5.044
b̥	|S|<	b	0.29
b̥	|S|<	p	3.459
b̥	|S|<	-	5.044
b̥	|S|<_F	b	0.067
b̥	|S|<_R	b	0.314
b̥	|S|<_R	p	2.533
b̥	|S|=	-	0.521
b̥	|S|=	b	1.874
b̥	|S|=	p	5.044
b̥	|S|F	b	0.09
b̥	|S|F	-	5.044
b̥	|S|F	p	5.044
b̥	|S|R	b	0.311
b̥	|S|R	p	2.611
b̥	|S|R	-	5.044
d̥	#|S|	t	1.073
d̥	#|S|	d	1.429
d̥	#|S|	d̥	3.615
d̥	#|S|	ʦ	3.804
d̥	#|S|<	t	1.071
d̥	#|S|<	d	1.368
d̥	#|S|<	ʦ	3.729
d̥	#|S|<	d̥	4.03
d̥	#|S|<_F	d	1.277
d̥	#|S|<_F	t	1.378
d̥	#|S|<_F	ʦ	2.703
d̥	#|S|<_F	d̥	4.352
d̥	#|S|<_R	t	0.162
d̥	#|S|<_R	d	4.352
d̥	#|S|<_R	d̥	4.352
d̥	#|S|F	d	1.314
d̥	#|S|F	t	1.358
d̥	#|S|F	ʦ	2.77
d̥	#|S|F	d̥	4.03
d̥	#|S|R	t	0.205
d̥	#|S|R	d	4.03
d̥	#|S|R	d̥	4.03
d̥	=|S|	t	0.281
d̥	=|S|	d	3.615
d̥	=|S|	d̥	3.615
d̥	=|S|#	t	0.205
d̥	=|S|#	d	4.03
d̥	=|S|#	d̥	4.03
d̥	>|S|	t	1.224
d̥	>|S|	d̥	1.404
d̥	>|S|	d	2.932
d̥	>|S|#	d̥	1.197
d̥	>|S|#	t	1.445
d̥	>|S|#	d	3.015
d̥	>|S|<	t	0.205
d̥	>|S|<	d	4.03
d̥	>|S|<	d̥	4.03
d̥	F_>|S|	d̥	1.197
d̥	F_>|S|	t	1.714
d̥	F_>|S|	d	2.007
d̥	F_>|S|#	d̥	0.78
d̥	F_>|S|#	d	1.664
d̥	F_>|S|#	t	3.413
d̥	F_>|S|<	t	0.162
d̥	F_>|S|<	d	4.352
d̥	F_>|S|<	d̥	4.352
d̥	F|S|	d̥	1.269
d̥	F|S|	t	1.63
d̥	F|S|	d	2.01
d̥	F|S|#	d̥	0.833
d̥	F|S|#	d	1.684
d̥	F|S|#	t	3.091
d̥	F|S|<	t	0.205
d̥	F|S|<	d	4.03
d̥	F|S|<	d̥	4.03
d̥	|S|#	d̥	1.316
d̥	|S|#	t	1.335
d̥	|S|#	d	2.889
d̥	|S|<	t	0.956
d̥	|S|<	d	1.565
d̥	|S|<	d̥	3.615
d̥	|S|<	ʦ	3.946
d̥	|S|<_F	d	1.314
d̥	|S|<_F	t	1.358
d̥	|S|<_F	ʦ	2.77
d̥	|S|<_F	d̥	4.03
d̥	|S|<_R	t	0.205
d̥	|S|<_R	d	4.03
d̥	|S|<_R	d̥	4.03
d̥	|S|F	t	1.326
d̥	|S|F	d	1.378
d̥	|S|F	ʦ	2.891
d̥	|S|F	d̥	3.615
d̥	|S|R	t	0.281
d̥	|S|R	d	3.615
d̥	|S|R	d̥	3.615
d̥_r	#|S|	d_r	0.0
d̥_r	#|S|<	d_r	0.0
d̥_r	#|S|<_F	d_r	0.0
d̥_r	#|S|F	d_r	0.0
d̥_r	|S|<	d_r	0.0
d̥_r	|S|<_F	d_r	0.0
d̥_r	|S|F	d_r	0.0
eː	<|S|	ɪ_n	0.0
eː	<|S|#	ɪ_n	0.0
eː	|S|#	ɪ_n	0.0
f	#|S|	f	0.198
f	#|S|	p	3.224
f	#|S|<	f	0.165
f	#|S|<	p	3.44
f	#|S|<_F	f	0.086
f	#|S|<_F	p	4.469
f	#|S|<_R	f	0.086
f	#|S|<_R	p	4.469
f	#|S|F	f	0.109
f	#|S|F	p	4.147
f	#|S|R	f	0.109
f	#|S|R	p	4.147
