Phone1	Phone2	Surprisal
ae̯	aɪ̯	0.0
b	b	0.0
d	d	0.0
d̥	d̥	0.0
f	f	0.079
f	-	4.239
h	h	0.0
j	x	0.435
j	j	1.941
k	k	0.0
kʰ	k	0.0
l	l	0.0
m	m	0.262
m	v_n	3.526
m	m_n	4.298
m	v	5.148
n	n	0.0
n_n	n_n	0.0
p	p	0.0
r	r	0.0
s	s	0.0
t	t	0.085
t	-	4.131
v	v	0.188
v	ʋ	3.036
v̥	ʋ	0.828
v̥	v̥	1.196
w	ʋ	0.0
x	x	0.0
z	s	0.254
z	z	2.63
z̥	z̥	0.62
z̥	z_ə	1.518
æ	ɐ	0.448
æ	-	1.905
ç	ç	0.307
ç	ɡ_ə	2.384
ŋ	ŋ	0.299
ŋ	ɡ_n	2.418
ɡ	x	0.24
ɡ	ɡ	2.703
ɡ̊	-	0.0
ɣ	ɣ	0.0
ɣ̊	x	0.0
ɪ	ɪ	0.0
ɾ	d	0.0
ɾ_æ	ɐ	0.0
ʃ	ʃ	0.0
ˈa	ˈa	0.164
ˈa	-	3.216
ˈae̯	ˈaɪ̯	0.823
ˈae̯	ˈeː	1.202
ˈaɪ̯	-	0.0
ˈaʊ̯	ˈaʊ̯	0.989
ˈaʊ̯	ˈoː	1.228
ˈaʊ̯	-	3.849
ˈaː	ˈɪɛ̯	1.501
ˈaː	ˈaː	1.615
ˈaː	ˈa_ɐ	1.643
ˈiː	ˈiː	0.0
ˈiː_æ	ɐ	0.0
ˈoː	-	0.991
ˈoː	ˈɔː	1.009
ˈuː	ˈuː	1.196
ˈuː	-	1.325
ˈuː	ˈʊ	2.606
ˈyː	ˈyː	0.0
ˈœ	-	0.0
ˈœː	-	0.46
ˈœː	ˈyə̯	2.511
ˈœː	ˈyːœ̯	3.355
ˈɒː	ˈɔː	0.79
ˈɒː	-	2.752
ˈɒː	ˈaː	3.029
ˈɒː	ˈuə̯	3.112
ˈɒː	ˈɒː	4.841
ˈɔ	ˈɔ	1.232
ˈɔ	-	1.313
ˈɔ	ˈuːə̯	2.541
ˈɔʏ̯	ˈøː	0.41
ˈɔʏ̯	-	2.014
ˈɛ	ˈɛ	0.574
ˈɛ	ˈɪɛ̯	1.608
ˈɛɪ̯	ˈaɪ̯	0.0
ˈɛː	ˈɪɛ̯	1.285
ˈɛː	ˈɪə̯	1.558
ˈɛː	ˈiɛ̯	2.0
ˈɪ	ˈɪ	0.1
ˈɪ	ˈɛ	3.898
ˈʊ	ˈʊ	0.0
ˈʏ	ˈʏ	0.969
ˈʏ	ˈø	1.966
ˈʏ	-	2.102
