Phone1	Phone2	Surprisal
a	a	0.321
a	aː	3.204
a	-	4.35
a	eː_̂	4.581
aː	a_̂	0.425
aː	aː_̂	1.97
b	b	0.0
b̥	b	0.0
c	t	0.0
d	d	0.0
d_l	l	0.0
d_ɛ	d_e	0.0
d̥	d̥	0.0
iː	i_̂	1.184
iː	j_e	2.207
iː	j_eː	2.207
iː	eː	2.981
j	j	0.0
j_ɛ	eː	0.0
k	k	0.131
k	-	4.207
k	ɡ̊	4.937
l	l	0.536
l	o	3.218
l	l_j	3.436
l	ʎ	3.749
l	-	4.793
l_a	l_aː	0.0
l_u	uː	0.0
l̩	-	0.982
l̩	u	1.018
m	m	0.0
m_ɛ	m_eː	0.0
m̩	a_m	0.0
n	n	0.0
o	o	0.427
o	oː	2.457
o	a	3.75
ou̯	uː	0.585
ou̯	u	1.585
p	p	0.0
r	r	0.218
r	r̩ː	2.832
r_iː	a_r	0.0
r̝	r	0.796
r̝	r_j	2.079
r̝	r̩	2.417
r̝̊	r	0.0
r̩	r̩	1.222
r̩	a_r	1.807
r̩	r̩ː	1.807
s	s	0.124
s	s_a	3.603
t	t	0.519
t	t_i	1.726
t_a	t_a	0.0
u	uː	0.0
uː	o_̂	1.164
uː	oː	1.438
uː	-	2.438
v	ʋ	0.027
v	u	5.735
v_ɛ	ʋ_e	0.0
x	x	0.0
z	z	0.0
z̥	-	0.0
ɛ	e	1.204
ɛ	eː	1.707
ɛ	a	2.01
ɛ	-	6.469
ɛː	j	0.0
ɟ	d	0.0
ɦ	ɡ	0.348
ɦ	-	2.222
ɪ	i	0.628
ɪ	iː_̂	1.502
ɲ	-	0.605
ɲ	ɲ	1.545
ʃ	ʃ	0.0
ʒ	ʒ	0.0
ʦ	ʦ	1.336
ʦ	ʨ	1.557
ʦ	ʦ_j	1.921
ʧ	ʧ	0.0
