Icelandic	Icelandic	probability
ˈɛː_r̥	ɐ	1.0
ˈɛi̯	ˈaɪ̯	1.0
ˈɑu̯	ˈa	1.0
ˈœː	-	1.0
ˈuː_a	ɡ_n	1.0
ˈaːu̯	-	1.0
ˈai̯	-	1.0
ʰt͡n̥	s_ɐ	1.0
ʰc	k	1.0
ʏ_r̥_#>	#>	1.0
ɲ	ŋ	1.0
ɪ_r̥	ɐ	1.0
ɣ_ʏ	ɡ̊	1.0
ɣ	ɡ	1.0
ɡ̊_a	ə	1.0
ɟ̊ː	-	1.0
ɟ̊	ɡ	1.0
ɛ	-	1.0
ɑu̯	ɪ	1.0
ç	h	1.0
x	-	1.0
v_a	b_n	1.0
t͡n̥	n	1.0
t͡l̥	l	1.0
tʰ	ʦ	1.0
s_t	s_t	1.0
s_k	ʃ	1.0
s_j	z	1.0
s_c	ʃ	1.0
s_#>	z̥_#>	1.0
r̥_t	ɐ_ʦ	1.0
r̥_#>	#>	1.0
r_ɪ	ɐ	1.0
r_ɡ̊	ɐ_ɡ̊	1.0
r_ð	ɐ_t	1.0
r_t͡n̥	ɐ_n	1.0
r_m	ɐ_m	1.0
pʰ	p͡f	1.0
p	f	1.0
n̥	n	1.0
m	m	1.0
l̥	l	1.0
l	l	1.0
kʰ_v	v	1.0
kʰ	kʰ	1.0
k_ʏ	ç	1.0
j_ˈɛ	ˈɛ	1.0
j_ˈuː	ˈiː	1.0
j_a	n	1.0
i	ˈyː_k	1.0
h	h	1.0
f	f	1.0
d̥_ʏ	d̥	1.0
cʰ	kʰ	1.0
c	-	1.0
b̥	b	1.0
aːu̯	eː	1.0
a_#>	#>	1.0
<#_ˈa	<#_ˈa	1.0
<#_ɡ̊	<#_ɡ	1.0
<#_r̥	<#_ʁ	1.0
<#_r	<#_ʁ	1.0
<#_n	<#_n	1.0
<#_l	<#_l	1.0
θ	d	0.875
n	n	0.85
ˈuː	ˈaʊ̯	0.833
v	v	0.818
r	ʁ	0.818
ˈoːu̯	ˈuː	0.8
ˈa	ˈa	0.786
ɪ	-	0.778
nː	n	0.778
<#	<#_v	0.75
r̥	ɐ	0.706
ð	t	0.692
ˈʏː	-	0.667
ˈi	ˈɪ	0.667
ŋ	ŋ	0.667
v_ʏ	b̥	0.667
t	s	0.667
k	x	0.667
j_ˈoːu̯	ˈiː	0.667
ˈɛːi̯	ˈaɪ̯	0.6
ˈɔː	-	0.6
ˈu	ˈʊ	0.6
ɡ̊	-	0.6
d̥	tʰ	0.583
ˈɔ	ˈɔ	0.556
s	z	0.556
ˈaː	ˈaː	0.545
ˈiː	ˈaɪ̯	0.524
ˈɪː	ˈɪ	0.5
ˈɪː	-	0.5
ˈɪ	ˈɪ	0.5
ˈɛ	ˈɛ	0.5
ˈɔu̯	x	0.5
ˈɔu̯	-	0.5
ˈɑːu̯	ˈaː	0.5
ˈɑːu̯	-	0.5
ˈœːy̯	ˈoː	0.5
ˈœːy̯	ˈaʊ̯	0.5
ˈau̯	ˈɛ	0.5
ˈau̯	-	0.5
ʰk	ŋ_k	0.5
ʰk	-	0.5
ɡ̊ː	k	0.5
ɡ̊ː	-	0.5
ɡ̊_ʏ	ɪ	0.5
ɡ̊_ʏ	ɐ	0.5
#>	ə_#>	0.5
ʏ	ɐ	0.462
ˈaː	ˈa	0.455
ˈɔ	ˈʊ	0.444
j	-	0.438
ˈœ	-	0.429
ˈaːi̯	-	0.429
a	n	0.419
ˈɛːi̯	-	0.4
ˈɔː	ˈaː	0.4
ˈu	-	0.4
ɡ̊	ɡ	0.4
s	ʃ	0.389
ʏ_r̥	t	0.364
ʏ_r̥	n	0.364
ˈʏː	ˈɔ	0.333
ˈʏ	ˈʊ	0.333
ˈɛː	ˈeː	0.333
ˈi	-	0.333
ʰt	ʦ	0.333
ʰt	ç	0.333
ʰt	t	0.333
ŋ	-	0.333
v_ʏ	f	0.333
k	ç	0.333
j_ˈoːu̯	ˈeː	0.333
ʏ	ə	0.308
ˈœ	ˈaː	0.286
ˈœ	ˈa	0.286
ˈaːi̯	ˈyː	0.286
ˈaːi̯	ˈuː	0.286
ʏ_r̥	d̥	0.273
a	ə	0.256
ˈɪ	ˈʏ	0.25
ˈɛ	ˈaɪ̯	0.25
t	t	0.25
j	ˈiː	0.25
<#	<#_j	0.25
ˈɛː	ˈɪ	0.222
ˈɛː	ˈɛ	0.222
ˈɛː	ˈiː	0.222
ɪ	ə	0.222
nː	n_d	0.222
#>	n_#>	0.222
ˈa	ˈɛ	0.214
a	ə_n	0.209
ˈʏ	ˈɔ	0.2
ˈʏ	-	0.2
ˈoːu̯	ˈʊ	0.2
ˈiː	ˈɔʏ̯	0.19
ˈiː	-	0.19
j	ˈeː	0.188
v	b	0.182
r	ɐ	0.182
r̥	ç	0.176
ˈuː	-	0.167
d̥	d̥	0.167
#>	ç_#>	0.167
ʏ	-	0.154
ð	d	0.154
n	ˈoː_n	0.15
ˈʏ	ˈʏ	0.133
ˈʏ	ˈaʊ̯	0.133
θ	-	0.125
ˈɪ	ˈɔ	0.125
ˈɪ	-	0.125
ˈɛ	ˈa	0.125
ˈɛ	-	0.125
j	ˈɪ	0.125
d̥	d	0.125
d̥	-	0.125
r̥	ʁ_ə	0.118
#>	d̥_#>	0.111
ˈiː	n	0.095
t	ʦ	0.083
ʏ	a	0.077
ð	d̥	0.077
ð	-	0.077
a	ɡ_n	0.07
s	t	0.056
