Phone1	Phone2	Surprisal
a	a	0.139
a	-	3.442
b	b	0.141
b	-	3.428
d	d	0.0
e	s	0.64
e	-	1.481
f	f	0.208
f	-	3.788
f	v_e	4.017
i	a	1.222
i	-	1.807
i	i	1.807
ĩ	ŋ	0.0
j	-	1.213
j	ˈeː	1.51
j	j	3.059
j	r	3.359
j_ˈe	ˈaː	0.0
k	k	0.126
k	ʧ	3.582
l	l	0.237
l	-	2.72
l_a	a	0.0
m	m	0.0
n	n	0.553
n	ɲ	2.311
n	ŋ	3.096
n_a	ŋ_a	0.0
o	u	0.226
o	-	2.786
o_ð	w	0.0
p	p	0.0
s	s	0.395
s	-	2.063
t	t	0.247
t	s_t	2.67
u	ɔː	0.0
v	v	0.169
v	-	3.177
w	-	1.935
w	ˈuː	2.303
w	ˈø	2.329
w	ˈøː	2.897
w	w	3.113
w	ˈu	3.523
w_ˈe	ˈøː	0.0
w_ˈɛː	ˈu	0.0
y	r	0.0
z	ʒ	0.779
z	z	1.261
ð	-	0.602
ð	j	2.432
ð	ʤ	2.681
ɑː	a_s	0.0
ɑ̃	a_ŋ	0.0
ɔ	-	0.0
ə	a	0.976
ə	e	1.58
ə	ˈɛː	3.283
ə	j	4.2
ɛ	e	0.0
ɛː	a	0.0
ɛ̃	n_z	0.0
ɡ	ɡ_w	0.632
ɡ	ɡ	1.496
ɲ	ɲ	0.0
ʁ	r	0.788
ʁ	j	2.598
ʁ	-	3.18
ʁ	u	4.375
ʁ	ɡ_r	4.564
ʁ	r_n	4.69
ʁ	r_t	5.94
ʁ_l	y	0.0
ʁ_o	r_u	0.737
ʁ_o	u	1.322
ʁ_s	r_s	0.0
ʁ_ə	e	0.0
ʃ	k	0.676
ʃ	-	2.47
ʃ	ʒ_e	3.544
ʃ	k_a	4.175
ʃ	e	4.825
ʃ	sː	5.862
ʎ	ʤ	0.0
ʒ	ʤ	0.0
ʦ	s_u	0.0
ˈa	ˈa	0.72
ˈa	ˈaː	2.244
ˈa	-	3.219
ˈa	ɡ_u	3.746
ˈaː	ˈɛː	0.776
ˈaː	ˈaː	1.265
ˈaː_ð	w	0.0
ˈe	-	2.108
ˈe	ˈe	2.305
ˈe	ˈaː	2.775
ˈe	ˈɛ	3.29
ˈe	ˈiː	3.368
ˈe	ˈi	3.788
ˈe	u	3.791
ˈe	ˈɛː	4.172
ˈe	o	5.618
ˈe_ð	ˈiː	0.0
ˈe_ʁ	ˈɛː_r	0.0
ˈe_ʃ	ʒ_e	0.0
ˈi	ˈi	1.333
ˈi	ˈeː	1.658
ˈi	ˈiː	1.805
ˈĩ	ˈi_ŋ	0.631
ˈĩ	ŋ	1.497
ˈo	ˈy	2.046
ˈo	ˈɔ	2.117
ˈo	ˈu	2.408
ˈo	-	2.508
ˈo	w_ˈiː	2.616
ˈoː	ˈɔː	1.361
ˈoː	-	2.28
ˈoː	r	2.664
ˈoː	ˈøː	3.017
ˈoː	ˈɔ_s	3.017
ˈu	-	1.684
ˈu	ˈɔ	2.406
ˈu	ˈy	2.451
ˈu	ˈuː	2.498
ˈu	ˈyː	2.836
ˈy	ˈuː_r_v_j_a	0.0
ˈø	-	0.829
ˈø	ˈɔː	1.194
ˈɑː	-	0.926
ˈɑː	ˈa	1.078
ˈɑ̃	ˈa_ŋ	0.634
ˈɑ̃	ˈa_n	2.236
ˈɑ̃	ˈa	2.804
ˈɔ	ˈu	0.636
ˈɔ	-	1.488
ˈɔ̃	ˈu_ŋ	0.241
ˈɔ̃	ˈu	2.703
ˈɛ	-	1.303
ˈɛ	ˈɛː	2.002
ˈɛ	ˈeː	2.323
ˈɛ	ˈe	2.784
ˈɛ_t	ˈe_k	0.0
ˈɛː	-	1.251
ˈɛː	ˈe	1.702
ˈɛː	ˈe_j	2.408
ˈɛː	ˈɛ	3.574
ˈɛː_ð	ˈe_d	0.0
ˈɛ̃	ˈe_ŋ	1.0
ˈɛ̃	ŋ	1.551
ˈɛ̃	ɲ	2.655
