Nuorese	Nuorese	probability
β_u	ʊ	1.0
ˈɛ_ɾ	ˈi_ɾ	1.0
ʦ	ʦ	1.0
ɾ_ˈu	ˈi	1.0
ɾ_u	ɾ_ʊ	1.0
ɾ_k	r_k	1.0
ɲ	ɲː	1.0
ɣ_i	dː	1.0
ɛ̆	-	1.0
ɛ_ɾ	ɪ_ɾ	1.0
ɖː	ɖː	1.0
ɔ̆	-	1.0
ɔ_z	ɪ	1.0
ŋ_ɡ	n_ɕ	1.0
ŋ	-	1.0
ŭ	-	1.0
t_ɾ	ʈ_ɽ	1.0
t_ɔ	ʈː	1.0
p_ɾ	c	1.0
p	p	1.0
n_ɛ_#>	#>	1.0
n_ɛ	ʊ	1.0
l_a	l_a	1.0
k_ɾ	cː	1.0
k_ɛ	ɪ	1.0
k_a	kː_a	1.0
j_z	j	1.0
i_s	ʃ	1.0
i_k	ɪ_ɕ	1.0
f_ɾ	ç	1.0
d	d	1.0
ă	-	1.0
a_z	ɪ	1.0
a_t	a_t	1.0
<#_ˈɔ	<#_ˈɔ	1.0
<#_ˈo	<#_ˈɔ	1.0
<#_ˈa	<#_ˈa	1.0
<#_ɾ	<#_ʐ	1.0
<#_ɡ	<#	1.0
<#_t	<#_t	1.0
<#_n	<#_n	1.0
<#_k	<#_ɕ	1.0
<#_i	<#	1.0
<#_a	<#	1.0
a	a	0.957
ˈi	ˈi	0.956
n	n	0.953
f	f	0.952
ˈa	ˈa	0.933
u	ʊ	0.901
l	l	0.889
ˈu	ˈu	0.865
ɛ	ɪ	0.802
k	k	0.8
ˈe	ˈɛ	0.773
n_ʣ	ɲː	0.75
β	v	0.733
ˈɛ	ˈɛ	0.731
s	s	0.722
z	-	0.714
m	m	0.703
t	t	0.69
ˈo	ˈɔ	0.667
j	-	0.667
o	-	0.625
ɣ	-	0.6
b	v	0.6
ð	ɾ	0.571
ˈɔ	ˈɔ	0.556
ɡ	ɡ	0.556
e	ɪ	0.556
ʣ	ɟː	0.545
ɾ	ɾ	0.5
nː	nː	0.5
<#	<#_ˈa	0.5
<#	<#_k	0.5
ˈɔ	ˈu	0.444
ɡ	j	0.444
e	i	0.444
ɔ	u	0.429
i	i	0.429
ɣ	j	0.4
r	ʐ	0.4
o	a	0.375
ʣ	j	0.364
#>	ʊ_#>	0.364
#>	a_#>	0.364
ɾ	r	0.35
b	b	0.343
nː	n	0.333
j	j	0.333
ɔ	ʊ	0.286
ɔ	o	0.286
z	z	0.286
i	ɪ	0.286
i	-	0.286
#>	ɪ_#>	0.273
t	tː	0.262
n_ʣ	ɲ	0.25
ð	t	0.214
ð	-	0.214
β	-	0.2
ˈo	-	0.2
r	ʐː	0.2
r	ɾ_n	0.2
r	r	0.2
k	ɕ	0.2
ˈɛ	ˈi	0.192
nː	-	0.167
s	ʃː	0.139
ˈe	ˈi	0.136
ˈu	ˈɔ	0.135
ˈo	ˈo	0.133
ˈe	ˈe	0.091
ʣ	lː	0.091
s	sː	0.083
m	mː	0.081
ˈɛ	ˈe	0.077
ɛ	i	0.07
ɛ	-	0.07
β	bː	0.067
ˈa	w	0.067
ɛ	ʊ	0.058
b	-	0.057
s	ɖː	0.056
l	ɖː	0.056
l	-	0.056
m	ŋ_k	0.054
m	ŋ	0.054
m	nː	0.054
m	-	0.054
