Latin	Latin	probability
ˈɛ_t	ˈɛ	1.0
ˈɔ_n	ˈu_ŋ	1.0
ˈɔ_k	ˈø	1.0
ˈyː	-	1.0
ˈu	ˈu	1.0
ˈoe̯	ˈe	1.0
ˈiː_r	e	1.0
ˈi	ˈi	1.0
ˈaː_t	ˈa	1.0
ˈaː_r	ˈe	1.0
ˈaː	ˈa	1.0
ˈau̯	ˈɔ	1.0
ˈae̯	ˈe	1.0
ˈa_r	ˈe	1.0
ʊ̃ː_#>	#>	1.0
ʊ_ɫ	j	1.0
ʊ_s_#>	#>	1.0
ɫ_ɛ̃ː	l	1.0
ɪ̃	-	1.0
ɡʷ	ɡ	1.0
ɡ_ɛ	z	1.0
ɡ_n	ɲ	1.0
ɛ̃ː_#>	#>	1.0
ɛ̃_#>	#>	1.0
ɛ_#>	#>	1.0
ɔ_r	r	1.0
ŋ_n	ɲ	1.0
ŋ_kʷ	ŋ_k	1.0
ŋ_k	ŋ	1.0
uː	-	1.0
u	-	1.0
tː	-	1.0
tʰ	-	1.0
t_ˈʊ	t_ˈu	1.0
t_ˈa	t_ˈa	1.0
t_ʊ̃ː_#>	t_#>	1.0
t_i	s	1.0
sː_ʊ̃ː_#>	s_#>	1.0
s_i	z	1.0
s_eː	s	1.0
s_#>	#>	1.0
rː	r	1.0
r_ʊ̃ː_#>	r_#>	1.0
r_ɛ̃ː_#>	r_#>	1.0
r_ɛ_#>	#>	1.0
r_n	r_n	1.0
r_ãː	r_a	1.0
p_ʊ̃ː_#>	p_#>	1.0
p_ɫ	p_j	1.0
o	-	1.0
n_ʊ̃ː_#>	ŋ_#>	1.0
n_ɛ̃ː_#>	n_#>	1.0
n_i	ɲ	1.0
n_e	ɲ	1.0
mː	m	1.0
m_ɛ̃ː_#>	m_#>	1.0
lʲː	l	1.0
lʲ_i	j	1.0
kː	k	1.0
k_ʊ	j	1.0
k_ɫ	ʧ	1.0
k_ɛ	e	1.0
k_a	k_a	1.0
j	ʤ	1.0
ĩː	n	1.0
i_ãː	a	1.0
i	j	1.0
f_ɫ	f_j	1.0
f	f	1.0
e	-	1.0
d_ˈeː	dː	1.0
d_ʊ̃ː_#>	d_#>	1.0
ãː_#>	#>	1.0
ãː	a	1.0
aː	a	1.0
ae̯	e	1.0
a_ɫ	a_l	1.0
a	a	1.0
<#_ˈɔ	<#_ˈø	1.0
<#_ˈa	<#_ˈa	1.0
<#_ɫ	<#_l	1.0
<#_ɡ	<#_ɡ	1.0
<#_t	<#_t	1.0
<#_s	<#_s	1.0
<#_r	<#_r	1.0
<#_n	<#_n	1.0
<#_lʲ	<#_l	1.0
<#_k	<#_k	1.0
<#_h	<#	1.0
<#	<#_s	1.0
#>	t_#>	1.0
r	r	0.923
ˈiː	ˈi	0.88
ˈa	ˈa	0.865
ˈuː	ˈy	0.857
w	v	0.853
b	b	0.846
m	m	0.839
k_ɛ̃ː_#>	z_#>	0.8
s	s	0.783
ˈɛ	ˈɛ	0.763
ɪ	-	0.75
t_ɛ̃ː	t	0.75
d	d	0.741
ɔ	u	0.727
ŋ	ŋ	0.714
ˈʊ	ˈu	0.706
r_ɛ	e	0.667
p	p	0.667
k_ʊ̃ː_#>	ɡ_#>	0.667
ˈoː	ˈu	0.647
ʊ	-	0.625
n	ŋ	0.61
eː	-	0.6
ɫ	l	0.583
kʷ	-	0.571
t	t	0.562
ɡ	ʤ	0.556
oː	-	0.556
ˈɔ	ˈɔ	0.531
ˈeː	ˈe	0.5
ɫ_ʊ̃ː_#>	j_#>	0.5
ɫ_ʊ̃ː_#>	#>	0.5
iː	i	0.5
iː	-	0.5
ˈɪ	ˈɛ	0.467
oː	u	0.444
kʷ	k	0.429
eː	e	0.4
n	n	0.39
ʊ	u	0.375
ɛ	e	0.346
ɡ	-	0.333
r_ɛ	j	0.333
k_ʊ̃ː_#>	#>	0.333
ˈeː	ˈɛ	0.3
ŋ	n	0.286
k	k	0.282
k	-	0.282
ɔ	-	0.273
ɛ	-	0.269
ˈɪ	ˈi	0.267
ˈɪ	-	0.267
d	-	0.259
ˈɔ	ˈø	0.25
t_ɛ̃ː	t_e	0.25
ˈɛ	ˈe	0.237
ˈoː	ˈɔ	0.235
p	v	0.231
ˈɔ	ˈu	0.219
k	s	0.205
ˈeː	-	0.2
k_ɛ̃ː_#>	#>	0.2
ˈʊ	-	0.176
ɫ	w	0.167
ɫ	j	0.167
t	d	0.156
t	-	0.156
w	-	0.147
ˈuː	-	0.143
s	j	0.13
ɪ	i	0.125
ɪ	e	0.125
t	s	0.125
ˈiː	-	0.12
ˈʊ	ˈy	0.118
ˈoː	-	0.118
ɛ	ˈe	0.115
ɛ	ə	0.115
ɡ	ɡ	0.111
p	-	0.103
m	-	0.097
s	z	0.087
ɫ	-	0.083
ˈa	ˈɔ	0.081
ɛ	ˈɛ	0.077
ɛ	ˈi	0.077
r	j	0.077
k	z	0.077
b	v	0.077
b	-	0.077
m	ˈɔ	0.065
ˈa	ˈe	0.054
k	ʧ	0.051
k	ɡ	0.051
k	j	0.051
