Catalan	Catalan	probability
β_ə	β_ɐ	1.0
β	β	1.0
ˈɛ_ʎ	ˈe_ɟ	1.0
ˈɛ_#>	ˈe_ɾ_#>	1.0
ˈɔ_n	ˈo	1.0
ˈi_#>	ˈi_ɾ_#>	1.0
ˈa_n_ə_#>	ˈa_#>	1.0
ˈa_#>	ˈa_ɾ_#>	1.0
ʧ	-	1.0
ʎː	ɟ	1.0
ʎ_#>	l_ʊ_#>	1.0
ɾ_ˈɛ	ɾ_ˈe	1.0
ɣ	ɣ	1.0
ə_β	a_β	1.0
ə_ð	a_ð	1.0
ə_r	e_ɾ	1.0
ə_#>	#>	1.0
ð	ð	1.0
z_ˈa	s_ˈo	1.0
z	s	1.0
w_ɾ	ɾ	1.0
w_#>	θ_#>	1.0
u_#>	ʊ_#>	1.0
t_ə	t_ɐ	1.0
s_#>	s_#>	1.0
r_t	ɾ_t	1.0
r_n	ɾ_n	1.0
p_l	ʧ	1.0
mː	m	1.0
m_#>	m_ɪ_#>	1.0
m	m	1.0
k_ɾ	k_ɾ	1.0
k_l	ʧ	1.0
f_u	f_e	1.0
a	ɐ	1.0
<#_ˈɔ	<#_ˈɔ	1.0
<#_ˈa	<#_ˈa	1.0
<#_ʎ	<#_l	1.0
<#_u	<#_o	1.0
<#_t	<#_t	1.0
<#_r	<#_r	1.0
<#_n	<#_n	1.0
b	b	0.944
ˈo	ˈo	0.92
p	p	0.912
d	d	0.882
f	f	0.875
r	ɾ	0.867
k	k	0.848
ʒ	ʃ	0.786
ɾ	ɾ	0.767
ˈa	ˈa	0.755
s	s	0.741
ˈi	ˈi	0.735
ɲ	ɲ	0.727
ʎ	ɟ	0.706
<#_s	<#_s	0.677
ə	ɐ	0.674
t	t	0.667
j	j	0.667
ˈu	ˈu	0.643
ɡ	ɡ	0.643
i	i	0.636
l_#>	l_#>	0.625
ˈɛ	ˈe	0.6
#>	ʊ_#>	0.592
ˈɔ	ˈɔ	0.556
ŋ	ŋ	0.556
u	o	0.545
ɾ_ə	ɾ_ɪ	0.5
<#_ə	<#_e	0.5
ˈe	ˈɛ	0.389
ˈe	ˈe	0.389
l_#>	#>	0.375
<#_ə	<#_a	0.375
l	l	0.37
n	n_t	0.36
n	n	0.36
ʃ	ʃ	0.333
ʃ	j_ʃ	0.333
ʃ	-	0.333
j	-	0.333
<#_s	<#_θ	0.323
ˈɛ	ˈɛ	0.3
ɾ_ə	ɾ_ʊ	0.3
ʎ	l	0.294
ˈɔ	ˈo	0.278
ɲ	n	0.273
w	w	0.227
u	u	0.227
ŋ	ŋ_k	0.222
ŋ	-	0.222
ˈu	ˈo	0.214
ʒ	-	0.214
ɡ	-	0.214
ɾ_ə	ɾ	0.2
ˈa	ˈɑ	0.189
l	-	0.185
w	β_ɪ	0.182
w	-	0.182
i	e	0.182
i	-	0.182
n	ɲ	0.16
#>	ɪ_#>	0.155
t	ð	0.152
k	ɣ	0.152
l	w	0.148
ˈi	ˈe	0.147
ɡ	ɣ	0.143
w	θ_ʊ	0.136
#>	ŋ_#>	0.136
ɾ	-	0.133
r	r	0.133
f	-	0.125
<#_ə	<#	0.125
t	ð_ɪ	0.121
n	-	0.12
ˈi	ˈe_j	0.118
d	-	0.118
ə	e	0.116
ˈɔ	ˈo_w	0.111
s	θ	0.111
ə	a	0.105
ˈɛ	ˈi	0.1
ɾ	r	0.1
w	β_ʊ	0.091
w	β	0.091
w	ʊ	0.091
u	e	0.091
u	-	0.091
p	β	0.088
ˈe	ˈe_j	0.083
ˈe	-	0.083
ˈo	ŋ	0.08
s	ˈi_θ	0.074
s	p_ʊ	0.074
l	ˈa	0.074
l	ʧ	0.074
l	ʊ	0.074
l	ɾ	0.074
ˈu	ˈu_ɾ	0.071
ˈu	ˈo_j	0.071
#>	ɾ_#>	0.068
t	-	0.061
ˈa	ɾ	0.057
ˈɔ	o	0.056
ˈe	θ_ˈe	0.056
b	-	0.056
