Phone1	Phone2	Surprisal
a	a	0.288
a	-	2.466
a_n	ɑ̃	0.0
a_s	ɑː	0.0
a_ɾ	a_ð	0.0
a_β	ə_v	0.0
b	v	0.643
b	b	1.475
d	d	0.0
e	ə	0.826
e	-	2.166
e	e	2.689
e	ɛ	4.109
e_n	ə_n	0.717
e_n	ɛ̃	1.353
e_s	e	0.0
e_ʀ	ɛ_ʁ	0.0
f	f	0.0
i	o	0.793
i	i	1.242
j	ˈe	1.065
j	j	1.763
j	-	2.136
j_ˈɛ	j_ˈø	0.0
k	k	1.024
k	ʃ	1.369
k	ʃ_j	3.699
k	j	4.501
l	l	0.168
l	-	3.98
l	ʎ	4.42
lː	-	0.0
m	m	0.0
mː	m	0.0
n	n	0.775
n	-	2.616
n	ˈɑ̃	2.838
n	ˈɛ̃	3.153
nː	n	0.0
p	p	0.233
p	-	2.746
s	s	0.237
s	ʃ	3.39
s	ʁ	4.153
t	t	0.389
t	-	2.082
t_ɔ	t_a	0.0
u	o	1.021
u	ɔ	1.358
u	u	3.095
w	-	0.737
w	ˈoː	1.984
w	ˈɔ	2.763
z	z	0.689
z	-	1.397
ð	-	0.696
ð	j	1.385
ð_ɔ	a	0.0
ŋ	-	0.0
ɔ	a	0.773
ɔ	ə	1.995
ɔ	-	3.354
ɔ	i	3.923
ɡ	ɡ	0.0
ɣ	-	0.552
ɣ	ɡ	1.654
ɥ	w	0.521
ɥ	-	1.721
ɲ	ɲ	0.913
ɲ	ˈɛ̃	1.093
ɾ	ʁ	0.843
ɾ	ð	1.313
ɾ	-	4.648
ɾ_ɔ	ʁ_a	0.0
ʀ	ʁ	0.293
ʀ	ð	2.442
ʀ_t	ʁ	0.0
ʎ	ʎ	0.0
ʤ	ð	0.765
ʤ	ʒ	1.281
ʦ	ʃ	0.215
ʦ	ʦ	2.851
ʧ	-	0.0
ˈa	ˈa	0.827
ˈa	ˈe	2.924
ˈa	ˈaː	3.27
ˈa	ˈɑ̃	4.113
ˈa	ˈɛː	4.226
ˈa	-	4.404
ˈa	j	4.558
ˈa_j	ˈaː	0.0
ˈa_l	ˈoː	0.0
ˈa_m	ˈɑ̃	0.0
ˈa_n	ˈɑ̃	0.0
ˈa_s	ˈɑː	0.0
ˈa_t	ˈa	0.0
ˈa_w	w_ˈe	0.0
ˈa_ŋ	ˈɑ̃	0.0
ˈe	ˈɛː	1.362
ˈe	ˈi	2.069
ˈe	ˈɛ	2.114
ˈe	ˈɛ̃	2.819
ˈe_j	ˈɛː	0.0
ˈe_k	ˈɛ_t	0.0
ˈe_t	ˈɛː	0.0
ˈi	ˈi	1.478
ˈi	ˈĩ	2.11
ˈi	ˈe	2.13
ˈi	-	2.467
ˈi_n	ˈe_n	0.0
ˈi_w	ˈi	0.0
ˈu	ˈɔ	2.19
ˈu	ˈɔ̃	2.33
ˈu	ˈo	2.953
ˈu	ˈu	3.049
ˈu	w	3.192
ˈu	ˈoː	3.47
ˈu	w_ˈɛː	4.086
ˈu	ˈø_ʁ	4.758
ˈu	ˈø	4.775
ˈu_n	ˈɔ̃	0.0
ˈy	w	1.284
ˈy	-	1.575
ˈy	ˈu	1.978
ˈy_β	ˈy	0.0
ˈɔ	ˈoː	1.718
ˈɔ	-	2.16
ˈɔ	ˈu	2.842
ˈɔ	w	2.893
ˈɔ	ˈø	3.036
ˈɔ	ˈo	3.712
ˈɔ_k	ˈa	0.0
ˈɔ_s	ˈoː	0.0
ˈɛ	ˈe	1.14
ˈɛ	ˈɛ	2.214
ˈɛ	-	2.67
ˈɛ	ˈɛː	3.468
ˈɛ	j	4.23
ˈɛ	ˈi	5.065
ˈɛ_n	ˈɛ̃	0.0
ˈɛ_s	ˈe	0.0
β	v	0.831
β	b	2.609
β	-	2.806
β	ˈe_v	2.932
