Phone1	Phone2	Surprisal
b	b	0.0
d	t	0.8
d	d̥	1.863
d	d_ə	3.12
d	tː	4.805
f	v	0.0
h	h	0.0
i	ə_ɡ̊	0.585
i	i	1.585
j	j	1.0
j	ɡ	1.0
k	x	0.831
k	xː	1.897
k	k	2.563
kʰ	kʰ	0.0
l	l	0.0
m	m	0.059
m	mː	4.635
n	n	0.371
n	nː	3.005
n	n_ə	4.091
n	kʰ_n	4.778
n	oː	7.168
oʊ̯	-	0.0
p	f	0.556
p	p͡f	2.746
p	fː	3.455
p	p	3.652
pʰ	p͡f	0.0
s	s	0.448
s	ʃ	1.905
t	t	0.323
t	ʦ	2.316
t_i	ɛ	0.0
tʰ	ʦ	0.0
v	b_ə	0.386
v	f	2.092
w	w	0.0
z	s_ə	0.0
ð	t_ə	0.844
ð	d	1.175
ŋ	ŋ	0.303
ŋ	ŋ_ɡ	2.401
ə	ə	0.0
ɚ	r	1.188
ɚ	ə_r	1.731
ɚ	ə	2.534
ɚ	r_ə	3.517
ɡ	ɡ	0.0
ɪ	-	0.0
ɫ	l	0.68
ɫ	l_ə	2.49
ɫ	ə_l	2.786
ɫ	lː	4.242
ɹ	r	0.0
ɹ_n	r_n	0.0
ɾ	s̻ː	0.0
ʃ	ʃ	0.621
ʃ	ʃː	1.516
ʔ	s̻	1.067
ʔ	x_t	2.81
ʔ	s̻ː	3.206
ʔ	ʦː	3.206
ʔ	t	3.613
ʔ	ʦ	3.613
ʤ	kː	0.0
ʧ	kʰ	0.906
ʧ	xː	1.101
ˈaɪ̯	ˈi	1.591
ˈaɪ̯	ˈiː	1.862
ˈaɪ̯	ˈyː	2.379
ˈaɪ̯	ˈiə̯_ɡ	3.014
ˈaɪ̯	n	3.699
ˈaʊ̯	ˈuː	0.674
ˈaʊ̯	-	2.009
ˈaʊ̯	ˈuə̯	3.001
ˈeɪ̯	ˈɑ	0.416
ˈeɪ̯	-	2.996
ˈeɪ̯	ˈɑ_ɡ	2.996
ˈi	ˈiə̯	2.55
ˈi	ˈɑː	2.555
ˈi	r	2.885
ˈi	ˈyə̯	2.904
ˈi	ˈou̯	2.999
ˈi	ˈøː	3.659
ˈi	-	4.073
ˈi	ˈi	4.649
ˈi	ˈi_r	4.804
ˈi	ɑː	5.207
ˈi	ou̯	6.394
ˈi	ˈæː	6.394
ˈoʊ̯	ˈei̯	0.348
ˈoʊ̯	ˈeː	2.222
ˈoʊ̯_ɫ	ˈɑ_l	0.0
ˈu	ˈuə̯	1.17
ˈu	n	1.585
ˈu	ˈɑ_n	2.171
ˈæ	ˈɑ	0.325
ˈæ	ˈɑ_l	2.309
ˈɑ	ˈɑ	0.807
ˈɑ	ˈo	2.323
ˈɑ	ˈɛ	2.746
ˈɑ	-	3.651
ˈɔ	ˈo	0.485
ˈɔ	ˈɑ	1.807
ˈɔ_ɹ	r	0.0
ˈɛ	ˈe	2.142
ˈɛ	ˈɛ	2.209
ˈɛ	-	2.437
ˈɛ	ˈoː	2.98
ˈɛ	ˈei̯	3.123
ˈɛ	ˈɑː	3.727
ˈɛ	ˈi	4.173
ˈɛ_ɫ	ˈɛ_l	0.0
ˈɛə̯	ˈɑ	0.0
ˈɝ	ˈu_r	0.8
ˈɝ	r	1.232
ˈɪ	ˈi	0.675
ˈɪ	ˈy	2.288
ˈɪ	ˈɛ	3.752
ˈɪ	ˈiə̯	4.398
ˈɪ	ˈiː	4.398
ˈʊ	ˈo	1.0
ˈʊ	ˈuə̯	1.0
ˈʌ	ˈu	0.722
ˈʌ	ˈuː	2.481
ˈʌ	ˈuə̯	3.167
ˈʌ	n	3.277
ˈʌ_n	ˈo_n	0.0
ˈʌɪ̯	ˈiː	0.855
ˈʌɪ̯	x	2.161
ˈʌɪ̯	ˈɑ	2.161
θ	d	0.0
