Phone1	Phone2	Surprisal
b	b	0.0
d	d	0.248
d	ˈɔː	2.663
d_ʀ	d_r	0.0
dʲ	d	0.0
d̥	d	0.0
f	f	0.0
h	h	0.0
i	ɪ	0.0
j	j	0.969
j	ɣ	2.21
j	ɣ_j	2.619
j	-	3.183
j_ˈa	ˈɛɪ̯	0.0
k	k	0.0
l	l	0.0
l_i	ə_l	0.0
l_ə	l	0.0
lʲ	l_d	0.983
lʲ	l	1.018
m	m	0.0
n	n	0.0
n_ˈɔː	n	0.0
nʲ	-	1.585
nʲ	n	1.585
nʲ	n_d	1.585
p	p	0.0
s	s	0.044
s	-	5.057
s_l	s_l	0.0
s_ˈiː	s_ˈeː	0.0
t	t	0.0
t_ʀ	t_r	0.0
tʲ	t	0.0
v	v	0.252
v	-	3.492
v	w	3.807
v̥	ˈoː_f	1.375
v̥	-	1.703
v̥	v	1.703
w	ɣ	0.0
x	x	0.0
z	z	0.0
z̥	d	0.0
ç	ɣ̥	0.0
ŋ	ŋ	0.345
ŋ	ɣ̥	2.231
ə	ə	0.05
ə	j_ə	4.869
ə_ʀ	r	0.0
ɛi̯	i	0.0
ɡ	ɣ	0.0
ɣ̥	ɣ_ə	0.0
ʀ	r	0.205
ʀ	d_ə	3.129
ʀ	ˈoːu̯	5.768
ʀ_d̥	d	0.0
ʀ_t	t	0.0
ʃ	s_k	0.185
ʃ	s	3.051
ˈa	ˈɛː	1.578
ˈa	ˈɛɪ̯	2.177
ˈa	ˈɪ	2.215
ˈa	-	2.548
ˈa	ˈɛ	4.119
ˈa_n	n	0.0
ˈai̯	ˈɪ	0.85
ˈai̯	ˈɛɪ̯	1.167
ˈaː	ˈuː	0.0
ˈeː	-	1.293
ˈeː	ˈɛ	1.745
ˈeː	ˈɛː	1.768
ˈi	ˈi	1.227
ˈi	ˈiː	1.35
ˈi	-	3.635
ˈi	ˈœː	3.894
ˈi	ˈiːu̯	4.937
ˈiː	ˈeː	1.106
ˈiː	j_ˈoː	1.533
ˈiː	ˈiː	2.87
ˈiː	j	4.242
ˈuː	ˈoː	0.299
ˈuː	-	2.416
ˈyː	ˈoː	0.0
ˈœ	ˈoːu̯	0.82
ˈœ	-	2.452
ˈœ	ˈuː	2.792
ˈœ	ˈʊ	3.231
ˈœi̯	-	0.0
ˈœː	ˈuː	0.259
ˈœː	ˈøː	2.604
ˈɒ	ˈa	1.115
ˈɒ	ˈɔː	1.666
ˈɒ	ˈaː	2.163
ˈɒː	-	0.916
ˈɒː	ˈɔː	1.089
ˈɒː_d	ˈɔː_t	0.0
ˈɔ	ˈoːu̯	1.0
ˈɔ	ˈɔː	1.0
ˈɔ_j	ˈɔːɪ̯	0.0
ˈɔu̯	ˈoːu̯	0.0
ˈɔu̯_d	ˈuː	0.0
ˈɔː	ˈoː	1.235
ˈɔː	ˈɔ	1.235
ˈɔː	ˈɔː	2.732
ˈɛ	ˈɛɪ̯	0.934
ˈɛ	-	1.069
ˈɛi̯	ˈɛɪ̯	0.433
ˈɛi̯	-	1.946
ˈɛː	ˈiː	0.723
ˈɛː	ˈeː	1.344
ˈʊ	ˈʊ	0.933
ˈʊ	-	2.826
ˈʊ	j_ˈʊ	3.101
ˈʊ	ˈɪ	3.222
ˈʊ	ˈoː	3.796
ˈʊ	v_ˈʊ	4.665
ˈʏ	ˈuː	0.829
ˈʏ	-	2.348
ˈʏ	ˈu	2.998
ˈʏ	ˈyː	3.112
