Logudorese	Logudorese	probability
ˈu_t	ˈo_s	1.0
ˈo_ɣ	ˈo_ɡ	1.0
ˈe_ɖː	ˈɛ	1.0
ʦ	s	1.0
ʣ_u	o	1.0
ʃ	s	1.0
ɾ_ˈa	ˈa_v	1.0
ɾ_ɛ_#>	r_#>	1.0
ɾ_u	r_o	1.0
ɾ_t	r_t	1.0
ɲ	ɲ	1.0
ɛ_n	e	1.0
ɛ_#>	#>	1.0
ɔ̆	i	1.0
ŋ	ŋ	1.0
ð_ɛ_#>	ˈa_#>	1.0
z_u	z_o	1.0
ŭ	-	1.0
u_#>	#>	1.0
t_a	t_a	1.0
o	-	1.0
n_ʣ	ɲ	1.0
n_ɛ_#>	ŋ_#>	1.0
m_b	ŋ_k	1.0
l_ˈi	ˈe	1.0
l_ɛ_#>	l_#>	1.0
l_u	o	1.0
l_a	a	1.0
k_ɛ	e	1.0
k_i	s_i	1.0
j_u	ʧ_o	1.0
j_a	a	1.0
f	f	1.0
e_ɾ	r	1.0
e	e	1.0
a_ð	a	1.0
<#_ˈo	<#_ˈɔ	1.0
<#_ˈi	<#_ˈe	1.0
<#_ˈa	<#_ˈa	1.0
<#_ɾ	<#_r	1.0
<#_t	<#_t	1.0
<#_n	<#_n	1.0
<#_l	<#	1.0
<#_i	<#	1.0
<#_d	<#_d	1.0
<#_b	<#_z	1.0
<#_a	<#	1.0
<#	<#_z	1.0
s	s	0.953
p	p	0.944
u	o	0.938
t	t	0.935
m	m	0.921
a	a	0.913
ˈa	ˈa	0.9
z	-	0.818
l	ɰ	0.815
k	k	0.766
ɾ_a	r_a	0.75
ɾ	r	0.722
nː	n	0.714
ˈi	ˈi	0.694
ɖː	-	0.667
ɔ	o	0.636
#>	e_#>	0.625
β	-	0.6
ɛ	e	0.6
d	d	0.6
ˈe	ˈɛ	0.571
ɡ	ɡ	0.556
j	j	0.556
ð	d	0.545
ˈu	ˈu	0.5
r	r_n	0.5
r	r	0.5
ˈɔ	ˈo	0.485
ˈɔ	ˈɔ	0.455
i	e	0.455
n	ŋ	0.452
n	n	0.452
ɡ	-	0.444
j	-	0.444
ɣ	z	0.44
b	v	0.439
ˈɛ	ˈɛ	0.433
ˈe	ˈe	0.429
β	v	0.4
ˈɛ	ˈe	0.4
ˈo	ˈɔ	0.4
d	-	0.4
#>	r_#>	0.375
b	b	0.366
ʣ	z	0.364
ʣ	-	0.364
ɔ	-	0.364
ˈu	ˈo	0.353
ˈo	ˈo	0.333
ɛ_ɾ	r	0.333
ɛ_ɾ	d	0.333
ɛ_ɾ	a_r	0.333
ɖː	ɰ	0.333
ˈi	ˈe	0.306
nː	-	0.286
ɣ	ɡ	0.28
ɣ	-	0.28
ʣ	ʤ	0.273
ð	t	0.273
ɾ_a	a	0.25
i	-	0.227
ɾ	j	0.194
l	l	0.185
ð	-	0.182
z	z	0.182
i	i	0.182
ˈu	ˈɔ	0.147
i	d_e	0.136
ˈo	ˈo_v	0.133
ˈo	-	0.133
k	s	0.128
ˈɛ	-	0.1
ˈa	-	0.1
n	-	0.095
a	-	0.087
ɾ	l	0.083
ɛ	o	0.08
ɛ	a	0.08
m	ŋ	0.079
b	ɡ	0.073
b	p	0.073
ˈɛ	j_ˈɛ	0.067
t	-	0.065
k	-	0.064
u	-	0.062
ˈɔ	o	0.061
ɛ	ˈi	0.06
ɛ	v_e	0.06
ɛ	r	0.06
ɛ	-	0.06
p	-	0.056
