Phone1	Phone2	Surprisal
a	ɑ	0.337
a	a	3.0
a	j_ɑ	3.585
b	b	0.0
b̥	v	0.0
c	kː	0.0
d	-	1.434
d	θ	1.493
d	d	1.863
d̥	d_r̥	1.222
d̥	d	1.807
d̥	d_i	1.807
f	f	0.509
f	p	1.925
f	pʰ	5.745
f	pː	6.056
h	h	0.182
h	ç	3.078
j	-	0.0
k	kʰ	1.537
k	-	1.61
k	cʰ	2.384
k	kː	2.876
l	l	0.581
l	lː	1.592
m	m	0.191
m	-	3.01
n	n	0.991
n	nː	1.764
n	-	4.139
n	ɑ	4.295
n	s	4.862
n	u	5.05
n	v_ɑ	5.05
r	r	0.361
r	r̥	2.616
r	r̥ː	4.104
s	t	0.173
s	s	3.148
t	ð	0.512
t	t	2.501
t	d	4.32
t	tː_r̥	4.32
t	ʦ	5.497
u	-	0.0
v	v	0.395
v	-	2.062
w	l	0.565
w	-	2.028
w	lː	3.662
x	k	1.206
x	-	1.853
x	ˈeː	2.543
x	r̥	3.083
x_t	tː	0.0
z	s	0.0
ç	k	0.0
ŋ	ŋ	0.363
ŋ	-	2.17
ɑ	ɑː	0.0
ə	ˈoː	0.891
ə	-	1.45
ə	ɾ	3.401
ɛ	i	0.585
ɛ	-	1.585
ɛ_r	r̥	0.585
ɛ_r	r̥ː	1.585
ɟ	-	0.793
ɟ	ɟ	1.242
ɡ	ɡ	0.493
ɡ	ɣ	2.625
ɡ	ɟ	2.975
ɡ̊	ɡ_r̥	1.105
ɡ̊	ɣ_r̥	2.341
ɡ̊	ɣ_ɑ	2.341
ɡ̊	ɡ	2.833
ɪ	-	0.0
ʃ	s	0.781
ʃ	s_k	1.258
ʃ_t	s_t	0.0
ʦ	tʰ	1.052
ʦ	t	1.444
ʦ	tː	2.737
ˈa	ˈɛi̯	0.585
ˈa	ˈe	1.585
ˈai̯	ˈiː	0.373
ˈai̯	-	2.544
ˈai̯	ɡː	4.143
ˈei̯	-	0.85
ˈei̯	ˈi	1.168
ˈi	-	2.023
ˈi	ˈøː	2.076
ˈi	ˈeː	2.089
ˈi	j	3.322
ˈi	j_ˈuː	3.322
ˈi	ˈɔː	3.611
ˈi̯ø	ˈɑ_r	0.542
ˈi̯ø	ʝː	1.675
ˈoi̯	ˈɔ	0.0
ˈu	ˈu	0.555
ˈu	ˈo	2.969
ˈu	-	3.325
ˈu	ˈɑu̯	3.961
ˈu	ˈɒu̯	5.186
ˈø	ˈɑː	0.406
ˈø	ˈo	2.029
ˈɑ	ˈɑ	1.312
ˈɑ	ˈɑː	2.495
ˈɑ	-	2.526
ˈɑ	j_ˈɔ	3.354
ˈɑ	l	3.754
ˈɑ	ˈɔ	3.754
ˈɑi̯	ˈuː	1.379
ˈɑi̯	-	1.964
ˈɑi̯	ˈyː	2.834
ˈɑi̯	ˈøy̯	2.942
ˈɑi̯	ˈu	3.493
ˈɑi̯_ɛ	ˈyː	0.0
ˈɔ	ˈɑ	0.631
ˈɔ	-	2.461
ˈɔ	ˈɔ	2.536
ˈɘ̟	ˈi	1.276
ˈɘ̟	-	1.823
ˈɘ̟	ˈe	2.977
ˈɘ̟	ˈyː	3.328
ˈɘ̟	ˈy	3.686
ˈɛ	ˈe	0.646
ˈɛ	-	2.471
ˈɛ	ˈɛ	2.471
ˈɛ_n	e	0.0
ˈɪ	j	0.0
ˈʏ	ˈoː	0.889
ˈʏ	-	1.12
