Logudorese	Logudorese	probability
ˈu_ɾ	ˈu	1.0
ˈi_n	ˈi	1.0
ˈa_ɾ_ɛ_#>	ˈa_#>	1.0
ʦ	-	1.0
ʣ	ʎ	1.0
ɾ_u	e	1.0
ɾ_a	ɾ	1.0
ɲ	ɲ	1.0
ɣ_u_#>	k_#>	1.0
ɛ̆	-	1.0
ɖː	t	1.0
ɔ̆_#>	#>	1.0
ɔ_z	s	1.0
ɔ_#>	#>	1.0
ɔ	u	1.0
ŋ	-	1.0
z_ă_#>	s_#>	1.0
ŭ	-	1.0
u_#>	#>	1.0
t_ɛ	j_t	1.0
t_a	t_ɔ	1.0
r	r	1.0
p_ɾ	p_l	1.0
p_u	s	1.0
p	p	1.0
nː_u	ŋ	1.0
nː	-	1.0
n_ʣ	ɲ	1.0
n_ɛ_#>	#>	1.0
n_ɛ	ŋ	1.0
n_u	ŋ	1.0
n_t_ɛ_#>	n_#>	1.0
n_t_u_#>	n_#>	1.0
m_b	ŋ_k	1.0
l_u_#>	#>	1.0
l_u	w	1.0
k_ɾ	k_l	1.0
k_ɛ	ʃ	1.0
j_z	z	1.0
j_u	ˈe_ʎ	1.0
j_a	ɔ	1.0
i_ɣ	ʤ	1.0
f	h	1.0
a_ɾ	a_ɾ	1.0
a_ð	a_ð	1.0
a_#>	#>	1.0
<#_ʣ	<#_ʒ	1.0
<#_ɾ	<#_a_r	1.0
<#_t	<#_t	1.0
<#_s	<#_s	1.0
<#_n	<#_n	1.0
<#_l	<#_l	1.0
<#	<#_e	1.0
m	m	0.943
t	t	0.917
ˈa	ˈa	0.904
ɛ_#>	#>	0.862
<#_i	<#_e	0.818
k	k	0.792
s	s	0.786
b	b	0.767
d	d	0.765
ɣ_ɛ	ʦ	0.75
a	ɔ	0.721
<#_ˈa	<#_ˈa	0.714
n	n	0.688
ˈu	ˈy	0.667
ɾ_ɛ_#>	#>	0.643
ˈi	ˈi	0.605
ɡ	-	0.6
ð	t	0.6
o	u	0.6
z	-	0.583
ˈe	ˈe	0.579
j	-	0.545
ˈɛ	ˈɛ	0.536
ˈɔ	ˈu	0.531
ɾ	ɾ	0.511
β	β	0.5
β	-	0.5
ˈo	ˈɔ	0.5
ɛ_ɾ	e	0.5
ɛ	e	0.476
l	l	0.471
ˈɛ	ˈe	0.464
e	-	0.444
i	e	0.429
#>	e_#>	0.429
ˈe	ˈɛ	0.421
ɣ	ɣ	0.417
ɣ	-	0.417
ɡ	ɣ	0.4
ð	ð	0.4
o	a_w	0.4
i	-	0.381
ɾ_ɛ_#>	e_#>	0.357
ˈi	ˈe	0.349
ˈu	ˈu	0.333
ɛ	-	0.333
e	e	0.333
<#_ˈa	<#_a	0.286
#>	r_#>	0.286
#>	k_#>	0.286
ˈo	ˈu	0.273
j	ʎ	0.273
ɾ	r	0.267
ɣ_ɛ	j	0.25
ɛ_ɾ	β	0.25
ɛ_ɾ	ð	0.25
z	s	0.25
d	-	0.235
ˈo	-	0.227
e	ɾ	0.222
a	a	0.221
ˈɔ	w_ˈe	0.219
k	s	0.208
u	w	0.2
i	i	0.19
ˈɔ	ˈɔ	0.188
n	-	0.188
j	l	0.182
<#_i	<#	0.182
l	ʎ	0.176
l	w	0.176
l	-	0.176
ɣ	z	0.167
z	z	0.167
u	u	0.16
u	j	0.16
s	j	0.143
ɛ_#>	w_#>	0.138
ɾ	-	0.133
n	ŋ	0.125
u	e	0.12
u	-	0.12
ˈa	-	0.096
ɛ	n	0.095
ɛ	i	0.095
b	ʒ	0.093
b	ɡ	0.093
t	j_t	0.083
u	ʎ	0.08
u	ŋ	0.08
u	y	0.08
s	-	0.071
ˈɔ	u	0.062
m	-	0.057
