Phone1	PhonEnv	Phone2	Surprisal
a	#|S|	ɔ	1.081
a	#|S|	i	4.35
a	#|S|	ɐ	4.35
a	#|S|>	ɔ	1.138
a	#|S|>	i	4.766
a	#|S|>	ɐ	4.766
a	#|S|>_R	ɔ	0.934
a	#|S|R	ɔ	0.918
a	#|S|R	i	4.766
a	#|S|R	ɐ	4.766
a	<|S|	ɔ	1.138
a	<|S|	i	3.128
a	<|S|	ɐ	3.128
a	<|S|	a	3.865
a	<|S|#	ɔ	2.695
a	<|S|#	ɐ	3.751
a	<|S|#	i	4.766
a	<|S|>	ɔ	0.703
a	<|S|>	i	2.664
a	<|S|>	ɐ	2.905
a	<|S|>	a	3.401
a	<|S|>_A	a	0.695
a	<|S|>_A	ɐ	2.124
a	<|S|>_A	ɔ	3.017
a	<|S|>_N	i	0.829
a	<|S|>_N	a	1.814
a	<|S|>_N	ɔ	3.017
a	<|S|>_N_A	a	0.238
a	<|S|>_N_A	ɔ	3.28
a	<|S|>_R	i	1.22
a	<|S|>_R	ɐ	1.22
a	<|S|>_R	ɔ	3.017
a	<|S|A	a	0.775
a	<|S|A	ɐ	2.157
a	<|S|A	ɔ	2.695
a	<|S|A	i	4.766
a	<|S|N	i	0.898
a	<|S|N	a	1.878
a	<|S|N	ɔ	2.695
a	<|S|N	ɐ	4.766
a	<|S|N_A	a	0.29
a	<|S|N_A	ɔ	3.017
a	<|S|R	i	1.28
a	<|S|R	ɐ	1.28
a	<|S|R	ɔ	2.695
a	F_<|S|	ɐ	1.28
a	F_<|S|	a	1.333
a	F_<|S|	ɔ	2.695
a	F_<|S|	i	4.766
a	F_<|S|>	ɐ	1.22
a	F_<|S|>	a	1.26
a	F_<|S|>	ɔ	3.017
a	F_<|S|>_A	ɐ	1.181
a	F_<|S|>_A	a	1.213
a	F_<|S|>_A	ɔ	3.28
a	F_<|S|A	ɐ	1.22
a	F_<|S|A	a	1.26
a	F_<|S|A	ɔ	3.017
a	F|S|	ɐ	1.387
a	F|S|	a	1.463
a	F|S|	ɔ	2.28
a	F|S|	i	4.35
a	F|S|>	ɐ	1.28
a	F|S|>	a	1.333
a	F|S|>	ɔ	2.695
a	F|S|>	i	4.766
a	F|S|>_A	ɐ	1.22
a	F|S|>_A	a	1.26
a	F|S|>_A	ɔ	3.017
a	F|S|A	ɐ	1.28
a	F|S|A	a	1.333
a	F|S|A	ɔ	2.695
a	F|S|A	i	4.766
a	|S|#	ɔ	2.28
a	|S|#	ɐ	3.602
a	|S|#	i	4.35
a	|S|>	ɔ	0.75
a	|S|>	i	2.82
a	|S|>	ɐ	3.022
a	|S|>	a	3.557
a	|S|>_A	a	0.775
a	|S|>_A	ɐ	2.157
a	|S|>_A	ɔ	2.695
a	|S|>_A	i	4.766
a	|S|>_N	i	0.898
a	|S|>_N	a	1.878
a	|S|>_N	ɔ	2.695
a	|S|>_N	ɐ	4.766
a	|S|>_N_A	a	0.29
a	|S|>_N_A	ɔ	3.017
a	|S|>_R	ɔ	1.548
a	|S|>_R	i	2.157
a	|S|>_R	ɐ	2.157
a	|S|A	a	0.918
a	|S|A	ɐ	2.213
a	|S|A	ɔ	2.28
a	|S|A	i	4.35
a	|S|N	i	1.019
a	|S|N	a	1.991
a	|S|N	ɔ	2.28
a	|S|N	ɐ	4.35
a	|S|N_A	a	0.373
a	|S|N_A	ɔ	2.695
a	|S|N_A	i	4.766
a	|S|N_A	ɐ	4.766
a	|S|R	ɔ	1.424
a	|S|R	i	2.213
a	|S|R	ɐ	2.213
a_r	<|S|	ɔ_r	0.0
a_r	<|S|<	ɔ_r	0.0
a_r	<|S|<_F	ɔ_r	0.0
a_r	<|S|F	ɔ_r	0.0
a_r	|S|<	ɔ_r	0.0
a_r	|S|<_F	ɔ_r	0.0
a_r	|S|F	ɔ_r	0.0
a_ˈ	<|S|	ɑ_ˈ	0.0
a_ˈ	<|S|#	ɑ_ˈ	0.0
a_ˈ	<|S|>	ɑ_ˈ	0.0
a_ˈ	<|S|>_A	ɑ_ˈ	0.0
a_ˈ	<|S|A	ɑ_ˈ	0.0
a_ˈ	|S|#	ɑ_ˈ	0.0
a_ˈ	|S|>	ɑ_ˈ	0.0
a_ˈ	|S|>_A	ɑ_ˈ	0.0
a_ˈ	|S|A	ɑ_ˈ	0.0
b	#|S|	b	0.0
b	#|S|<	b	0.0
b	#|S|<_F	b	0.0
b	#|S|F	b	0.0
b	>|S|	b	0.0
b	>|S|<	b	0.0
b	>|S|<_F	b	0.0
b	>|S|<_R	b	0.0
b	>|S|F	b	0.0
b	>|S|R	b	0.0
b	F_>|S|	b	0.0
b	F_>|S|<	b	0.0
b	F|S|	b	0.0
b	F|S|<	b	0.0
b	|S|<	b	0.0
b	|S|<_F	b	0.0
b	|S|<_R	b	0.0
b	|S|F	b	0.0
b	|S|R	b	0.0
bʲ	#|S|	b	0.492
bʲ	#|S|	bʲ	1.791
bʲ	#|S|<	b	0.515
bʲ	#|S|<	bʲ	1.737
bʲ	#|S|<_F	b	0.528
bʲ	#|S|<_F	bʲ	1.705
bʲ	#|S|F	b	0.515
bʲ	#|S|F	bʲ	1.737
bʲ	>|S|	b	0.1
bʲ	>|S|	bʲ	3.907
bʲ	>|S|<	b	0.074
bʲ	>|S|<	bʲ	4.322
bʲ	>|S|<_F	b	0.059
bʲ	>|S|<_F	bʲ	4.644
bʲ	>|S|F	b	0.074
bʲ	>|S|F	bʲ	4.322
bʲ	F_>|S|	b	0.074
bʲ	F_>|S|	bʲ	4.322
bʲ	F_>|S|<	b	0.059
bʲ	F_>|S|<	bʲ	4.644
bʲ	F|S|	b	0.1
bʲ	F|S|	bʲ	3.907
bʲ	F|S|<	b	0.074
bʲ	F|S|<	bʲ	4.322
bʲ	|S|<	b	0.322
bʲ	|S|<	bʲ	2.322
bʲ	|S|<_F	b	0.391
bʲ	|S|<_F	bʲ	2.074
bʲ	|S|F	b	0.383
bʲ	|S|F	bʲ	2.1
b̥	>|S|	b	0.0
b̥	>|S|#	b	0.0
b̥	F_>|S|	b	0.0
b̥	F_>|S|#	b	0.0
b̥	F|S|	b	0.0
b̥	F|S|#	b	0.0
b̥	|S|#	b	0.0
d	#|S|	d	0.0
d	#|S|<	d	0.0
d	#|S|<_F	d	0.0
d	#|S|F	d	0.0
d	>|S|	d	0.0
d	>|S|<	d	0.0
d	>|S|<_F	d	0.0
d	>|S|<_N	d	0.0
d	>|S|<_R	d	0.0
d	>|S|F	d	0.0
d	>|S|N	d	0.0
d	>|S|R	d	0.0
d	F_>|S|	d	0.0
d	F_>|S|<	d	0.0
d	F_>|S|<_F	d	0.0
d	F_>|S|F	d	0.0
d	F|S|	d	0.0
d	F|S|<	d	0.0
d	F|S|<_F	d	0.0
d	F|S|F	d	0.0
d	|S|<	d	0.0
d	|S|<_F	d	0.0
d	|S|<_N	d	0.0
d	|S|<_R	d	0.0
d	|S|F	d	0.0
d	|S|N	d	0.0
d	|S|R	d	0.0
d̥ʲ	>|S|	d	0.0
d̥ʲ	>|S|=	d	0.0
d̥ʲ	F_>|S|	d	0.0
d̥ʲ	F_>|S|=	d	0.0
d̥ʲ	F|S|	d	0.0
d̥ʲ	F|S|=	d	0.0
d̥ʲ	|S|=	d	0.0
e	<|S|	i	0.637
e	<|S|	ɛ	1.57
e	<|S|#	i	2.608
e	<|S|#	ɛ	3.541
e	<|S|>	i	0.608
e	<|S|>	ɛ	1.541
e	<|S|>_A	i	0.612
e	<|S|>_A	ɛ	1.533
e	<|S|>_N	i	0.375
e	<|S|>_N	ɛ	2.128
e	<|S|>_N_A	i	0.589
e	<|S|>_N_A	ɛ	1.577
e	<|S|>_R	ɛ	0.497
e	<|S|>_R	i	1.78
e	<|S|>_R_A	ɛ	0.706
e	<|S|>_R_A	i	1.369
e	<|S|A	i	0.612
e	<|S|A	ɛ	1.533
e	<|S|N	i	0.388
e	<|S|N	ɛ	2.084
e	<|S|N_A	i	0.589
e	<|S|N_A	ɛ	1.576
e	<|S|R	ɛ	0.544
e	<|S|R	i	1.671
e	<|S|R_A	ɛ	0.732
e	<|S|R_A	i	1.329
e	|S|#	i	2.193
e	|S|#	ɛ	3.126
e	|S|>	i	0.608
e	|S|>	ɛ	1.541
e	|S|>_A	i	0.612
e	|S|>_A	ɛ	1.533
e	|S|>_N	i	0.388
e	|S|>_N	ɛ	2.084
e	|S|>_N_A	i	0.589
e	|S|>_N_A	ɛ	1.576
e	|S|>_R	ɛ	0.544
e	|S|>_R	i	1.671
e	|S|>_R_A	ɛ	0.732
e	|S|>_R_A	i	1.329
e	|S|A	i	0.611
e	|S|A	ɛ	1.534
e	|S|N	i	0.411
e	|S|N	ɛ	2.012
e	|S|N_A	i	0.591
e	|S|N_A	ɛ	1.574
e	|S|R	ɛ	0.626
e	|S|R	i	1.506
e	|S|R_A	ɛ	0.771
e	|S|R_A	i	1.272
i	#|S|	-	0.497
i	#|S|	ɪ	2.263
i	#|S|	e	3.585
i	#|S|>	-	0.356
i	#|S|>	ɪ	2.678
i	#|S|>	e	4.0
i	#|S|>_N	-	0.278
i	#|S|>_N	ɪ	3.0
i	#|S|>_N	e	4.322
i	#|S|N	-	0.356
i	#|S|N	ɪ	2.678
i	#|S|N	e	4.0
i	<|S|	ɪ	0.736
i	<|S|	e	2.058
i	<|S|	-	3.628
i	<|S|#	e	1.193
i	<|S|#	ɪ	1.541
i	<|S|>	ɪ	0.281
i	<|S|>	-	3.126
i	<|S|>	e	4.0
i	<|S|>_A	ɪ	0.112
i	<|S|>_A	e	4.322
i	<|S|>_N	ɪ	0.464
i	<|S|>_N	-	2.152
i	<|S|>_N	e	4.322
i	<|S|>_N_A	ɪ	0.093
