Phone1	PhonEnv	Phone2	Surprisal
aɪ̯	#|S|	j_a	0.0
aɪ̯	#|S|>	j_a	0.0
aɪ̯	#|S|>_A	j_a	0.0
aɪ̯	#|S|A	j_a	0.0
aɪ̯	|S|>	j_a	0.0
aɪ̯	|S|>_A	j_a	0.0
aɪ̯	|S|A	j_a	0.0
aː	#|S|	-	0.0
aː	#|S|>	-	0.0
aː	#|S|>_A	-	0.0
aː	#|S|>_R	-	0.0
aː	#|S|>_R_A	-	0.0
aː	#|S|A	-	0.0
aː	#|S|R	-	0.0
aː	#|S|R_A	-	0.0
aː	<|S|	-	0.0
aː	<|S|>	-	0.0
aː	<|S|>_A	-	0.0
aː	<|S|>_R	-	0.0
aː	<|S|>_R_A	-	0.0
aː	<|S|A	-	0.0
aː	<|S|R	-	0.0
aː	<|S|R_A	-	0.0
aː	|S|>	-	0.0
aː	|S|>_A	-	0.0
aː	|S|>_R	-	0.0
aː	|S|>_R_A	-	0.0
aː	|S|A	-	0.0
aː	|S|R	-	0.0
aː	|S|R_A	-	0.0
aː_̌	<|S|	ɔ	0.0
aː_̌	<|S|>	ɔ	0.0
aː_̌	<|S|>_A	ɔ	0.0
aː_̌	<|S|A	ɔ	0.0
aː_̌	|S|>	ɔ	0.0
aː_̌	|S|>_A	ɔ	0.0
aː_̌	|S|A	ɔ	0.0
b	#|S|	b	0.526
b	#|S|	bʲ	1.71
b	#|S|<	b	0.541
b	#|S|<	bʲ	1.678
b	#|S|<_F	bʲ	0.234
b	#|S|<_F	b	2.737
b	#|S|F	bʲ	0.3
b	#|S|F	b	2.415
b	>|S|	b	0.126
b	>|S|	bʲ	3.585
b	>|S|<	b	0.093
b	>|S|<	bʲ	4.0
b	>|S|<_R	b	0.074
b	>|S|<_R	bʲ	4.322
b	>|S|R	b	0.093
b	>|S|R	bʲ	4.0
b	F_>|S|	b	0.093
b	F_>|S|	bʲ	4.0
b	F_>|S|<	b	0.074
b	F_>|S|<	bʲ	4.322
b	F_>|S|<_R	b	0.061
b	F_>|S|<_R	bʲ	4.585
b	F_>|S|R	b	0.074
b	F_>|S|R	bʲ	4.322
b	F|S|	b	0.126
b	F|S|	bʲ	3.585
b	F|S|<	b	0.093
b	F|S|<	bʲ	4.0
b	F|S|<_R	b	0.074
b	F|S|<_R	bʲ	4.322
b	F|S|R	b	0.093
b	F|S|R	bʲ	4.0
b	|S|<	b	0.415
b	|S|<	bʲ	2.0
b	|S|<_F	bʲ	0.3
b	|S|<_F	b	2.415
b	|S|<_R	b	0.093
b	|S|<_R	bʲ	4.0
b	|S|F	bʲ	0.415
b	|S|F	b	2.0
b	|S|R	b	0.126
b	|S|R	bʲ	3.585
bʲ	#|S|	b	0.263
bʲ	#|S|<	b	0.3
bʲ	#|S|<_F	b	0.322
bʲ	#|S|F	b	0.3
bʲ	|S|<	b	0.263
bʲ	|S|<_F	b	0.3
bʲ	|S|F	b	0.263
d	#|S|	d	0.17
d	#|S|	d̥	3.17
d	#|S|<	d	0.126
d	#|S|<	d̥	3.585
d	>|S|	d	0.848
d	>|S|	d̥	1.17
d	>|S|<	d	0.885
d	>|S|<	d̥	1.126
d	>|S|<_R	d	0.1
d	>|S|<_R	d̥	3.907
d	>|S|R	d	0.126
d	>|S|R	d̥	3.585
d	F_>|S|	d̥	0.263
d	F_>|S|	d	2.585
d	F_>|S|<	d̥	0.206
d	F_>|S|<	d	2.907
d	F|S|	d̥	0.363
d	F|S|	d	2.17
d	F|S|<	d̥	0.263
d	F|S|<	d	2.585
d	|S|<	d	0.585
d	|S|<	d̥	1.585
d	|S|<_R	d	0.126
d	|S|<_R	d̥	3.585
d	|S|R	d	0.17
d	|S|R	d̥	3.17
d_ɐ	>|S|	d̥	0.0
d_ɐ	>|S|>	d̥	0.0
d_ɐ	F_>|S|	d̥	0.0
d_ɐ	F_>|S|>	d̥	0.0
d_ɐ	F|S|	d̥	0.0
d_ɐ	F|S|>	d̥	0.0
d_ɐ	|S|>	d̥	0.0
dʲ	#|S|	ʑ	0.0
dʲ	#|S|<	ʑ	0.0
dʲ	#|S|<_F	ʑ	0.0
dʲ	#|S|F	ʑ	0.0
dʲ	=|S|	ʑ	1.585
dʲ	=|S|<	ʑ	2.0
dʲ	=|S|<_F	ʑ	2.322
dʲ	=|S|F	ʑ	2.0
dʲ	>|S|	ʑ	0.0
dʲ	>|S|<	ʑ	0.0
dʲ	>|S|<_F	ʑ	0.0
dʲ	>|S|F	ʑ	0.0
dʲ	F_>|S|	ʑ	0.0
dʲ	F_>|S|<	ʑ	0.0
dʲ	F_>|S|<_F	ʑ	0.0
dʲ	F_>|S|F	ʑ	0.0
dʲ	F|S|	ʑ	0.0
dʲ	F|S|<	ʑ	0.0
dʲ	F|S|<_F	ʑ	0.0
dʲ	F|S|F	ʑ	0.0
dʲ	|S|<	ʑ	0.263
dʲ	|S|<_F	ʑ	0.3
dʲ	|S|F	ʑ	0.263
eː	<|S|	a	0.515
eː	<|S|	ɪ	1.737
eː	<|S|#	a	0.112
eː	<|S|#	ɪ	3.737
eː	<|S|>	ɪ	0.65
eː	<|S|>	a	1.464
eː	<|S|>_A	a	0.889
eː	<|S|>_A	ɪ	1.12
eː	<|S|>_F	ɪ	0.218
eː	<|S|>_F	a	2.837
eː	<|S|>_F_A	ɪ	0.179
eː	<|S|>_F_A	a	3.1
eː	<|S|>_N	a	0.089
eː	<|S|>_N	ɪ	4.059
eː	<|S|>_N_A	a	0.074
eː	<|S|>_N_A	ɪ	4.322
eː	<|S|>_R	ɪ	0.218
eː	<|S|>_R	a	2.837
eː	<|S|A	a	0.862
eː	<|S|A	ɪ	1.152
eː	<|S|F	ɪ	0.278
eː	<|S|F	a	2.515
eː	<|S|F_A	ɪ	0.218
eː	<|S|F_A	a	2.837
eː	<|S|N	a	0.112
eː	<|S|N	ɪ	3.737
eː	<|S|N_A	a	0.089
eː	<|S|N_A	ɪ	4.059
eː	<|S|R	ɪ	0.278
eː	<|S|R	a	2.515
eː	|S|#	a	0.152
eː	|S|#	ɪ	3.322
eː	|S|>	ɪ	0.737
eː	|S|>	a	1.322
eː	|S|>_A	a	0.862
eː	|S|>_A	ɪ	1.152
eː	|S|>_F	ɪ	0.278
eː	|S|>_F	a	2.515
eː	|S|>_F_A	ɪ	0.218
eː	|S|>_F_A	a	2.837
eː	|S|>_N	a	0.112
eː	|S|>_N	ɪ	3.737
eː	|S|>_N_A	a	0.089
eː	|S|>_N_A	ɪ	4.059
eː	|S|>_R	ɪ	0.278
eː	|S|>_R	a	2.515
eː	|S|A	a	0.819
