Phone1	Phone2	Surprisal
a	a	0.67
a	ə	2.077
a	-	2.893
a_ð	ə_t	0.0
b	v	1.3
b	b	1.424
b	j	2.176
d	d	0.963
d	ʣ	1.711
d	i	2.463
e	i	0.466
e	-	3.353
e	u	3.608
e	r_i	4.376
e	r_u	4.376
e_h	f	0.0
e_s	s	0.0
h	f	0.717
h	ç	1.352
i	-	0.0
j	-	0.553
j	ʃ	1.651
j_r	t	0.0
j_t	p_t	0.0
j_ˈe	ˈe	0.0
k	k	0.156
k	ʦ	3.285
k_a	k	0.0
l	-	1.353
l	ʎ	1.668
l	l	1.767
m	m	0.363
m	ɲ	2.17
m_i	m	0.0
mː	ə_m	0.0
n	n	0.0
p	p	0.309
p	k	2.373
p_ˈɛ	k_e̯ˈa	0.0
r	r	0.206
r	r_n	2.908
s	s	0.506
s	ʃ	2.302
s	i	4.24
s	ʦ	4.638
t	t	0.63
t	p_t	3.26
t	-	3.549
t	l_t	3.549
t	l	3.672
u	u	0.265
u	ˈo	2.577
w	-	0.752
w	w	2.586
w	r	3.05
w	ˈo	3.07
w_r	v_r	0.0
y	u	0.0
z	ʦ	0.669
z	-	1.431
z_ˈa	j	0.0
ð	t	1.022
ð	d_e̯ˈa	1.816
ð	d	2.161
ŋ	n	0.827
ŋ	-	2.012
ŋ	n_e	2.41
ɔ	ə	0.309
ɔ	n_ə	2.882
ɔ	i	4.135
ɡ	ɡ	0.572
ɡ	-	1.612
ɣ	k	0.71
ɣ	ɡ	1.363
ɲ	-	0.774
ɲ	ɲ	1.268
ɾ	r	0.089
ɾ	-	4.066
ʃ	t	0.0
ʎ	ʎ	0.731
ʎ	n	1.331
ʎ_ɔ	ʎ_i	0.0
ʒ	ʣ	1.18
ʒ	ʤ	1.268
ʒ	j	2.801
ʤ	k_a	0.0
ʦ	ʦ	0.0
ˈa	ˈa	0.857
ˈa	ˈɨ	1.598
ˈa	e̯ˈa	4.496
ˈa	o̯ˈa	4.496
ˈa	-	5.116
ˈe	e̯ˈa	1.358
ˈe	-	1.975
ˈe	ˈi	2.054
ˈe	ˈe	3.123
ˈe_w	w	0.0
ˈi	ˈi	0.121
ˈi	ˈə	3.64
ˈo	o̯ˈa	0.0
ˈu	ˈu	0.39
ˈu	o̯ˈa	3.039
ˈu	-	3.91
ˈu	ˈu_k	4.361
ˈy	ˈu	0.0
ˈɔ	ˈo	0.369
ˈɔ	o̯ˈa	2.147
ˈɛ	ˈa	1.351
ˈɛ	ˈe	1.355
ˈɛ	e̯ˈa	2.743
ˈɛ	-	3.887
β	r	0.881
β	-	1.536
β	b	3.156
