Phone1	PhonEnv	Phone2	Surprisal	OOV_Smoothed
a	#|S|>	a	0.7657192845709397	5.061110194645857
a	#|S|>	-	3.8966641273902054	5.061110194645857
a	#|S|>	e	4.013753225797199	5.061110194645857
a	#|S|>	ɐ	4.4939220045315675	5.061110194645857
a	#|S|>	ɜ	4.946303871406014	5.061110194645857
a	#|S|>_N	a	2.060415199871071	5.061110194645857
a	#|S|>_R	a	0.4543176022007764	5.061110194645857
a	#|S|>_R	-	3.4630846946558824	5.061110194645857
a	<|S|#	ɐ	1.1126833617624883	5.061110194645857
a	<|S|#	ɜ	2.008295914552762	5.061110194645857
a	<|S|#	ɞ	2.2822827430734782	5.061110194645857
a	<|S|#	-	4.928995741633432	5.061110194645857
a	<|S|>	a	0.70503140956636	5.061110194645857
a	<|S|>	e	3.1506277151551654	5.061110194645857
a	<|S|>	ɜ	4.0855913558013555	5.061110194645857
a	<|S|>	-	4.2821628127499265	5.061110194645857
a	<|S|>	ɐ	4.4939220045315675	5.061110194645857
a	<|S|>_N	a	0.5693447741384855	5.061110194645857
a	<|S|>_N	-	3.580028735427099	5.061110194645857
a	<|S|>_R	a	0.05948965666164124	5.061110194645857
a	F_<|S|#	ɐ	1.279254163178757	5.061110194645857
a	F_<|S|#	ɜ	2.6740432958874347	5.061110194645857
b	#|S|<	v	1.0258378816460008	5.061110194645857
b	#|S|<	b	2.1237180071235877	5.061110194645857
b	#|S|<	ʤ	2.8673425558336088	5.061110194645857
b	#|S|<	ɡ	4.071631587023216	5.061110194645857
b	#|S|<	-	4.6305129846086	5.061110194645857
b	#|S|<_F	v	0.8324280512816828	5.061110194645857
b	#|S|<_F	ʤ	2.1730026019540016	5.061110194645857
b	#|S|<_F	b	2.9596360324976687	5.061110194645857
b	#|S|<_R	v	2.048054797943396	5.061110194645857
b	>|S|<	v	2.9602809124930918	5.061110194645857
b	>|S|<	-	3.227273555274779	5.061110194645857
b	>|S|<	b	3.3530784841404424	5.061110194645857
b	>|S|<	k	3.5628475614146526	5.061110194645857
b	>|S|<	ɡ	3.9935105393918193	5.061110194645857
b	>|S|<	β	4.344534420869893	5.061110194645857
b	>|S|<_F	v	3.2208439391485397	5.061110194645857
b	>|S|<_F	b	3.3502845082692443	5.061110194645857
b	>|S|<_F	k	3.3788283902207557	5.061110194645857
b	>|S|<_F	-	3.772770555687699	5.061110194645857
b	>|S|<_F	ɡ	3.9765020862615845	5.061110194645857
b	>|S|<_F	β	4.377444786738585	5.061110194645857
b	F_>|S|<	-	3.0635012021645123	5.061110194645857
d	#|S|<	d	0.0127081025957436	5.061110194645857
d	#|S|<_F	d	0.005049644209661628	5.061110194645857
