ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Loan	Comment	Source
Macedonian	Macedonian			PLOUGH_NOUN	рало	rˈaɫo	r ˈa ɫ o		PLOUGH_NOUN_1			
Štokavian	Štokavian			PLOUGH_NOUN	rȁlo	râlo	r â l o		PLOUGH_NOUN_1			
Slovenian	Slovenian			PLOUGH_NOUN	rálo	ràːlɔ	r àː l ɔ		PLOUGH_NOUN_1			
Slovak	Slovak			PLOUGH_NOUN	radlo	rˈadɫɔ	r ˈa d ɫ ɔ		PLOUGH_NOUN_1			
Czech	Czech			PLOUGH_NOUN	rádlo	rˈaːdlo	r ˈaː d l o		PLOUGH_NOUN_1			
Upper Sorbian	Upper Sorbian			PLOUGH_NOUN	radło	ʀˈadwɔ	ʀ ˈa d w ɔ		PLOUGH_NOUN_1			
Lower Sorbian	Lower Sorbian			PLOUGH_NOUN	radło	rˈadwɔ	r ˈa d w ɔ		PLOUGH_NOUN_1			
Polish	Polish			PLOUGH_NOUN	radło	rˈadwɔ	r ˈa d w ɔ		PLOUGH_NOUN_1			
Kashubian	Kashubian			PLOUGH_NOUN	redło	rˈɛdwɔ	r ˈɛ d w ɔ		PLOUGH_NOUN_1			
Ukrainian	Ukrainian			PLOUGH_NOUN	рало	rˈɑɫɔ	r ˈɑ ɫ ɔ		PLOUGH_NOUN_1			
Belarusian	Belarusian			PLOUGH_NOUN	рала	rˈaɫa	r ˈa ɫ a		PLOUGH_NOUN_1			
Russian	Russian			PLOUGH_NOUN	рало	rˈaɫə	r ˈa ɫ ə		PLOUGH_NOUN_1			
Proto-Balto-Slavic	Proto-Balto-Slavic			EIGHT_NUM	aśtṓ	asʲtóː	a sʲ t óː		EIGHT_NUM_1			
Lithuanian	Lithuanian			EIGHT_NUM	aštuonì	ɐʃtuə̯nʲˈɪ	ɐ ʃ t uə̯ nʲ ˈɪ		EIGHT_NUM_1			
Latvian	Latvian			EIGHT_NUM	astoņi	ˈastuɔ̯ɲi	ˈa s t uɔ̯ ɲ i		EIGHT_NUM_1			
Proto-Slavic	Proto-Slavic			EIGHT_NUM	òsmь	ǒsmĭ	ǒ s m ĭ		EIGHT_NUM_1			
Old Church Slavonic	Old Church Slavonic			EIGHT_NUM	осмь	ˈɔsmɪ	ˈɔ s m ɪ		EIGHT_NUM_1			
Bulgarian	Bulgarian			EIGHT_NUM	осем	ˈɔsɛm	ˈɔ s ɛ m		EIGHT_NUM_1			
Macedonian	Macedonian			EIGHT_NUM	осум	ˈosum	ˈo s u m		EIGHT_NUM_1			
Štokavian	Štokavian			EIGHT_NUM	ȍsam	ôsam	ô s a m		EIGHT_NUM_1			
Čakavian	Čakavian			EIGHT_NUM	ȍsan	ôsan	ô s a n		EIGHT_NUM_1			
Slovenian	Slovenian			EIGHT_NUM	ọ́səm	òːsəm	òː s ə m		EIGHT_NUM_1			
Slovak	Slovak			EIGHT_NUM	osem	ˈɔsɛm	ˈɔ s ɛ m		EIGHT_NUM_1			
Czech	Czech			EIGHT_NUM	osm	ˈosm̩	ˈo s m̩		EIGHT_NUM_1			
Upper Sorbian	Upper Sorbian			EIGHT_NUM	wósom	βosˈɔm	β o s ˈɔ m		EIGHT_NUM_1			
Lower Sorbian	Lower Sorbian			EIGHT_NUM	wósym	vˈɛsɨm	v ˈɛ s ɨ m		EIGHT_NUM_1			
Polish	Polish			EIGHT_NUM	osiem	ˈɔɕɛm	ˈɔ ɕ ɛ m		EIGHT_NUM_1			
Kashubian	Kashubian			EIGHT_NUM	òsmë	u̯ˈɛsmə	u̯ˈɛ s m ə		EIGHT_NUM_1			
Ukrainian	Ukrainian			EIGHT_NUM	вісім	ʋʲˈisʲim	ʋʲ ˈi sʲ i m		EIGHT_NUM_1			
Belarusian	Belarusian			EIGHT_NUM	восем	vˈosʲem	v ˈo sʲ e m		EIGHT_NUM_1			
Russian	Russian			EIGHT_NUM	восемь	vˈosʲɪmʲ	v ˈo sʲ ɪ mʲ		EIGHT_NUM_1			
Proto-Balto-Slavic	Proto-Balto-Slavic			WHITE_ADJ	bálˀtas	bálˀtas	b á lˀ t a s		WHITE_ADJ_1			
Lithuanian	Lithuanian			WHITE_ADJ	báltas	bâːɫtɐs	b âː ɫ t ɐ s		WHITE_ADJ_1			
Latvian	Latvian			WHITE_ADJ	balts	bˈalts	b ˈa l t s		WHITE_ADJ_1			
Proto-Slavic	Proto-Slavic			WHITE_ADJ	bě̃lъ	bɛ̌ːlŭ	b ɛ̌ː l ŭ		WHITE_ADJ_1			
Old Church Slavonic	Old Church Slavonic			WHITE_ADJ	бѣлъ	bˈælʊ	b ˈæ l ʊ		WHITE_ADJ_1			
Bulgarian	Bulgarian			WHITE_ADJ	бял	bʲˈaɫ	bʲ ˈa ɫ		WHITE_ADJ_1			
Macedonian	Macedonian			WHITE_ADJ	бел	bˈɛɫ	b ˈɛ ɫ		WHITE_ADJ_1			
Štokavian	Štokavian			WHITE_ADJ	bijȇl	bjêːl	b j êː l		WHITE_ADJ_1			
Čakavian	Čakavian			WHITE_ADJ	bĩl	bǐːl	b ǐː l		WHITE_ADJ_1			
Čakavian	Čakavian			WHITE_ADJ	bĩ	bǐː	b ǐː		WHITE_ADJ_1			
Slovenian	Slovenian			WHITE_ADJ	bẹ́ł	bèːw	b èː w		WHITE_ADJ_1			
Čakavian (Istria)	Čakavian (Istria)			WHITE_ADJ		bjêl	b j ê l		WHITE_ADJ_1			
Čakavian (Burgenland)	Čakavian (Burgenland)			WHITE_ADJ		bjêl	b j ê l		WHITE_ADJ_1			
Kajkavian	Kajkavian			WHITE_ADJ		bejl	b e j l		WHITE_ADJ_1			
Proto-Balto-Slavic	Proto-Balto-Slavic			BEE_NOUN	bitē	biteː	b i t eː		BEE_NOUN_1			
Lithuanian	Lithuanian			BEE_NOUN	bìtė	bʲˈɪtʲe	bʲ ˈɪ tʲ e		BEE_NOUN_1			
Latvian	Latvian			BEE_NOUN	bite	bˈitɛ	b ˈi t ɛ		BEE_NOUN_1			
Proto-Slavic	Proto-Slavic			BEE_NOUN	bьčelà	bĭʧelǎ	b ĭ ʧ e l ǎ		BEE_NOUN_1			
Old Church Slavonic	Old Church Slavonic			BEE_NOUN	бъчела	bʊʧˈɛlɑ	b ʊ ʧ ˈɛ l ɑ		BEE_NOUN_1			
Bulgarian	Bulgarian			BEE_NOUN	пчела	pʧɛɫˈa	p ʧ ɛ ɫ ˈa		BEE_NOUN_1			
Macedonian	Macedonian			BEE_NOUN	пчела	pʧˈɛɫa	p ʧ ˈɛ ɫ a		BEE_NOUN_1			
Štokavian	Štokavian			BEE_NOUN	pčèla	pʧěla	p ʧ ě l a		BEE_NOUN_1			
Čakavian	Čakavian			BEE_NOUN	čȅla	ʧêla	ʧ ê l a		BEE_NOUN_1			
Slovak	Slovak			BEE_NOUN	včela	 fʧˈɛɫa	f ʧ ˈɛ ɫ a		BEE_NOUN_1			
Czech	Czech			BEE_NOUN	včela	 fʧˈɛla	f ʧ ˈɛ l a		BEE_NOUN_1			
Upper Sorbian	Upper Sorbian			BEE_NOUN	pčoła	pʧˈɔwa	p ʧ ˈɔ w a		BEE_NOUN_1			
Lower Sorbian	Lower Sorbian			BEE_NOUN	coła	ʦˈɔwa	ʦ ˈɔ w a		BEE_NOUN_1			
Polish	Polish			BEE_NOUN	pszczoła	pʂʈ͡ʂˈɔwa	p ʂ ʈ͡ʂ ˈɔ w a		BEE_NOUN_1			
Kashubian	Kashubian			BEE_NOUN	pszczoła	pʃʧˈɔwa	p ʃ ʧ ˈɔ w a		BEE_NOUN_1			
Ukrainian	Ukrainian			BEE_NOUN	бджола	bʤɔɫˈa	b ʤ ɔ ɫ ˈa		BEE_NOUN_1			
Belarusian	Belarusian			BEE_NOUN	пчала	pʧaɫˈa	p ʧ a ɫ ˈa		BEE_NOUN_1			
Russian	Russian			BEE_NOUN	пчела	pʨɪɫˈa	p ʨ ɪ ɫ ˈa		BEE_NOUN_1			
Proto-Balto-Slavic	Proto-Balto-Slavic			GOD_NOUN	deiwás	dei̯wás	d ei̯ w á s		GOD_NOUN_1			
Lithuanian	Lithuanian			GOD_NOUN	diẽvas	dʲǐə̯vɐs	dʲ ǐə̯ v ɐ s		GOD_NOUN_1			
Latvian	Latvian			GOD_NOUN	dievs	dˈiɛ̯ws	d ˈiɛ̯ w s		GOD_NOUN_1			
Proto-Balto-Slavic	Proto-Balto-Slavic			TREE_NOUN	dérwa	dérwa	d é r w a		TREE_NOUN_1			
Proto-Slavic	Proto-Slavic			TREE_NOUN	dȇrvo	dêːrvo	d êː r v o		TREE_NOUN_1			
Old Church Slavonic	Old Church Slavonic			TREE_NOUN	дрѣво	drˈævɔ	d r ˈæ v ɔ		TREE_NOUN_1			
Čakavian	Čakavian			TREE_NOUN	drȋvo	drîːʋo	d r îː ʋ o		TREE_NOUN_1			
Slovenian	Slovenian			TREE_NOUN	drevọ̑	dreʋóː	d r e ʋ óː		TREE_NOUN_1			
Slovak	Slovak			TREE_NOUN	drevo	drˈɛʋɔ	d r ˈɛ ʋ ɔ		TREE_NOUN_1			
Czech	Czech			TREE_NOUN	dřevo	dr̝ˈɛvo	d r̝ ˈɛ v o		TREE_NOUN_1			
Upper Sorbian	Upper Sorbian			TREE_NOUN	drjewo	dʀʲˈɛβɔ	d ʀʲ ˈɛ β ɔ		TREE_NOUN_1			
Lower Sorbian	Lower Sorbian			TREE_NOUN	drjewo	drʲˈevɔ	d rʲ ˈe v ɔ		TREE_NOUN_1			
Polish	Polish			TREE_NOUN	drzewo	dʐˈɛvɔ	d ʐ ˈɛ v ɔ		TREE_NOUN_1			
Kashubian	Kashubian			TREE_NOUN	drzéwò	dʐˈevu̯ɛ	d ʐ ˈe v u̯ɛ		TREE_NOUN_1			
Ukrainian	Ukrainian			TREE_NOUN	дерево	dˈɛrɛwɔ	d ˈɛ r ɛ w ɔ		TREE_NOUN_1			
Belarusian	Belarusian			TREE_NOUN	дзерава	ʣʲˈerava	ʣʲ ˈe r a v a		TREE_NOUN_1			
Russian	Russian			TREE_NOUN	дерево	dʲˈerʲɪvə	dʲ ˈe rʲ ɪ v ə		TREE_NOUN_1			
Čakavian (Istria)	Čakavian (Istria)			TREE_NOUN		drjêvɔ	d r j ê v ɔ		TREE_NOUN_1			
Čakavian (Cres)	Čakavian (Cres)			TREE_NOUN		drêːvɔ	d r êː v ɔ		TREE_NOUN_1			
Kajkavian	Kajkavian			TREE_NOUN		drˈejvɔ	d r ˈe j v ɔ		TREE_NOUN_1			
Proto-Balto-Slavic	Proto-Balto-Slavic			TEN_NUM	déśimt	désʲimt	d é sʲ i m t		TEN_NUM_1			
Lithuanian	Lithuanian			TEN_NUM	dẽšimt	dʲæ̌ːɕɪmt	dʲ æ̌ː ɕ ɪ m t		TEN_NUM_1			
Latvian	Latvian			TEN_NUM	desmit	dˈɛsmit	d ˈɛ s m i t		TEN_NUM_1			
Old Prussian	Old Prussian			TEN_NUM	dessempts	desempts	d e s e m p t s		TEN_NUM_1			
Proto-Slavic	Proto-Slavic			TEN_NUM	dȅsętь	dêsẽtĭ	d ê s ẽ t ĭ		TEN_NUM_1			
Old Church Slavonic	Old Church Slavonic			TEN_NUM	десѧть	dˈɛsɛ̃tɪ	d ˈɛ s ɛ̃ t ɪ		TEN_NUM_1			
Bulgarian	Bulgarian			TEN_NUM	десет	dˈɛsɛt	d ˈɛ s ɛ t		TEN_NUM_1			
Macedonian	Macedonian			TEN_NUM	десет	dˈɛsɛt	d ˈɛ s ɛ t		TEN_NUM_1			
Štokavian	Štokavian			TEN_NUM	dȅsēt	dêseːt	d ê s eː t		TEN_NUM_1			
Čakavian	Čakavian			TEN_NUM	dȅset	dêset	d ê s e t		TEN_NUM_1			
Slovenian	Slovenian			TEN_NUM	desẹ̑t	deséːt	d e s éː t		TEN_NUM_1			
Slovak	Slovak			TEN_NUM	desať	ɟˈɛsac	ɟ ˈɛ s a c		TEN_NUM_1			
Czech	Czech			TEN_NUM	deset	dˈɛsɛt	d ˈɛ s ɛ t		TEN_NUM_1			
Upper Sorbian	Upper Sorbian			TEN_NUM	dźesać	ʤesˈaʧ	ʤ e s ˈa ʧ		TEN_NUM_1			
Lower Sorbian	Lower Sorbian			TEN_NUM	źaseś	ʑˈaseɕ	ʑ ˈa s e ɕ		TEN_NUM_1			
Polish	Polish			TEN_NUM	dziesięć	ʥˈɛɕɛɲʨ	ʥ ˈɛ ɕ ɛ ɲ ʨ		TEN_NUM_1			
Kashubian	Kashubian			TEN_NUM	dzesãc	ʣˈɛsaŋʦ	ʣ ˈɛ s a ŋ ʦ		TEN_NUM_1			
Ukrainian	Ukrainian			TEN_NUM	десять	dˈɛsʲɐtʲ	d ˈɛ sʲ ɐ tʲ		TEN_NUM_1			
Belarusian	Belarusian			TEN_NUM	дзесяць	ʣʲˈesʲæʦʲ	ʣʲ ˈe sʲ æ ʦʲ		TEN_NUM_1			
Russian	Russian			TEN_NUM	десять	dʲˈesʲɪtʲ	dʲ ˈe sʲ ɪ tʲ		TEN_NUM_1			
Proto-Balto-Slavic	Proto-Balto-Slavic			LONG_ADJ	dílˀgas	dílˀɡas	d í lˀ ɡ a s		LONG_ADJ_1			
Lithuanian	Lithuanian			LONG_ADJ	ìlgas	ˈɪɫɡɐs	ˈɪ ɫ ɡ ɐ s		LONG_ADJ_1			
Latvian	Latvian			LONG_ADJ	ilgs	ˈilɡ̊s	ˈi l ɡ̊ s		LONG_ADJ_1			
Proto-Slavic	Proto-Slavic			LONG_ADJ	dь̀lgъ	dĭˀlɡŭ	d ĭˀ l ɡ ŭ		LONG_ADJ_1			
Old Church Slavonic	Old Church Slavonic			LONG_ADJ	дльгъ	dlˈɪɡʊ	d l ˈɪ ɡ ʊ		LONG_ADJ_1			
Bulgarian	Bulgarian			LONG_ADJ	дълъг	dˈɤɫɐɡ̊	d ˈɤ ɫ ɐ ɡ̊		LONG_ADJ_1			
Macedonian	Macedonian			LONG_ADJ	долг	dˈoɫɡ̊	d ˈo ɫ ɡ̊		LONG_ADJ_1			
Štokavian	Štokavian			LONG_ADJ	dȕg	dûɡ	d û ɡ		LONG_ADJ_1			
Čakavian	Čakavian			LONG_ADJ	dȕg	dûɡ̊	d û ɡ̊		LONG_ADJ_1			
Slovenian	Slovenian			LONG_ADJ	dȏlg	dɔ́ːwɡ̊	d ɔ́ː w ɡ̊		LONG_ADJ_1			
Čakavian (Istria)	Čakavian (Istria)			LONG_ADJ		dǔːx	d ǔː x		LONG_ADJ_1			
Čakavian (Burgenland)	Čakavian (Burgenland)			LONG_ADJ		dˈuʒiʧak	d ˈu ʒ i ʧ a k		LONG_ADJ_1			
Proto-Balto-Slavic	Proto-Balto-Slavic			TWO_NUM	duwō	duwoː	d u w oː		TWO_NUM_1			
Lithuanian	Lithuanian			TWO_NUM	dù	dˈʊ	d ˈʊ		TWO_NUM_1			
Latvian	Latvian			TWO_NUM	divi	dˈivi	d ˈi v i		TWO_NUM_1			
Proto-Slavic	Proto-Slavic			TWO_NUM	dъ̏va	dŭ̂va	d ŭ̂ v a		TWO_NUM_1			
Old Church Slavonic	Old Church Slavonic			TWO_NUM	дъва	dˈʊvɑ	d ˈʊ v ɑ		TWO_NUM_1			
Bulgarian	Bulgarian			TWO_NUM	два	dvˈa	d v ˈa		TWO_NUM_1			
Macedonian	Macedonian			TWO_NUM	два	dvˈa	d v ˈa		TWO_NUM_1			
Štokavian	Štokavian			TWO_NUM	dvȃ	dʋâː	d ʋ âː		TWO_NUM_1			
Čakavian	Čakavian			TWO_NUM	dvȃ	dʋâː	d ʋ âː		TWO_NUM_1			
Slovenian	Slovenian			TWO_NUM	dvȃ	dʋáː	d ʋ áː		TWO_NUM_1			
Slovak	Slovak			TWO_NUM	dva	dʋˈa	d ʋ ˈa		TWO_NUM_1			
Czech	Czech			TWO_NUM	dva	dvˈa	d v ˈa		TWO_NUM_1			
Upper Sorbian	Upper Sorbian			TWO_NUM	dwaj	dβˈaj	d β ˈa j		TWO_NUM_1			
Lower Sorbian	Lower Sorbian			TWO_NUM	dwa	dvˈa	d v ˈa		TWO_NUM_1			
Polish	Polish			TWO_NUM	dwa	dvˈa	d v ˈa		TWO_NUM_1			
Kashubian	Kashubian			TWO_NUM	dwa	dvˈa	d v ˈa		TWO_NUM_1			
Ukrainian	Ukrainian			TWO_NUM	два	dʋˈɑ	d ʋ ˈɑ		TWO_NUM_1			
Belarusian	Belarusian			TWO_NUM	два	dvˈa	d v ˈa		TWO_NUM_1			
Russian	Russian			TWO_NUM	два	dvˈa	d v ˈa		TWO_NUM_1			
Čakavian (Istria)	Čakavian (Istria)			TWO_NUM		dvâː	d v âː		TWO_NUM_1			
Čakavian (Cres)	Čakavian (Cres)			TWO_NUM		dvâː	d v âː		TWO_NUM_1			
Čakavian (Burgenland)	Čakavian (Burgenland)			TWO_NUM		dvǎː	d v ǎː		TWO_NUM_1			
Kajkavian	Kajkavian			TWO_NUM		dvaː	d v aː		TWO_NUM_1			
Proto-Balto-Slavic	Proto-Balto-Slavic			SMOKE_NOUN	dū́ˀmas	dúːˀmas	d úːˀ m a s		SMOKE_NOUN_1			
Lithuanian	Lithuanian			SMOKE_NOUN	dū́mas	dûːmɐs	d ûː m ɐ s		SMOKE_NOUN_1			
Latvian	Latvian			SMOKE_NOUN	dūmi	dˈuːmi	d ˈuː m i		SMOKE_NOUN_1			
Proto-Slavic	Proto-Slavic			SMOKE_NOUN	dỳmъ	dɨˀmŭ	d ɨˀ m ŭ		SMOKE_NOUN_1			
Old Church Slavonic	Old Church Slavonic			SMOKE_NOUN	дꙑмъ	dˈɯmʊ	d ˈɯ m ʊ		SMOKE_NOUN_1			
Bulgarian	Bulgarian			SMOKE_NOUN	дим	dˈim	d ˈi m		SMOKE_NOUN_1			
Macedonian	Macedonian			SMOKE_NOUN	дим	dˈim	d ˈi m		SMOKE_NOUN_1			
Štokavian	Štokavian			SMOKE_NOUN	dȉm	dîm	d î m		SMOKE_NOUN_1			
Čakavian	Čakavian			SMOKE_NOUN	dĩm	dǐːm	d ǐː m		SMOKE_NOUN_1			
Slovenian	Slovenian			SMOKE_NOUN	dȉm	dím	d í m		SMOKE_NOUN_1			
Slovak	Slovak			SMOKE_NOUN	dym	dˈim	d ˈi m		SMOKE_NOUN_1			
Czech	Czech			SMOKE_NOUN	dým	dˈiːm	d ˈiː m		SMOKE_NOUN_1			
Upper Sorbian	Upper Sorbian			SMOKE_NOUN	dym	dˈɪm	d ˈɪ m		SMOKE_NOUN_1			
Lower Sorbian	Lower Sorbian			SMOKE_NOUN	dym	dˈɨm	d ˈɨ m		SMOKE_NOUN_1			
Polish	Polish			SMOKE_NOUN	dym	dˈɨm	d ˈɨ m		SMOKE_NOUN_1			
Kashubian	Kashubian			SMOKE_NOUN	dim	dˈim	d ˈi m		SMOKE_NOUN_1			
Ukrainian	Ukrainian			SMOKE_NOUN	дим	dˈɪm	d ˈɪ m		SMOKE_NOUN_1			
Belarusian	Belarusian			SMOKE_NOUN	дым	dˈɨm	d ˈɨ m		SMOKE_NOUN_1			
Russian	Russian			SMOKE_NOUN	дым	dˈɨm	d ˈɨ m		SMOKE_NOUN_1			
Čakavian (Istria)	Čakavian (Istria)			SMOKE_NOUN		dǐːm	d ǐː m		SMOKE_NOUN_1			
Čakavian (Cres)	Čakavian (Cres)			SMOKE_NOUN		dǐːm	d ǐː m		SMOKE_NOUN_1			
Čakavian (Burgenland)	Čakavian (Burgenland)			SMOKE_NOUN		dîːm	d îː m		SMOKE_NOUN_1			
Kajkavian	Kajkavian			SMOKE_NOUN		diːm	d iː m		SMOKE_NOUN_1			
Proto-Balto-Slavic	Proto-Balto-Slavic			LAKE_NOUN	éźera	ézʲera	é zʲ e r a		LAKE_NOUN_1			
Lithuanian	Lithuanian			LAKE_NOUN	ẽžeras	æ̌ːʑɛrɐs	æ̌ː ʑ ɛ r ɐ s		LAKE_NOUN_1			
Latgalian	Latgalian			LAKE_NOUN	azars	ˈɑzɑrs	ˈɑ z ɑ r s		LAKE_NOUN_1			
Latvian	Latvian			LAKE_NOUN	ezers	ˈæzærs	ˈæ z æ r s		LAKE_NOUN_1			
Old Prussian	Old Prussian			LAKE_NOUN	assaran	asaran	a s a r a n		LAKE_NOUN_1			
Proto-Slavic	Proto-Slavic			LAKE_NOUN	ȅzero	êzero	ê z e r o		LAKE_NOUN_1			
Old Church Slavonic	Old Church Slavonic			LAKE_NOUN	ѥзеръ	jˈɛzɛrʊ	j ˈɛ z ɛ r ʊ		LAKE_NOUN_1			
Bulgarian	Bulgarian			LAKE_NOUN	езеро	ˈɛzɛro	ˈɛ z ɛ r o		LAKE_NOUN_1			
Macedonian	Macedonian			LAKE_NOUN	езеро	ˈɛzɛro	ˈɛ z ɛ r o		LAKE_NOUN_1			
Štokavian	Štokavian			LAKE_NOUN	jȅzero	jêzero	j ê z e r o		LAKE_NOUN_1			
Čakavian	Čakavian			LAKE_NOUN	jȅzero	jêzero	j ê z e r o		LAKE_NOUN_1			
Slovenian	Slovenian			LAKE_NOUN	jẹ̑zero	jéːzɛrɔ	j éː z ɛ r ɔ		LAKE_NOUN_1			
Slovak	Slovak			LAKE_NOUN	jazero	jˈazɛrɔ	j ˈa z ɛ r ɔ		LAKE_NOUN_1			
Czech	Czech			LAKE_NOUN	jezero	jˈɛzɛro	j ˈɛ z ɛ r o		LAKE_NOUN_1			
Upper Sorbian	Upper Sorbian			LAKE_NOUN	jězor	jˈezɔʀ	j ˈe z ɔ ʀ		LAKE_NOUN_1			
