Phone1	Phone2	Surprisal
b	b̥	0.0
d	d̥	0.0
d_ə	d̥_n	0.0
d̥	d̥	0.158
d̥	j_d̥	3.268
f	f	0.0
h	h	0.0
j	-	0.998
j	ˈai̯	1.746
j	ˈiɐ̯	2.312
j_ə	a	0.0
j_ˈuə̯	ˈai̯	0.0
j_ˈɪ	ˈeː	0.712
j_ˈɪ	ˈiɐ̯	1.36
k	x	1.197
k	ɡ̊	1.258
k	ç	2.781
k_ə	ɡ̊_a	0.0
l	l	0.608
l	j	1.711
l	ˈe_j	4.707
m	m	0.0
n	n	0.893
n	ŋ	2.299
n	n_d̥	2.778
n	-	3.537
n	d̥	5.243
p	b̥͡v̥	0.97
p	fː	1.031
r	ɐ	0.691
r	r	1.393
s	ʃ	0.893
s	s	1.116
s_k	ʃ	0.0
s_t	ʃ_d̥	0.0
t	d̥	1.1
t	ʦ	1.103
t	sː	3.878
t_ə	s_n	0.0
v	ʋ	0.0
v_ə	m	0.701
v_ə	f_ə	1.378
z	ŋ	0.827
z	s	1.197
ŋ	ŋ	0.343
ŋ	-	2.24
ɕ	s	0.0
ə	a	1.485
ə	n	1.557
ə	-	2.36
ə	ɑ	3.863
ə	d̥_n	4.671
ə_r	ɐ	0.0
ɡ	ɡ̊	0.0
ɣ	ɡ̊	0.0
ɣ_j	ŋ	0.0
ɣ̥	ɡ̊	0.638
ɣ̥	ɡ̊_a	1.485
ɪ	i	0.656
ɪ	-	1.453
ɪ_n	eː	0.0
ʋ	ʋ	0.0
ʦ	-	0.445
ʦ	kʰ	1.914
ˈa	-	1.922
ˈa	ˈɒː	2.107
ˈa	ˈɑː	2.433
ˈa	ˈɑ	2.462
ˈa	ˈo	2.864
ˈai̯	ˈɒː	0.0
ˈaː	ˈɒː	1.186
ˈaː	-	1.331
ˈaː	ˈɑ	2.618
ˈaː_j	ˈoɐ̯	0.0
ˈeː	-	0.949
ˈeː	ˈeː	1.053
ˈi	ˈai̯	1.113
ˈi	ˈi	1.534
ˈi	-	2.379
ˈi_t	s	0.0
ˈiə̯	ˈoː	1.781
ˈiə̯	ˈiɐ̯	2.31
ˈiə̯	ˈeː	2.321
ˈiə̯	-	2.535
ˈiə̯	ˈe	2.892
ˈiː	-	1.413
ˈiː	ˈai̯	1.641
ˈiː	ˈi	1.719
ˈoə̯	ˈo_ɐ	1.223
ˈoə̯	ˈoː	2.068
ˈoə̯	ˈu	2.384
ˈoə̯	ˈu_ɐ	2.821
ˈu	ˈu	0.0
ˈuə̯	ˈuɐ̯	1.332
ˈuə̯	ˈuɐ̯_d̥	1.673
ˈuə̯	-	1.79
ˈuː	-	0.845
ˈuː	ˈau̯	1.174
ˈu̯o	ˈiɐ̯	0.0
ˈy	ˈu	0.0
ˈyː	ˈu	0.0
ˈøə̯	ˈai̯	0.0
ˈɔ	ˈu	1.743
ˈɔ	ˈo	1.841
ˈɔ	-	2.096
ˈɔ	ˈi	3.401
ˈɔ	ˈaː	3.42
ˈɔː	ˈo	0.0
ˈɔː_n	n_d̥	0.0
ˈɛ	ˈe	0.945
ˈɛ	-	1.823
ˈɛ	ˈɒ	2.339
ˈɛ_r	ɐ	0.0
ˈɛi̯	ɡ̊	1.222
ˈɛi̯	ˈe_ɡ̊	1.807
ˈɛi̯	ˈeː	1.807
ˈɛː	-	0.0
ˈɪ	ˈi	0.33
ˈɪ	ˈu	3.496
ˈɪ	-	4.111
ˈɪ	ˈiː	4.111
ˈɪ_n	ˈe_n	0.0
ˈɪə̯	-	1.448
ˈɪə̯	ˈeː	2.013
ˈɪə̯	ˈaː	2.196
ˈɪə̯	ˈiɐ̯	3.277
ˈɪə̯	ˈou̯_d̥	3.96
χ	x	0.0
