Phone1	PhonEnv	Phone2	Surprisal
a	<|S|	a	1.034
a	<|S|	-	1.356
a	<|S|#	a	0.389
a	<|S|#	-	3.17
a	<|S|>	-	0.492
a	<|S|>	a	2.848
a	<|S|>_N	-	0.17
a	<|S|>_N	a	3.17
a	<|S|N	-	0.216
a	<|S|N	a	2.848
a	F_<|S|	-	0.216
a	F_<|S|	a	2.848
a	F_<|S|>	-	0.17
a	F_<|S|>	a	3.17
a	F|S|	-	0.295
a	F|S|	a	2.433
a	F|S|>	-	0.216
a	F|S|>	a	2.848
a	|S|#	a	0.433
a	|S|#	-	2.755
a	|S|>	-	0.553
a	|S|>	a	2.433
a	|S|>_N	-	0.216
a	|S|>_N	a	2.848
a	|S|N	-	0.295
a	|S|N	a	2.433
a_n	<|S|	ˈɔ_m	0.0
a_n	<|S|#	ˈɔ_m	0.0
a_n	|S|#	ˈɔ_m	0.0
a_r	<|S|	ʀ_ɪ	0.363
a_r	<|S|#	ʀ_ɪ	0.415
a_r	|S|#	ʀ_ɪ	0.363
aː	<|S|	-	1.0
aː	<|S|	ˈɔ	1.0
aː	<|S|#	-	0.193
aː	<|S|#	ˈɔ	3.0
aː	<|S|>	ˈɔ	0.678
aː	<|S|>	-	1.415
aː	|S|#	-	0.263
aː	|S|#	ˈɔ	2.585
aː	|S|>	ˈɔ	0.71
aː	|S|>	-	1.363
â	<|S|	a	0.685
â	<|S|	ˈa	1.8
â	<|S|#	a	0.212
â	<|S|#	ˈa	2.872
â	<|S|>	ˈa	1.013
â	<|S|>	a	1.975
â	<|S|>_N	ˈa	0.212
â	<|S|>_N	a	2.869
â	<|S|N	ˈa	0.271
â	<|S|N	a	2.547
â	F_<|S|	ˈa	0.271
â	F_<|S|	a	2.547
â	F_<|S|>	ˈa	0.212
â	F_<|S|>	a	2.869
â	F|S|	ˈa	0.373
â	F|S|	a	2.132
â	F|S|>	ˈa	0.271
â	F|S|>	a	2.547
â	|S|#	a	0.246
â	|S|#	ˈa	2.675
â	|S|>	ˈa	1.072
â	|S|>	a	1.727
â	|S|>_N	ˈa	0.271
â	|S|>_N	a	2.547
â	|S|N	ˈa	0.373
â	|S|N	a	2.132
âː	<|S|	ˈo	0.737
âː	<|S|	-	1.322
âː	<|S|#	-	0.234
âː	<|S|#	ˈo	2.737
âː	<|S|>	ˈo	0.489
âː	<|S|>	-	1.798
âː	<|S|>_N	-	0.184
âː	<|S|>_N	ˈo	3.059
âː	<|S|N	-	0.234
âː	<|S|N	ˈo	2.737
âː	|S|#	-	0.322
âː	|S|#	ˈo	2.322
âː	|S|>	ˈo	0.515
âː	|S|>	-	1.737
âː	|S|>_N	-	0.234
âː	|S|>_N	ˈo	2.737
âː	|S|N	-	0.322
âː	|S|N	ˈo	2.322
ǎː	<|S|	-	1.0
ǎː	<|S|	ˈa	1.0
ǎː	<|S|>	-	1.0
ǎː	<|S|>	ˈa	1.0
ǎː	<|S|>_N	-	0.152
ǎː	<|S|>_N	ˈa	3.322
ǎː	<|S|>_R	ˈa	0.152
ǎː	<|S|>_R	-	3.322
ǎː	<|S|N	-	0.193
ǎː	<|S|N	ˈa	3.0
ǎː	<|S|R	ˈa	0.193
ǎː	<|S|R	-	3.0
ǎː	|S|>	-	1.0
ǎː	|S|>	ˈa	1.0
ǎː	|S|>_N	-	0.193
ǎː	|S|>_N	ˈa	3.0
ǎː	|S|>_R	ˈa	0.193
ǎː	|S|>_R	-	3.0
ǎː	|S|N	-	0.263
ǎː	|S|N	ˈa	2.585
ǎː	|S|R	ˈa	0.263
ǎː	|S|R	-	2.585
b	#|S|	b	0.263
b	#|S|<	b	0.3
b	#|S|<_F	b	0.737
b	#|S|<_R	b	0.0
b	#|S|F	b	0.678
b	#|S|R	b	0.0
b	>|S|	b	0.0
b	>|S|<	b	0.0
b	>|S|<_F	b	0.0
b	>|S|F	b	0.0
b	F_>|S|	b	0.0
b	F_>|S|<	b	0.0
b	F_>|S|<_F	b	0.0
b	F_>|S|F	b	0.0
b	F|S|	b	0.0
b	F|S|<	b	0.0
b	F|S|<_F	b	0.0
b	F|S|F	b	0.0
b	|S|<	b	0.144
b	|S|<_F	b	0.3
b	|S|<_R	b	0.0
b	|S|F	b	0.263
b	|S|R	b	0.0
b̥	>|S|	b̥	0.0
b̥	>|S|#	b̥	0.0
b̥	F_>|S|	b̥	0.0
b̥	F_>|S|#	b̥	0.0
b̥	F|S|	b̥	0.0
b̥	F|S|#	b̥	0.0
b̥	|S|#	b̥	0.0
d	#|S|	d	0.605
d	#|S|	ʥ	1.545
d	#|S|<	d	0.623
d	#|S|<	ʥ	1.512
d	#|S|<_F	ʥ	0.609
d	#|S|<_F	d	1.538
d	#|S|<_R	d	0.082
d	#|S|<_R	ʥ	4.17
d	#|S|F	ʥ	0.662
d	#|S|F	d	1.442
d	#|S|R	d	0.104
d	#|S|R	ʥ	3.848
d	>|S|	d	0.463
d	>|S|	ʥ	2.226
d	>|S|<	d	0.462
d	>|S|<	ʥ	2.281
d	>|S|<_F	d	0.461
d	>|S|<_F	ʥ	2.315
d	>|S|F	d	0.462
d	>|S|F	ʥ	2.281
d	F_>|S|	d	0.357
d	F_>|S|	ʥ	3.848
d	F_>|S|<	d	0.35
d	F_>|S|<	ʥ	4.17
d	F_>|S|<_F	d	0.345
d	F_>|S|<_F	ʥ	4.433
d	F_>|S|F	d	0.35
d	F_>|S|F	ʥ	4.17
d	F|S|	d	0.369
d	F|S|	ʥ	3.433
d	F|S|<	d	0.357
d	F|S|<	ʥ	3.848
d	F|S|<_F	d	0.35
d	F|S|<_F	ʥ	4.17
d	F|S|F	d	0.357
d	F|S|F	ʥ	3.848
d	|S|<	d	0.521
d	|S|<	ʥ	1.9
d	|S|<_F	d	0.665
d	|S|<_F	ʥ	1.646
d	|S|<_R	d	0.104
d	|S|<_R	ʥ	3.848
d	|S|F	d	0.642
d	|S|F	ʥ	1.667
d	|S|R	d	0.14
d	|S|R	ʥ	3.433
d̥	>|S|	d̥	0.263
d̥	>|S|#	d̥	0.3
d̥	F_>|S|	d̥	0.0
d̥	F_>|S|#	d̥	0.0
d̥	F|S|	d̥	0.0
d̥	F|S|#	d̥	0.0
d̥	|S|#	d̥	0.263
e	<|S|	ɛ	1.503
e	<|S|	ɔ	2.087
e	<|S|	ˈɛ	2.087
e	<|S|	-	2.503
e	<|S|#	ɔ	0.84
e	<|S|#	ɛ	1.564
e	<|S|#	ˈɛ	4.087
e	<|S|#	-	4.503
e	<|S|>	ɛ	1.49
e	<|S|>	ˈɛ	1.872
e	<|S|>	-	2.287
e	<|S|>	ɔ	2.591
e	<|S|>_N	ɛ	1.356
e	<|S|>_N	ɔ	2.272
e	<|S|>_N	ˈɛ	2.272
e	<|S|>_N	-	2.356
e	<|S|>_R	ɔ	0.239
e	<|S|>_R	ɛ	3.824
e	<|S|>_R	ˈɛ	4.409
e	<|S|>_R	-	4.824
e	<|S|N	ɛ	1.365
e	<|S|N	ɔ	2.26
e	<|S|N	ˈɛ	2.26
e	<|S|N	-	2.365
e	<|S|R	ɔ	0.306
e	<|S|R	ɛ	3.503
e	<|S|R	ˈɛ	4.087
e	<|S|R	-	4.503
e	F_<|S|	ɛ	0.255
e	F_<|S|	ɔ	4.087
e	F_<|S|	ˈɛ	4.087
e	F_<|S|	-	4.503
e	F_<|S|>	ɛ	0.2
e	F_<|S|>	ɔ	4.409
e	F_<|S|>	ˈɛ	4.409
e	F_<|S|>	-	4.824
e	F|S|	ɛ	0.35
e	F|S|	ɔ	3.672
e	F|S|	ˈɛ	3.672
e	F|S|	-	4.087
e	F|S|>	ɛ	0.255
e	F|S|>	ɔ	4.087
e	F|S|>	ˈɛ	4.087
e	F|S|>	-	4.503
e	|S|#	ɔ	0.935
e	|S|#	ɛ	1.557
e	|S|#	ˈɛ	3.672
e	|S|#	-	4.087
e	|S|>	ɛ	1.491
e	|S|>	ˈɛ	1.895
e	|S|>	-	2.31
e	|S|>	ɔ	2.526
e	|S|>_N	ɛ	1.365
e	|S|>_N	ɔ	2.26
e	|S|>_N	ˈɛ	2.26
e	|S|>_N	-	2.365
e	|S|>_R	ɔ	0.306
e	|S|>_R	ɛ	3.503
e	|S|>_R	ˈɛ	4.087
e	|S|>_R	-	4.503
e	|S|N	ɛ	1.38
e	|S|N	ɔ	2.239
e	|S|N	ˈɛ	2.239
e	|S|N	-	2.38
e	|S|R	ɔ	0.424
e	|S|R	ɛ	3.087
e	|S|R	ˈɛ	3.672
e	|S|R	-	4.087
eː	<|S|	-	0.0
eː	<|S|>	-	0.0
eː	|S|>	-	0.0
ê	<|S|	-	1.0
ê	<|S|	e	2.0
ê	<|S|	ˈɔ	2.0
ê	<|S|>	-	1.0
ê	<|S|>	e	2.0
ê	<|S|>	ˈɔ	2.0
ê	F_<|S|	-	0.193
ê	F_<|S|	e	4.0
ê	F_<|S|	ˈɔ	4.0
ê	F_<|S|>	-	0.152
ê	F_<|S|>	e	4.322
ê	F_<|S|>	ˈɔ	4.322
ê	F|S|	-	0.263
ê	F|S|	e	3.585
ê	F|S|	ˈɔ	3.585
ê	F|S|>	-	0.193
ê	F|S|>	e	4.0
ê	F|S|>	ˈɔ	4.0
ê	|S|>	-	1.0
ê	|S|>	e	2.0
ê	|S|>	ˈɔ	2.0
êː	<|S|	-	1.585
êː	<|S|	ˈa	1.585
êː	<|S|	ˈe	1.585
êː	<|S|>	-	1.585
êː	<|S|>	ˈa	1.585
êː	<|S|>	ˈe	1.585
êː	|S|>	-	1.585
êː	|S|>	ˈa	1.585
êː	|S|>	ˈe	1.585
ěː	<|S|	ɛ	0.0
ěː	<|S|>	ɛ	0.0
ěː	<|S|>_N	ɛ	0.0
ěː	<|S|N	ɛ	0.0
ěː	|S|>	ɛ	0.0
ěː	|S|>_N	ɛ	0.0
ěː	|S|N	ɛ	0.0
i	<|S|	i	0.737
i	<|S|	-	1.322
i	<|S|#	-	0.737
i	<|S|#	i	1.322
i	<|S|>	i	0.152
i	<|S|>	-	3.322
i	<|S|>_N	i	0.12
i	<|S|>_N	-	3.644
i	<|S|N	i	0.152
i	<|S|N	-	3.322
i	|S|#	-	0.791
i	|S|#	i	1.244
i	|S|>	i	0.206
i	|S|>	-	2.907
i	|S|>_N	i	0.152
