ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Loan	Comment	Source
Sino-Korean	Sino-Korean			NORTH_NOUN	북	puk̚	p u k̚		NORTH_NOUN_1			
Sino-Japanese	Sino-Japanese			NORTH_NOUN	ほく	hokɯ	h o k ɯ		NORTH_NOUN_1			
Old Chinese	Old Chinese			ORIGIN_NOUN	本	pɯːnʔ	p ɯː n ʔ		ORIGIN_NOUN_1			
Middle Chinese	Middle Chinese			ORIGIN_NOUN	本	puən˧˥	p u ə n ˧˥		ORIGIN_NOUN_1			
Standard Mandarin	Standard Mandarin			ORIGIN_NOUN	běn	pən²¹⁴	p ə n ²¹⁴		ORIGIN_NOUN_1			
Sichuanese	Sichuanese			ORIGIN_NOUN	ben³	pən⁵³	p ə n ⁵³		ORIGIN_NOUN_1			
Jin	Jin			ORIGIN_NOUN	benɡ²	pə̃ŋ⁵³	p ə̃ ŋ ⁵³		ORIGIN_NOUN_1			
Xiang	Xiang			ORIGIN_NOUN	ben³	pən⁴¹	p ə n ⁴¹		ORIGIN_NOUN_1			
Shanghainese	Shanghainese			ORIGIN_NOUN	²pen	pən³⁴	p ə n ³⁴		ORIGIN_NOUN_1			
Gan	Gan			ORIGIN_NOUN	biin³	pɨn²¹³	p ɨ n ²¹³		ORIGIN_NOUN_1			
Cantonese	Cantonese			ORIGIN_NOUN	bun²	puːn³⁵	p uː n ³⁵		ORIGIN_NOUN_1			
Hoisanese	Hoisanese			ORIGIN_NOUN	bon²	pwɔn⁵⁵	p w ɔ n ⁵⁵		ORIGIN_NOUN_1			
Sixian	Sixian			ORIGIN_NOUN	pún	pun³¹	p u n ³¹		ORIGIN_NOUN_1			
Meixian	Meixian			ORIGIN_NOUN	bun³	pun³¹	p u n ³¹		ORIGIN_NOUN_1			
Min Bei	Min Bei			ORIGIN_NOUN	bǒ̤nɡ	pɔŋ²¹	p ɔ ŋ ²¹		ORIGIN_NOUN_1			
Fuzhounese	Fuzhounese			ORIGIN_NOUN	buōnɡ	pwoŋ³³	p w o ŋ ³³		ORIGIN_NOUN_1			
Teochew	Teochew			ORIGIN_NOUN	púnɡ	puŋ⁵²	p u ŋ ⁵²		ORIGIN_NOUN_1			
Taiwanese Hokkien	Taiwanese Hokkien			ORIGIN_NOUN	pńɡ	pŋ̍⁵³	p ŋ̍ ⁵³		ORIGIN_NOUN_1			
Sino-Vietnamese	Sino-Vietnamese			ORIGIN_NOUN	bổn	ʔ͡ɓon˧˩	ʔ͡ɓ o n ˧˩		ORIGIN_NOUN_1			
Sino-Korean	Sino-Korean			ORIGIN_NOUN	본	pon	p o n		ORIGIN_NOUN_1			
Sino-Japanese	Sino-Japanese			ORIGIN_NOUN	ほん	hõɴ	h õ ɴ		ORIGIN_NOUN_1			
Old Chinese	Old Chinese			NOT_PART	不	pɯʔ	p ɯ ʔ		NOT_PART_1			
Middle Chinese	Middle Chinese			NOT_PART	不	pɨut̚	p ɨ u t̚		NOT_PART_1			
Standard Mandarin	Standard Mandarin			NOT_PART	bù	pu⁵¹	p u ⁵¹		NOT_PART_1			
Sichuanese	Sichuanese			NOT_PART	bu²	pu²¹	p u ²¹		NOT_PART_1			
Jin	Jin			NOT_PART	beh⁴	pəʔ²	p ə ʔ ²		NOT_PART_1			
Xiang	Xiang			NOT_PART	bu⁶	pu²⁴	p u ²⁴		NOT_PART_1			
Shanghainese	Shanghainese			NOT_PART	⁴peq	pəʔ⁵⁵	p ə ʔ ⁵⁵		NOT_PART_1			
Gan	Gan			NOT_PART	biit⁶	pɨt̚⁵	p ɨ t̚ ⁵		NOT_PART_1			
Cantonese	Cantonese			NOT_PART	bat¹	pɐt̚⁵	p ɐ t̚ ⁵		NOT_PART_1			
Hoisanese	Hoisanese			NOT_PART	but²	put̚⁵⁵	p u t̚ ⁵⁵		NOT_PART_1			
Sixian	Sixian			NOT_PART	put	put̚²	p u t̚ ²		NOT_PART_1			
Meixian	Meixian			NOT_PART	bud⁵	put̚¹	p u t̚ ¹		NOT_PART_1			
Min Bei	Min Bei			NOT_PART	bŭ	pu²⁴	p u ²⁴		NOT_PART_1			
Fuzhounese	Fuzhounese			NOT_PART	bók	powʔ²⁴	p o w ʔ ²⁴		NOT_PART_1			
Teochew	Teochew			NOT_PART	buɡ⁴	puk̚²	p u k̚ ²		NOT_PART_1			
Taiwanese Hokkien	Taiwanese Hokkien			NOT_PART	put	put̚³²	p u t̚ ³²		NOT_PART_1			
Sino-Vietnamese	Sino-Vietnamese			NOT_PART	bất	ʔ͡ɓət̚˧˦	ʔ͡ɓ ə t̚ ˧˦		NOT_PART_1			
Sino-Korean	Sino-Korean			NOT_PART	부	pu	p u		NOT_PART_1			
Sino-Japanese	Sino-Japanese			NOT_PART	ふ	ɸɯ	ɸ ɯ		NOT_PART_1			
Old Chinese	Old Chinese			VEGETABLE_NOUN	菜	sʰɯːs	sʰ ɯː s		VEGETABLE_NOUN_1			
Middle Chinese	Middle Chinese			VEGETABLE_NOUN	菜	ʦʰʌi˥˩	ʦʰ ʌ i ˥˩		VEGETABLE_NOUN_1			
Standard Mandarin	Standard Mandarin			VEGETABLE_NOUN	cài	ʦʰaj⁵¹	ʦʰ a j ⁵¹		VEGETABLE_NOUN_1			
Sichuanese	Sichuanese			VEGETABLE_NOUN	cai⁴	ʦʰaj²¹³	ʦʰ a j ²¹³		VEGETABLE_NOUN_1			
Jin	Jin			VEGETABLE_NOUN	cai³	ʦʰaj⁴⁵	ʦʰ a j ⁴⁵		VEGETABLE_NOUN_1			
Xiang	Xiang			VEGETABLE_NOUN	cai⁴	ʦʰaj⁴⁵	ʦʰ a j ⁴⁵		VEGETABLE_NOUN_1			
Shanghainese	Shanghainese			VEGETABLE_NOUN	²tshe	ʦʰe³⁴	ʦʰ e ³⁴		VEGETABLE_NOUN_1			
Gan	Gan			VEGETABLE_NOUN	cai³	ʦʰaj²¹³	ʦʰ a j ²¹³		VEGETABLE_NOUN_1			
Cantonese	Cantonese			VEGETABLE_NOUN	coi³	ʦʰɔːj³³	ʦʰ ɔː j ³³		VEGETABLE_NOUN_1			
Hoisanese	Hoisanese			VEGETABLE_NOUN	toi¹	tʰwɔj³³	tʰ w ɔ j ³³		VEGETABLE_NOUN_1			
Sixian	Sixian			VEGETABLE_NOUN	chhoi	ʦʰoj⁵⁵	ʦʰ o j ⁵⁵		VEGETABLE_NOUN_1			
Meixian	Meixian			VEGETABLE_NOUN	coi⁴	ʦʰoj⁵³	ʦʰ o j ⁵³		VEGETABLE_NOUN_1			
Min Bei	Min Bei			VEGETABLE_NOUN	cha̤̿	ʦʰɛ³³	ʦʰ ɛ ³³		VEGETABLE_NOUN_1			
Fuzhounese	Fuzhounese			VEGETABLE_NOUN	chái	ʦʰɑj²¹³	ʦʰ ɑ j ²¹³		VEGETABLE_NOUN_1			
Teochew	Teochew			VEGETABLE_NOUN	cai³	ʦʰaj²¹³	ʦʰ a j ²¹³		VEGETABLE_NOUN_1			
Taiwanese Hokkien	Taiwanese Hokkien			VEGETABLE_NOUN	tshài	ʦʰaj¹¹	ʦʰ a j ¹¹		VEGETABLE_NOUN_1			
Sino-Korean	Sino-Korean			VEGETABLE_NOUN	채	ʨʰɛ	ʨʰ ɛ		VEGETABLE_NOUN_1			
Sino-Japanese	Sino-Japanese			VEGETABLE_NOUN	さい	sai	s a i		VEGETABLE_NOUN_1			
Old Chinese	Old Chinese			GRASS_NOUN	草	sʰuːʔ	sʰ uː ʔ		GRASS_NOUN_1			
Middle Chinese	Middle Chinese			GRASS_NOUN	草	ʦʰɑu˧˥	ʦʰ ɑ u ˧˥		GRASS_NOUN_1			
Standard Mandarin	Standard Mandarin			GRASS_NOUN	cǎo	ʦʰɑw²¹⁴	ʦʰ ɑ w ²¹⁴		GRASS_NOUN_1			
Sichuanese	Sichuanese			GRASS_NOUN	cao³	ʦʰaw⁵³	ʦʰ a w ⁵³		GRASS_NOUN_1			
Jin	Jin			GRASS_NOUN	cau²	ʦʰaw⁵³	ʦʰ a w ⁵³		GRASS_NOUN_1			
Xiang	Xiang			GRASS_NOUN	cau³	ʦʰɒw⁴¹	ʦʰ ɒ w ⁴¹		GRASS_NOUN_1			
Shanghainese	Shanghainese			GRASS_NOUN	⁵tshau	ʦʰɔ³⁴	ʦʰ ɔ ³⁴		GRASS_NOUN_1			
Gan	Gan			GRASS_NOUN	cau³	ʦʰaw²¹³	ʦʰ a w ²¹³		GRASS_NOUN_1			
Cantonese	Cantonese			GRASS_NOUN	cou²	ʦʰow³⁵	ʦʰ o w ³⁵		GRASS_NOUN_1			
Hoisanese	Hoisanese			GRASS_NOUN	tau²	tʰaw⁵⁵	tʰ a w ⁵⁵		GRASS_NOUN_1			
Sixian	Sixian			GRASS_NOUN	chhó	ʦʰo³¹	ʦʰ o ³¹		GRASS_NOUN_1			
Meixian	Meixian			GRASS_NOUN	cau³	ʦʰaw³¹	ʦʰ a w ³¹		GRASS_NOUN_1			
Min Bei	Min Bei			GRASS_NOUN	chǎu	ʦʰaw²¹	ʦʰ a w ²¹		GRASS_NOUN_1			
Fuzhounese	Fuzhounese			GRASS_NOUN	chāu	ʦʰaw³³	ʦʰ a w ³³		GRASS_NOUN_1			
Teochew	Teochew			GRASS_NOUN	co²	ʦʰo⁵²	ʦʰ o ⁵²		GRASS_NOUN_1			
Taiwanese Hokkien	Taiwanese Hokkien			GRASS_NOUN	tsháu	ʦʰaw⁵³	ʦʰ a w ⁵³		GRASS_NOUN_1			
Sino-Vietnamese	Sino-Vietnamese			GRASS_NOUN	thảo	tʰaːw˧˩	tʰ aː w ˧˩		GRASS_NOUN_1			
Sino-Korean	Sino-Korean			GRASS_NOUN	초	ʨʰo	ʨʰ o		GRASS_NOUN_1			
Sino-Japanese	Sino-Japanese			GRASS_NOUN	そう	soː	s oː		GRASS_NOUN_1			
Old Chinese	Old Chinese			TEA_NOUN	茶	rlaː	r l aː		TEA_NOUN_1			
Middle Chinese	Middle Chinese			TEA_NOUN	茶	ɖˠa˦	ɖˠ a ˦		TEA_NOUN_1			
Standard Mandarin	Standard Mandarin			TEA_NOUN	chá	ʈ͡ʂʰa³⁵	ʈ͡ʂʰ a ³⁵		TEA_NOUN_1			
Sichuanese	Sichuanese			TEA_NOUN	ca²	ʦʰa²¹	ʦʰ a ²¹		TEA_NOUN_1			
Jin	Jin			TEA_NOUN	ca¹	ʦʰa¹¹	ʦʰ a ¹¹		TEA_NOUN_1			
Xiang	Xiang			TEA_NOUN	za²	ʦa¹³	ʦ a ¹³		TEA_NOUN_1			
Shanghainese	Shanghainese			TEA_NOUN	³zo	zo²³	z o ²³		TEA_NOUN_1			
Gan	Gan			TEA_NOUN	ca²	ʦʰa²⁴	ʦʰ a ²⁴		TEA_NOUN_1			
Cantonese	Cantonese			TEA_NOUN	caa⁴	ʦʰaː²¹	ʦʰ aː ²¹		TEA_NOUN_1			
Hoisanese	Hoisanese			TEA_NOUN	ca³	ʦʰa²²	ʦʰ a ²²		TEA_NOUN_1			
Sixian	Sixian			TEA_NOUN	chhà	ʦʰa¹¹	ʦʰ a ¹¹		TEA_NOUN_1			
Meixian	Meixian			TEA_NOUN	ca²	ʦʰa¹¹	ʦʰ a ¹¹		TEA_NOUN_1			
Min Bei	Min Bei			TEA_NOUN	dâ	ta³³	t a ³³		TEA_NOUN_1			
Fuzhounese	Fuzhounese			TEA_NOUN	dà	ta⁵³	t a ⁵³		TEA_NOUN_1			
Teochew	Teochew			TEA_NOUN	tê	te⁵⁵	t e ⁵⁵		TEA_NOUN_1			
Taiwanese Hokkien	Taiwanese Hokkien			TEA_NOUN	tê	te²⁴	t e ²⁴		TEA_NOUN_1			
Sino-Vietnamese	Sino-Vietnamese			TEA_NOUN	trà	ʨaː˨˩	ʨ aː ˨˩		TEA_NOUN_1			
Sino-Korean	Sino-Korean			TEA_NOUN	차	ʨʰa	ʨʰ a		TEA_NOUN_1			
Sino-Japanese	Sino-Japanese			TEA_NOUN	ちゃ	ʨa	ʨ a		TEA_NOUN_1			
Old Chinese	Old Chinese			LONG_ADJ	長	daŋ	d a ŋ		LONG_ADJ_1			
Middle Chinese	Middle Chinese			LONG_ADJ	長	ɖɨɐŋ˦	ɖ ɨ ɐ ŋ ˦		LONG_ADJ_1			
Standard Mandarin	Standard Mandarin			LONG_ADJ	chánɡ	ʈ͡ʂʰɑŋ³⁵	ʈ͡ʂʰ ɑ ŋ ³⁵		LONG_ADJ_1			
Sichuanese	Sichuanese			LONG_ADJ	canɡ²	ʦʰaŋ²¹	ʦʰ a ŋ ²¹		LONG_ADJ_1			
Jin	Jin			LONG_ADJ	con¹	ʦʰɒ̃¹¹	ʦʰ ɒ̃ ¹¹		LONG_ADJ_1			
Xiang	Xiang			LONG_ADJ	zhan²	ʦan¹³	ʦ a n ¹³		LONG_ADJ_1			
Shanghainese	Shanghainese			LONG_ADJ	³zan	zã²³	z ã ²³		LONG_ADJ_1			
Gan	Gan			LONG_ADJ	conɡ²	ʦʰɔŋ²⁴	ʦʰ ɔ ŋ ²⁴		LONG_ADJ_1			
Cantonese	Cantonese			LONG_ADJ	coenɡ⁴	ʧʰœːŋ²¹	ʧʰ œː ŋ ²¹		LONG_ADJ_1			
Hoisanese	Hoisanese			LONG_ADJ	cianɡ³	ʦʰjaŋ²²	ʦʰ j a ŋ ²²		LONG_ADJ_1			
Sixian	Sixian			LONG_ADJ	chhònɡ	ʦʰoŋ¹¹	ʦʰ o ŋ ¹¹		LONG_ADJ_1			
Meixian	Meixian			LONG_ADJ	conɡ²	ʦʰɔŋ¹¹	ʦʰ ɔ ŋ ¹¹		LONG_ADJ_1			
Min Bei	Min Bei			LONG_ADJ	dǒ̤nɡ	tɔŋ²¹	t ɔ ŋ ²¹		LONG_ADJ_1			
Fuzhounese	Fuzhounese			LONG_ADJ	dònɡ	towŋ⁵³	t o w ŋ ⁵³		LONG_ADJ_1			
Teochew	Teochew			LONG_ADJ	tṳ̂nɡ	tɯŋ⁵⁵	t ɯ ŋ ⁵⁵		LONG_ADJ_1			
Taiwanese Hokkien	Taiwanese Hokkien			LONG_ADJ	tn̂ɡ	tŋ̍²⁴	t ŋ̍ ²⁴		LONG_ADJ_1			
Sino-Vietnamese	Sino-Vietnamese			LONG_ADJ	trườnɡ	ʨɨəŋ˨˩	ʨ ɨ ə ŋ ˨˩		LONG_ADJ_1			
Sino-Korean	Sino-Korean			LONG_ADJ	장	ʨaŋ	ʨ a ŋ		LONG_ADJ_1			
Sino-Japanese	Sino-Japanese			LONG_ADJ	ちょう	ʨoː	ʨ oː		LONG_ADJ_1			
Old Chinese	Old Chinese			VEHICLE_NOUN	車	kʰlia	kʰ l i a		VEHICLE_NOUN_1			
Middle Chinese	Middle Chinese			VEHICLE_NOUN	車	ʨʰia˦	ʨʰ i a ˦		VEHICLE_NOUN_1			
Standard Mandarin	Standard Mandarin			VEHICLE_NOUN	chē	ʈ͡ʂʰɤ⁵⁵	ʈ͡ʂʰ ɤ ⁵⁵		VEHICLE_NOUN_1			
Sichuanese	Sichuanese			VEHICLE_NOUN	ce¹	ʦʰɛ⁵⁵	ʦʰ ɛ ⁵⁵		VEHICLE_NOUN_1			
Jin	Jin			VEHICLE_NOUN	ce¹	ʦʰɤ¹¹	ʦʰ ɤ ¹¹		VEHICLE_NOUN_1			
Xiang	Xiang			VEHICLE_NOUN	che¹	ʦʰɤ³³	ʦʰ ɤ ³³		VEHICLE_NOUN_1			
Shanghainese	Shanghainese			VEHICLE_NOUN	¹tsho	ʦʰo⁵³	ʦʰ o ⁵³		VEHICLE_NOUN_1			
Gan	Gan			VEHICLE_NOUN	ca¹	ʦʰa⁴²	ʦʰ a ⁴²		VEHICLE_NOUN_1			
Cantonese	Cantonese			VEHICLE_NOUN	ce¹	ʦʰɛː⁵⁵	ʦʰ ɛː ⁵⁵		VEHICLE_NOUN_1			
