Phone1	Phone2	Surprisal
a	a	0.216
a	aː	2.847
a_ˈ	̂	0.0
b	b	0.0
bʲ	b	0.0
b̥	b̥	0.0
b̥ʲ	b̥	0.0
d	d	0.0
dʲ	d	0.0
d̥	d̥	0.0
d̥ʲ	-	0.0
e	i	1.761
e	r̩	2.046
e	e	2.093
e	iː	2.131
i	i	0.429
i	iː	1.96
i_ˈ	i	0.0
j	x	1.0
j	ʋ	1.0
k	k	0.0
kʲ_ɪ	a_k	0.0
lʲ	l	0.0
lʲ_e	l_i	0.0
m	m	0.0
mʲ	m	0.0
n	n	0.0
nʲ	n	0.29
nʲ	ɲ	2.455
o	oː	1.423
o	uː	2.394
o	a	2.538
o	aː	2.697
o	-	3.425
o	o	5.85
o_ˈ	o_̂	0.842
o_ˈ	̂	1.178
p	p	0.0
pʲ	p	0.0
r	r	0.651
r	-	1.462
r_a	r_a	0.0
rʲ	r	0.0
rʲ_e	r_i	0.0
s	s	0.0
sʲ	s	0.0
t	t	0.189
t	-	3.024
tʲ	t	0.224
tʲ	t_e	2.8
u	uː	0.0
v	ʋ	0.0
vʲ	ʋ	0.0
x	x	0.44
x	-	1.927
z	z	0.0
zʲ	z	0.0
z̥	z_a	0.0
æ	eː	0.0
ɐ	o	0.766
ɐ	-	2.066
ɐ	aː	2.529
ɐ_r	r	0.0
ə	-	0.456
ə	a	1.885
ɡ	ɡ	0.0
ɡʲ	ɡ̊	0.0
ɡ̊	ɡ̊	0.0
ɨ	-	1.158
ɨ	iː	1.56
ɨ	i	2.553
ɨ	e	4.563
ɪ	e	1.433
ɪ	-	2.523
ɪ	a	2.81
ɪ	eː	2.904
ɪ	iː	2.962
ɪ	e_̂	4.288
ɫ	l	0.566
ɫ	-	1.624
ɫ_a	l_a	0.0
ɫ_ə	l_aː	0.0
ɵ	r̩	0.836
ɵ	eː	1.185
ɵ_ˈ	̂	0.0
ʂ	ʃ	0.0
ʉ	uː	0.0
ʊ	uː	0.0
ʐ	ʒ	0.0
ʐ̊	ʒ̊	0.0
ʦ	ʦ	0.0
ʨ	ʧ	0.469
ʨ	-	1.85
ˈ	̂	0.358
ˈ	̌	2.657
ˈ	-	4.036
ˈ_ɫ	̌	0.0
