Catalan	Catalan	probability
β_ɾ	f	1.0
ˈɔ_w	ˈuː	1.0
ˈɔ_n	ˈɔ̃	1.0
ˈɔ_k	ˈøː	1.0
ˈu_ɲ	ˈœ̃	1.0
ˈu_n	ˈɔ̃	1.0
ˈo_t	ˈɔ	1.0
ˈo_#>	ˈɔ̃_#>	1.0
ˈi_w	ˈiː	1.0
ˈi_l	ˈɛ_j	1.0
ˈe_s	j_ˈɛ	1.0
ˈe_n	ˈɛ̃	1.0
ˈe_j	w_ˈɛ	1.0
ˈa_ɾ	ˈɛ_ʀ	1.0
ˈa_ɣ	ˈɔː	1.0
ˈa_n	ˈɑ̃	1.0
ˈa_#>	ˈe_#>	1.0
ʧ	-	1.0
ʤ	-	1.0
ʒ_ə	f	1.0
ʎː	-	1.0
ʎ_ə	j	1.0
ʃ	ʃ	1.0
ɾ_ˈɛ	ʀ	1.0
ɣ	-	1.0
ə_ʒ	ɛː	1.0
ə_ɾ	a_ʀ	1.0
ə_n	ɲː	1.0
ə_#>	#>	1.0
ŋ_#>	#>	1.0
ð_ə_#>	#>	1.0
ð_ə	j	1.0
z_ˈa_l_t_ɾ_ə_s_#>	ˈɔ_#>	1.0
z	-	1.0
u_n	ɔ̃	1.0
t_ɾ	t	1.0
t_ə	s	1.0
s_k	ʃ	1.0
s_#>	#>	1.0
r_t	ˈa_ʀ	1.0
mː	m_w	1.0
m_#>	#>	1.0
l_#>	#>	1.0
k_ˈa	ʧ	1.0
k_ə	ʧ	1.0
k_#>	#>	1.0
i_ŋ	ẽ	1.0
f	f	1.0
b_ə	v_i	1.0
a	-	1.0
<#_ʎ	<#_l	1.0
<#_t	<#_t	1.0
<#_r	<#_ʀ	1.0
<#_n	<#_n	1.0
p	p	0.917
m	m	0.917
l	l	0.88
s	s	0.857
ɾ	ʀ	0.8
d	d	0.769
ɲ	ɲ	0.727
ð	-	0.714
ɡ	ɡ	0.7
ʒ	ʤ	0.692
r	ʀ	0.688
ʎ	j	0.667
t	t	0.64
k	k	0.618
u	ɔ	0.611
n	n	0.6
i	ɛ	0.6
ʎ_#>	ˈa_#>	0.571
b	v	0.515
ˈa_l	ˈɔː	0.5
ˈa_l	ˈoː	0.5
j	ˈyː	0.5
j	-	0.5
ʎ_#>	#>	0.429
b	b	0.424
i	-	0.4
<#_ə	<#_a	0.4
<#_ə	<#	0.4
w	-	0.389
u	-	0.389
β	v	0.375
β	f	0.375
ˈo	ˈɔ	0.375
t	-	0.36
ˈe	j	0.333
ʎ	l	0.333
k	ʧ	0.324
ˈɔ	w	0.31
ʒ	-	0.308
ɡ	k	0.3
ˈi	ˈi	0.29
ð	ˈøː	0.286
ˈu	-	0.278
ˈɛ	w	0.276
ˈa	ˈa	0.273
ɲ	-	0.273
β	-	0.25
ˈo	ˈøː	0.25
ˈo	-	0.25
#>	ˈe_#>	0.25
#>	ʀ_#>	0.25
ˈɛ	ˈɛ	0.241
ˈe	ˈɛ	0.238
d	-	0.231
ˈu	ˈuː	0.222
w	w	0.222
ə	j	0.212
ə	a	0.212
ə	-	0.212
ˈɛ	-	0.207
ˈɔ	ˈɔ	0.207
ˈɔ	ˈoː	0.207
ɾ	-	0.2
n	ˈɛ̃	0.2
n	-	0.2
<#_ə	<#_ɛ	0.2
ˈi	ˈiː	0.194
ˈe	ˈiː	0.19
r	ˈa	0.188
ˈu	ˈy	0.167
w	ˈɛ	0.167
ˈi	ˈɛ	0.161
ˈi	ˈẽ	0.161
ˈa	ˈiː	0.159
ə	ɛ	0.152
#>	ˈẽ_#>	0.15
#>	ˈa_#>	0.15
ˈe	-	0.143
s	ʃ	0.143
ˈɛ	j	0.138
ˈɔ	ˈuː	0.138
ˈɔ	-	0.138
ˈi	-	0.129
ˈo	ˈɔ̃	0.125
r	-	0.125
l	-	0.12
ˈa	ˈɛ̃	0.114
ˈa	ˈɔː	0.114
ˈu	ˈɔ̃	0.111
ˈu	ˈu	0.111
ˈu	ʀ	0.111
w	ˈɛː	0.111
w	ˈiː	0.111
#>	ˈi_#>	0.1
#>	t_#>	0.1
ˈe	ɛ	0.095
ˈa	ˈɛ	0.091
ˈa	ˈɑ̃	0.091
ˈa	ˈe	0.091
ə	n	0.091
p	-	0.083
m	-	0.083
ˈɛ	ʀ	0.069
ˈɛ	j_ˈɛ	0.069
ˈa	-	0.068
ˈi	ʒ_ˈẽ	0.065
ə	ɔː	0.061
ə	s	0.061
b	-	0.061
k	-	0.059
