Doculect,Branch,Group,Classification,Variety
Old West Norse,North Germanic,West Scandinavian,North Germanic > West Scandinavian,Old Icelandic
Icelandic,North Germanic,West Scandinavian,North Germanic > West Scandinavian
Faroese,North Germanic,West Scandinavian,North Germanic > West Scandinavian
Nynorsk Norwegian,North Germanic,East Scandinavian,North Germanic > West Scandinavian
Bokmål Norwegian,North Germanic,East Scandinavian,North Germanic > East Scandinavian
Danish,North Germanic,East Scandinavian,North Germanic > East Scandinavian
Swedish,North Germanic,East Scandinavian,North Germanic > East Scandinavian
Old English,West Germanic,Anglo-Frisian,West Germanic > Anglo-Frisian
Scots,West Germanic,Anglo-Frisian,West Germanic > Anglo-Frisian > Anglic
English,West Germanic,Anglo-Frisian,West Germanic > Anglo-Frisian > Anglic
American English,West Germanic,Anglo-Frisian,West Germanic > Anglo-Frisian > Anglic
West Frisian,West Germanic,Anglo-Frisian,West Germanic > Anglo-Frisian > Frisian
Saterland Frisian,West Germanic,Anglo-Frisian,West Germanic > Anglo-Frisian > Frisian
Mainland North Frisian,West Germanic,Anglo-Frisian,West Germanic > Anglo-Frisian > Frisian,Mooring
Insular North Frisian,West Germanic,Anglo-Frisian,West Germanic > Anglo-Frisian > Frisian,Söl'ring (Sylt Frisian)
East Low German,West Germanic,Low German,West Germanic > Low German,Mecklenburgisch-Vorpommersch
Northern Low Saxon,West Germanic,Low German,West Germanic > Low German,Schleswigisch
Eastphalian,West Germanic,Low German,West Germanic > Low German,Raum Hannover
Westphalian,West Germanic,Low German,West Germanic > Low German,Münsterländisch
Dutch,West Germanic,Low Franconian,West Germanic > Low Franconian
Afrikaans,West Germanic,Low Franconian,West Germanic > Low Franconian
Zeelandic,West Germanic,Low Franconian,West Germanic > Low Franconian
West Flemish,West Germanic,Low Franconian,West Germanic > Low Franconian
Limburgish,West Germanic,Low Franconian,West Germanic > Low Franconian
Ripuarian,West Germanic,High German,West Germanic > High German > Central German > West Central German
Luxembourgish,West Germanic,High German,West Germanic > High German > Central German > West Central German
Pennsylvania German,West Germanic,High German,West Germanic > High German > Central German > West Central German
Palatine German,West Germanic,High German,West Germanic > High German > Central German > West Central German
Hessian,West Germanic,High German,West Germanic > High German > Central German > West Central German,Frankfurterisch (c. 1920)
Yiddish,West Germanic,High German,West Germanic > High German > Central German > East Central German,Litvish (East Yiddish)
Wymysorys,West Germanic,High German,West Germanic > High German > Central German > East Central German
Standard German,West Germanic,High German,West Germanic > High German > Upper German > High Franconian,Standard German
Upper Franconian,West Germanic,High German,West Germanic > High German > Upper German > High Franconian,Oberostfränkisch (Bayreuth)
Bavarian,West Germanic,High German,West Germanic > High German > Upper German > Austro-Bavarian
Swabian,West Germanic,High German,West Germanic > High German > Upper German > Alemannic
Alsatian,West Germanic,High German,West Germanic > High German > Upper German > Alemannic
Swiss German,West Germanic,High German,West Germanic > High German > Upper German > Alemannic,Zürich German
Gothic,East Germanic,East Germanic,East Germanic
