Phone1	Phone2	Surprisal
b	b̥	0.0
d	d̥	0.849
d	r	1.74
d	s	2.782
d_ə	n	0.0
d_ʀ	d̥_r	0.0
d_ˈiː	d̥_ˈiː	0.0
dʲ	d̥	0.564
dʲ	r	1.628
d̥	d̥	0.0
f	f	0.071
f	-	4.387
h	h	0.0
i	ɪ	0.0
j	-	0.923
j	ɡ̊	2.202
j	j	2.931
j	l	3.01
k	kʰ	1.391
k	x	1.877
k	ɡ̊	1.9
k	ʃ	3.67
l	l	0.0
lʲ	l_d̥	0.694
lʲ	l	1.389
m	m	0.0
n	n	0.194
n	-	2.99
nʲ	n_d̥	0.737
nʲ	-	1.322
p	f	0.577
p	b̥	1.601
p_ə	f_ə	0.0
s	s	0.387
s	ʃ	2.342
s	ʃ_β	4.719
s_t	ʃ_d̥	0.0
t	d̥	1.222
t	ʣ̥	1.314
t	s	2.563
tʲ	s	0.0
v	β	0.26
v	-	3.774
v	β_ˈɪ	4.074
v	f	4.949
w	j	0.0
x	ʃ	0.755
x	x	1.296
z	s	0.0
z̥	d̥	0.0
ç	ɡ̊	0.0
ŋ	ŋ	0.414
ŋ	ʃ	2.003
ə	ə	0.151
ə	-	3.333
ə_ʀ	ɐ	0.0
ɛi̯	eː	0.0
ɡ	ɡ̊	0.338
ɡ	ɡ̊_ˈɛː	2.261
ɣ̥	-	1.0
ɣ̥	x	1.0
ʀ	ɐ	0.773
ʀ	r	1.574
ʀ	ˈɛ_ɐ	3.661
ʃ	ʃ	0.158
ʃ	-	3.266
ˈa	-	1.336
ˈa	ˈɛ	2.118
ˈa	ˈɪ	2.271
ˈa	ˈaɪ̯	3.278
ˈa	ˈu	3.983
ˈai̯	ˈɪ	0.741
ˈai̯	-	1.315
ˈaː	ˈɔ	0.897
ˈaː	-	1.111
ˈaː_n	ˈõː	0.0
ˈeː	ˈɛ	1.551
ˈeː	ˈɑː	1.91
ˈeː	ˈɪ	2.348
ˈeː	ˈɑ	2.893
ˈeː	ˈo	4.023
ˈi	ˈaɪ̯	1.139
ˈi	ˈɪ	1.458
ˈi	-	2.458
ˈiː	ˈeː	1.454
ˈiː	ˈiː	1.525
ˈiː	ˈɛː	1.799
ˈiː_n	ˈẽː	0.0
ˈiː_nʲ	ˈɛ̃ː	0.0
ˈu	-	0.0
ˈuː	ˈɑː	1.324
ˈuː	ˈɑ	1.927
ˈuː	ˈoː	2.537
ˈuː	ˈeː	2.595
ˈyː	ˈoː	0.687
ˈyː	-	1.4
ˈyː_j	ˈɑ̃ɪ̯	0.0
ˈœ	ˈɑ	1.426
ˈœ	-	2.062
ˈœ	ˈuː	2.177
ˈœ	ˈɔ	2.581
ˈœi̯	ˈuː	0.0
ˈœː	ˈau̯	1.135
ˈœː	ˈaɪ̯	1.454
ˈœː	-	2.475
ˈɒ	ˈɑ	0.937
ˈɒ	ˈɛ	1.851
ˈɒ	-	2.318
ˈɒː	ˈɑ	0.865
ˈɒː	ˈɛː	1.9
ˈɒː	ˈɑː	2.45
ˈɔ	ˈɔ	0.737
ˈɔ	-	1.322
ˈɔ_j	ˈɑːɪ̯	0.0
ˈɔu̯	ˈoː	0.805
ˈɔu̯	-	1.226
ˈɔː	ˈɑː	1.98
ˈɔː	-	2.422
ˈɔː	ˈɑ	2.44
ˈɔː	ˈɔ	2.941
ˈɔː	ˈɪ	2.941
ˈɔː	ˈi	3.117
ˈɛ	-	0.894
ˈɛ	ˈiː	2.114
ˈɛ	ˈuː	2.114
ˈɛi̯	ˈoː	1.305
ˈɛi̯	-	1.703
ˈɛi̯	ˈeː	1.796
ˈɛi̯_n	ˈĩː	0.0
ˈɛː	ˈɛ	0.694
ˈɛː	-	1.389
ˈʊ	ˈu	1.174
ˈʊ	ˈɪ	2.507
ˈʊ	-	2.535
ˈʊ	ˈɑ	2.568
ˈʊ	β_ˈɔ	4.654
ˈʏ	ˈau̯	1.009
ˈʏ	-	1.211
ˈʏ	ˈau̯̯	3.811
