Nuorese	Nuorese	probability
ˈɔ_ɾ	ˈɔ_r	1.0
ˈu_k	ˈɔ_kː	1.0
ˈi_ɾ	ˈi_r	1.0
ˈa_t	ˈa_d	1.0
ɾ_ˈɛ	r_ˈe	1.0
ɾ_ˈa	j_ˈa	1.0
ɾ_u	r_o	1.0
ɲ	ɲː	1.0
ɣ_ˈɔ	ɡ_ˈo	1.0
ɣ_i	dː	1.0
ɛ̆_#>	#>	1.0
ɛ_#>	#>	1.0
ɛ	e	1.0
ɖː	lː	1.0
ɔ̆	-	1.0
ɔ_z	i	1.0
ŭ	-	1.0
t_ˈa	t_ˈa	1.0
s_ˈɛ	s_e	1.0
s_k	ʃː	1.0
p_ɛ	p_e	1.0
p	p	1.0
o_ɾ	o_r	1.0
o	r	1.0
n_ʣ	ɲː	1.0
m_a	m_e	1.0
l_ˈi	l_ˈe	1.0
l_ɛ	l_e	1.0
l_a	l_a	1.0
k_ˈe	ʧ_ˈɛ	1.0
k_ɾ	kː_j	1.0
j_z_ɔ̆_#>	j_#>	1.0
i_s	s	1.0
f	f	1.0
d	d	1.0
ă	e	1.0
a_t	a_t	1.0
<#_ˈɔ	<#_ˈɔ	1.0
<#_ˈo	<#_ˈɔ	1.0
<#_ˈa	<#_ˈa	1.0
<#_ʣ	<#_ʤ	1.0
<#_ɾ	<#_r	1.0
<#_t	<#_t	1.0
<#_r	<#_r	1.0
<#_n	<#_n	1.0
ˈa	ˈa	0.962
u	o	0.959
l	l	0.938
a	a	0.937
n	n	0.86
m	m	0.85
s	s	0.833
ˈe	ˈɛ	0.826
z	-	0.769
ɔ	o	0.75
e	e	0.75
ɾ	r	0.73
ɣ	-	0.714
<#_a	<#_a	0.714
ð	d	0.667
β	v	0.647
k	k	0.632
ˈu	ˈu	0.622
t	t	0.622
ʦ	ʦ	0.6
ʣ	ʎː	0.6
ŋ	n	0.6
ˈi	ˈi	0.585
j	j	0.571
ˈɛ	ˈɛ	0.556
nː	n	0.556
ɡ	ʤ	0.529
#>	i_#>	0.5
#>	a_#>	0.5
b	v	0.476
b	b	0.476
ɡ	ɡ	0.471
i	i	0.467
ˈɔ	ˈo	0.464
ɛ_ɾ	r	0.444
r	r	0.444
j	-	0.429
ˈo	ˈɔ	0.421
ʦ	-	0.4
ʣ	-	0.4
ŋ	-	0.4
ˈu	ˈo	0.378
ɛ_ɾ	ˈe_r	0.333
r	r_n	0.333
i	-	0.333
ˈi	ˈe	0.317
ˈo	w_ˈɔ	0.316
t	tː	0.289
ɣ	ʤː	0.286
<#_a	<#	0.286
ˈɔ	ˈɔ	0.25
ɔ	-	0.25
k	ʧ	0.25
e	i	0.25
β	-	0.235
ˈɛ	ˈe	0.222
ɛ_ɾ	e	0.222
r	rː	0.222
nː	ɲː	0.222
nː	nː	0.222
ð	t	0.2
ˈe	ˈe	0.174
s	sː	0.167
ˈo	ˈo	0.158
z	z	0.154
ɾ	j	0.149
ˈɔ	w_ˈɔ	0.143
n	-	0.14
ð	-	0.133
β	bː	0.118
ˈɛ	ˈi	0.111
ˈɛ	j_ˈɛ	0.111
ˈo	ˈu	0.105
m	ŋ	0.1
i	ˈi	0.1
i	e	0.1
ˈi	e	0.098
z	ʣː	0.077
k	ɡ	0.074
ˈɔ	ˈu	0.071
ˈɔ	o	0.071
ɾ	l	0.068
l	lː	0.062
