l1	phone_l1	l2	phone_l2	surprisal
Northern Tepehuan	('ui̯̯',)	Shoshoni	a	2.709
Northern Tepehuan	('ui̯̯',)	Shoshoni	aɨ̯	3.75
Northern Tepehuan	('uː',)	Shoshoni	ui̯̯	4.308
Northern Tepehuan	('uː',)	Shoshoni	nː	4.567
Northern Tepehuan	('u̯a',)	Shoshoni	w	3.115
Northern Tepehuan	('u̯a',)	Shoshoni	ɨ	3.374
Northern Tepehuan	('v',)	Shoshoni	p	2.207
Northern Tepehuan	('v',)	Shoshoni	h	3.874
Northern Tepehuan	('x',)	Shoshoni	tː	2.271
Northern Tepehuan	('x',)	Shoshoni	t	3.737
Northern Tepehuan	('z',)	Shoshoni	-	3.243
Northern Tepehuan	('z',)	Shoshoni	nː	5.311
Northern Tepehuan	('ɑi̯̯',)	Shoshoni	nː	4.461
Northern Tepehuan	('ɑi̯̯',)	Shoshoni	ɨː	4.461
Northern Tepehuan	('ɑː',)	Shoshoni	-	4.156
Northern Tepehuan	('ɑː',)	Shoshoni	nː	4.673
Northern Tepehuan	('ɡ',)	Shoshoni	-	1.781
Northern Tepehuan	('ɡ',)	Shoshoni	n	3.712
Northern Tepehuan	('ɡː',)	Shoshoni	ʦː	4.308
Northern Tepehuan	('ɡː',)	Shoshoni	nː	4.567
Northern Tepehuan	('ɨ',)	Shoshoni	ɨ	4.004
Northern Tepehuan	('ɨ',)	Shoshoni	nː	4.779
Northern Tepehuan	('ɨː',)	Shoshoni	ɨ	4.004
Northern Tepehuan	('ɨː',)	Shoshoni	nː	4.779
Northern Tepehuan	('ɯ',)	Shoshoni	oː	3.243
Northern Tepehuan	('ɯ',)	Shoshoni	nː	5.311
Northern Tepehuan	('ʃ',)	Shoshoni	n	3.243
Northern Tepehuan	('ʃ',)	Shoshoni	nː	5.311
Northern Tepehuan	('ʦ',)	Shoshoni	w	2.16
Northern Tepehuan	('ʦ',)	Shoshoni	k	2.685
Northern Tepehuan	('β',)	Shoshoni	j	3.243
Northern Tepehuan	('β',)	Shoshoni	nː	5.311
Northern Tepehuan	('-',)	Southeastern Tepehuan	ɨː	4.723
Northern Tepehuan	('-',)	Southeastern Tepehuan	iː	4.723
Northern Tepehuan	('a',)	Southeastern Tepehuan	-	1.222
Northern Tepehuan	('a',)	Southeastern Tepehuan	a	1.501
Northern Tepehuan	('ai̯',)	Southeastern Tepehuan	ai̯̯	3.636
Northern Tepehuan	('ai̯',)	Southeastern Tepehuan	ɨː	5.445
Northern Tepehuan	('ai̯̯',)	Southeastern Tepehuan	-	2.412
Northern Tepehuan	('ai̯̯',)	Southeastern Tepehuan	ai̯̯	2.554
Northern Tepehuan	('aː',)	Southeastern Tepehuan	a	2.755
Northern Tepehuan	('aː',)	Southeastern Tepehuan	aː	3.936
Northern Tepehuan	('aːi̯̯',)	Southeastern Tepehuan	ɨː	4.723
Northern Tepehuan	('aːi̯̯',)	Southeastern Tepehuan	iː	4.723
Northern Tepehuan	('b',)	Southeastern Tepehuan	b	1.323
Northern Tepehuan	('b',)	Southeastern Tepehuan	bʱ	3.456
Northern Tepehuan	('c',)	Southeastern Tepehuan	k	1.707
Northern Tepehuan	('c',)	Southeastern Tepehuan	-	2.325
Northern Tepehuan	('d',)	Southeastern Tepehuan	-	1.872
Northern Tepehuan	('d',)	Southeastern Tepehuan	d	2.602
Northern Tepehuan	('dː',)	Southeastern Tepehuan	d	3.402
Northern Tepehuan	('dː',)	Southeastern Tepehuan	ɡ	4.177
Northern Tepehuan	('e',)	Southeastern Tepehuan	-	1.393
Northern Tepehuan	('e',)	Southeastern Tepehuan	a	2.68
Northern Tepehuan	('ei̯̯',)	Southeastern Tepehuan	ɨː	4.723
Northern Tepehuan	('ei̯̯',)	Southeastern Tepehuan	iː	4.723
Northern Tepehuan	('eː',)	Southeastern Tepehuan	ɨː	4.723
Northern Tepehuan	('eː',)	Southeastern Tepehuan	iː	4.723
Northern Tepehuan	('h',)	Southeastern Tepehuan	-	3.182
Northern Tepehuan	('i',)	Southeastern Tepehuan	-	1.102
Northern Tepehuan	('i',)	Southeastern Tepehuan	i	4.347
Northern Tepehuan	('iu̯',)	Southeastern Tepehuan	a	3.791
Northern Tepehuan	('iu̯',)	Southeastern Tepehuan	ɨː	5.342
Northern Tepehuan	('iː',)	Southeastern Tepehuan	ɨ	4.568
Northern Tepehuan	('iː',)	Southeastern Tepehuan	ɨː	4.826
Northern Tepehuan	('j',)	Southeastern Tepehuan	j	1.616
Northern Tepehuan	('j',)	Southeastern Tepehuan	oi̯̯	4.178
Northern Tepehuan	('k',)	Southeastern Tepehuan	k	1.868
Northern Tepehuan	('k',)	Southeastern Tepehuan	kː	4.127
Northern Tepehuan	('l',)	Southeastern Tepehuan	l̥	3.332
Northern Tepehuan	('l',)	Southeastern Tepehuan	-	4.195
Northern Tepehuan	('m',)	Southeastern Tepehuan	m	1.318
Northern Tepehuan	('m',)	Southeastern Tepehuan	-	2.978
Northern Tepehuan	('n',)	Southeastern Tepehuan	n	2.176
Northern Tepehuan	('n',)	Southeastern Tepehuan	ʔ	2.609
Northern Tepehuan	('nː',)	Southeastern Tepehuan	l̥	3.834
Northern Tepehuan	('nː',)	Southeastern Tepehuan	n	4.61
Northern Tepehuan	('o',)	Southeastern Tepehuan	-	1.9
Northern Tepehuan	('o',)	Southeastern Tepehuan	o	2.017
Northern Tepehuan	('oi̯̯',)	Southeastern Tepehuan	oi̯̯	3.027
Northern Tepehuan	('oː',)	Southeastern Tepehuan	oi̯̯	4.568
Northern Tepehuan	('oː',)	Southeastern Tepehuan	ɨː	4.826
Northern Tepehuan	('oːi̯̯',)	Southeastern Tepehuan	o	4.257
Northern Tepehuan	('oːi̯̯',)	Southeastern Tepehuan	ɨː	5.032
Northern Tepehuan	('p',)	Southeastern Tepehuan	p	2.843
Northern Tepehuan	('p',)	Southeastern Tepehuan	-	4.221
Northern Tepehuan	('pː',)	Southeastern Tepehuan	k	3.649
Northern Tepehuan	('pː',)	Southeastern Tepehuan	r	5.2
Northern Tepehuan	('q',)	Southeastern Tepehuan	k	2.516
Northern Tepehuan	('r',)	Southeastern Tepehuan	r	1.933
Northern Tepehuan	('r',)	Southeastern Tepehuan	-	3.989
Northern Tepehuan	('s',)	Southeastern Tepehuan	x	2.901
Northern Tepehuan	('s',)	Southeastern Tepehuan	s	3.038
Northern Tepehuan	('sː',)	Southeastern Tepehuan	t	3.036
Northern Tepehuan	('sː',)	Southeastern Tepehuan	s	3.99
Northern Tepehuan	('t',)	Southeastern Tepehuan	t	1.65
Northern Tepehuan	('t',)	Southeastern Tepehuan	ʧ	2.409
Northern Tepehuan	('tː',)	Southeastern Tepehuan	t	2.403
Northern Tepehuan	('u',)	Southeastern Tepehuan	-	1.766
Northern Tepehuan	('u',)	Southeastern Tepehuan	ɨ	2.134
Northern Tepehuan	('ui̯̯',)	Southeastern Tepehuan	-	1.838
Northern Tepehuan	('ui̯̯',)	Southeastern Tepehuan	ui̯̯	3.9
Northern Tepehuan	('uː',)	Southeastern Tepehuan	ui̯	3.791
Northern Tepehuan	('uː',)	Southeastern Tepehuan	ɨː	5.342
Northern Tepehuan	('u̯a',)	Southeastern Tepehuan	u̯a	3.086
Northern Tepehuan	('u̯a',)	Southeastern Tepehuan	ɨ	5.249
Northern Tepehuan	('v',)	Southeastern Tepehuan	b	1.596
Northern Tepehuan	('v',)	Southeastern Tepehuan	v	3.706
Northern Tepehuan	('x',)	Southeastern Tepehuan	k	2.431
Northern Tepehuan	('x',)	Southeastern Tepehuan	-	4.672
Northern Tepehuan	('z',)	Southeastern Tepehuan	ɨː	4.723
Northern Tepehuan	('z',)	Southeastern Tepehuan	iː	4.723
Northern Tepehuan	('ɑi̯̯',)	Southeastern Tepehuan	ɨː	4.723
Northern Tepehuan	('ɑi̯̯',)	Southeastern Tepehuan	iː	4.723
Northern Tepehuan	('ɡ',)	Southeastern Tepehuan	ʔ	2.454
Northern Tepehuan	('ɡ',)	Southeastern Tepehuan	-	2.636
Northern Tepehuan	('ɡː',)	Southeastern Tepehuan	ʔ	3.791
Northern Tepehuan	('ɡː',)	Southeastern Tepehuan	ɨː	5.342
Northern Tepehuan	('ɨ',)	Southeastern Tepehuan	-	3.561
Northern Tepehuan	('ɨ',)	Southeastern Tepehuan	ɨː	5.458
Northern Tepehuan	('ɨː',)	Southeastern Tepehuan	ɨ	4.102
Northern Tepehuan	('ɨː',)	Southeastern Tepehuan	ɨː	5.136
Northern Tepehuan	('ɯ',)	Southeastern Tepehuan	ɯ	3.636
Northern Tepehuan	('ɯ',)	Southeastern Tepehuan	ɨː	5.445
Northern Tepehuan	('ʃ',)	Southeastern Tepehuan	ʃ	3.636
Northern Tepehuan	('ʃ',)	Southeastern Tepehuan	ɨː	5.445
Northern Tepehuan	('ʦ',)	Southeastern Tepehuan	k	1.391
Northern Tepehuan	('ʦ',)	Southeastern Tepehuan	-	4.332
Northern Tepehuan	('β',)	Southeastern Tepehuan	v	3.636
Northern Tepehuan	('β',)	Southeastern Tepehuan	ɨː	5.445
Northern Tepehuan	('-',)	Southern Paiute	nː	4.463
Northern Tepehuan	('-',)	Southern Paiute	ɨː	4.463
Northern Tepehuan	('a',)	Southern Paiute	-	1.626
Northern Tepehuan	('a',)	Southern Paiute	a	2.003
Northern Tepehuan	('ai̯',)	Southern Paiute	nː	4.463
Northern Tepehuan	('ai̯',)	Southern Paiute	ɨː	4.463
Northern Tepehuan	('ai̯̯',)	Southern Paiute	a	1.988
Northern Tepehuan	('ai̯̯',)	Southern Paiute	ai̯̯	4.469
Northern Tepehuan	('aː',)	Southern Paiute	nː	4.463
Northern Tepehuan	('aː',)	Southern Paiute	ɨː	4.463
Northern Tepehuan	('aːi̯̯',)	Southern Paiute	nː	4.463
Northern Tepehuan	('aːi̯̯',)	Southern Paiute	ɨː	4.463
Northern Tepehuan	('b',)	Southern Paiute	p	2.475
Northern Tepehuan	('b',)	Southern Paiute	-	3.406
Northern Tepehuan	('c',)	Southern Paiute	-	1.783
Northern Tepehuan	('c',)	Southern Paiute	n	3.495
Northern Tepehuan	('d',)	Southern Paiute	-	2.095
Northern Tepehuan	('d',)	Southern Paiute	t	4.567
Northern Tepehuan	('dː',)	Southern Paiute	p	3.95
Northern Tepehuan	('dː',)	Southern Paiute	s	4.467
Northern Tepehuan	('e',)	Southern Paiute	a	2.838
Northern Tepehuan	('e',)	Southern Paiute	ɨ	3.124
Northern Tepehuan	('ei̯̯',)	Southern Paiute	nː	4.463
Northern Tepehuan	('ei̯̯',)	Southern Paiute	ɨː	4.463
Northern Tepehuan	('eː',)	Southern Paiute	aː	3.997
Northern Tepehuan	('eː',)	Southern Paiute	nː	5.031
Northern Tepehuan	('h',)	Southern Paiute	-	4.113
Northern Tepehuan	('h',)	Southern Paiute	nː	4.889
Northern Tepehuan	('i',)	Southern Paiute	-	1.781
Northern Tepehuan	('i',)	Southern Paiute	i	3.515
Northern Tepehuan	('iu̯',)	Southern Paiute	-	3.414
Northern Tepehuan	('iː',)	Southern Paiute	i	3.764
Northern Tepehuan	('iː',)	Southern Paiute	nː	5.315
Northern Tepehuan	('j',)	Southern Paiute	-	2.716
Northern Tepehuan	('j',)	Southern Paiute	p	4.058
Northern Tepehuan	('k',)	Southern Paiute	-	3.0
Northern Tepehuan	('k',)	Southern Paiute	p	4.666
Northern Tepehuan	('l',)	Southern Paiute	-	1.975
Northern Tepehuan	('l',)	Southern Paiute	iɨ̯	3.403
Northern Tepehuan	('m',)	Southern Paiute	k	2.444
Northern Tepehuan	('m',)	Southern Paiute	m	2.795
Northern Tepehuan	('n',)	Southern Paiute	-	2.355
Northern Tepehuan	('n',)	Southern Paiute	t	3.452
Northern Tepehuan	('nː',)	Southern Paiute	p	2.94
Northern Tepehuan	('nː',)	Southern Paiute	-	4.778
Northern Tepehuan	('o',)	Southern Paiute	-	2.065
Northern Tepehuan	('o',)	Southern Paiute	a	2.869
Northern Tepehuan	('oi̯̯',)	Southern Paiute	oː	3.88
Northern Tepehuan	('oi̯̯',)	Southern Paiute	nː	5.173
Northern Tepehuan	('oː',)	Southern Paiute	nː	4.463
Northern Tepehuan	('oː',)	Southern Paiute	ɨː	4.463
Northern Tepehuan	('oːi̯̯',)	Southern Paiute	nː	4.463
Northern Tepehuan	('oːi̯̯',)	Southern Paiute	ɨː	4.463
Northern Tepehuan	('p',)	Southern Paiute	p	3.999
Northern Tepehuan	('p',)	Southern Paiute	-	4.516
Northern Tepehuan	('pː',)	Southern Paiute	p	4.372
Northern Tepehuan	('pː',)	Southern Paiute	c	4.63
Northern Tepehuan	('q',)	Southern Paiute	ʔ	4.23
Northern Tepehuan	('q',)	Southern Paiute	nː	4.747
Northern Tepehuan	('r',)	Southern Paiute	i	3.395
Northern Tepehuan	('r',)	Southern Paiute	-	4.409
Northern Tepehuan	('s',)	Southern Paiute	-	1.965
Northern Tepehuan	('s',)	Southern Paiute	p	4.791
Northern Tepehuan	('sː',)	Southern Paiute	p	3.07
Northern Tepehuan	('sː',)	Southern Paiute	-	4.478
Northern Tepehuan	('t',)	Southern Paiute	t	1.644
Northern Tepehuan	('t',)	Southern Paiute	-	2.147
Northern Tepehuan	('tː',)	Southern Paiute	k	3.338
Northern Tepehuan	('tː',)	Southern Paiute	-	4.551
Northern Tepehuan	('u',)	Southern Paiute	-	1.184
Northern Tepehuan	('u',)	Southern Paiute	ɨ	2.973
Northern Tepehuan	('ui̯̯',)	Southern Paiute	a	3.528
Northern Tepehuan	('ui̯̯',)	Southern Paiute	-	4.74
Northern Tepehuan	('uː',)	Southern Paiute	nː	4.463
Northern Tepehuan	('uː',)	Southern Paiute	ɨː	4.463
Northern Tepehuan	('u̯a',)	Southern Paiute	ɨ	3.537
Northern Tepehuan	('u̯a',)	Southern Paiute	nː	5.35
Northern Tepehuan	('v',)	Southern Paiute	p	2.756
Northern Tepehuan	('v',)	Southern Paiute	t	4.066
Northern Tepehuan	('x',)	Southern Paiute	k	2.48
Northern Tepehuan	('x',)	Southern Paiute	ʃ	4.168
Northern Tepehuan	('z',)	Southern Paiute	-	3.531
Northern Tepehuan	('z',)	Southern Paiute	nː	5.599
Northern Tepehuan	('ɑi̯̯',)	Southern Paiute	u	3.764
Northern Tepehuan	('ɑi̯̯',)	Southern Paiute	nː	5.315
Northern Tepehuan	('ɑː',)	Southern Paiute	i	4.346
Northern Tepehuan	('ɑː',)	Southern Paiute	nː	4.605
Northern Tepehuan	('ɡ',)	Southern Paiute	-	1.868
Northern Tepehuan	('ɡ',)	Southern Paiute	kʷ	4.387
Northern Tepehuan	('ɡː',)	Southern Paiute	nː	4.463
Northern Tepehuan	('ɡː',)	Southern Paiute	ɨː	4.463
Northern Tepehuan	('ɨ',)	Southern Paiute	u	4.23
Northern Tepehuan	('ɨ',)	Southern Paiute	nː	4.747
Northern Tepehuan	('ɨː',)	Southern Paiute	nː	4.463
Northern Tepehuan	('ɨː',)	Southern Paiute	ɨː	4.463
Northern Tepehuan	('ɯ',)	Southern Paiute	-	4.094
Northern Tepehuan	('ɯ',)	Southern Paiute	a	4.265
Northern Tepehuan	('ʃ',)	Southern Paiute	n	3.805
Northern Tepehuan	('ʃ',)	Southern Paiute	nː	5.185
Northern Tepehuan	('ʦ',)	Southern Paiute	-	2.88
Northern Tepehuan	('ʦ',)	Southern Paiute	k	3.382
Northern Tepehuan	('β',)	Southern Paiute	m	3.805
Northern Tepehuan	('β',)	Southern Paiute	nː	5.185
Northern Tepehuan	('-',)	Teguima	nː	4.557
Northern Tepehuan	('-',)	Teguima	ui̯̯	4.557
Northern Tepehuan	('a',)	Teguima	a	1.351
Northern Tepehuan	('a',)	Teguima	-	1.725
Northern Tepehuan	('ai̯',)	Teguima	nː	4.557
Northern Tepehuan	('ai̯',)	Teguima	ui̯̯	4.557
Northern Tepehuan	('ai̯̯',)	Teguima	ai̯̯	2.603
Northern Tepehuan	('ai̯̯',)	Teguima	-	3.34
Northern Tepehuan	('aː',)	Teguima	-	2.694
Northern Tepehuan	('aː',)	Teguima	a	3.41
Northern Tepehuan	('aːi̯̯',)	Teguima	nː	4.557
Northern Tepehuan	('aːi̯̯',)	Teguima	ui̯̯	4.557
Northern Tepehuan	('b',)	Teguima	q	3.312
Northern Tepehuan	('b',)	Teguima	pː	3.937
Northern Tepehuan	('c',)	Teguima	-	2.163
Northern Tepehuan	('c',)	Teguima	a	4.073
Northern Tepehuan	('d',)	Teguima	-	1.181
Northern Tepehuan	('d',)	Teguima	d	3.55
Northern Tepehuan	('dː',)	Teguima	-	3.889
Northern Tepehuan	('dː',)	Teguima	d	3.889
Northern Tepehuan	('e',)	Teguima	a	2.051
Northern Tepehuan	('e',)	Teguima	-	2.285
Northern Tepehuan	('ei̯̯',)	Teguima	nː	4.557
Northern Tepehuan	('ei̯̯',)	Teguima	ui̯̯	4.557
Northern Tepehuan	('eː',)	Teguima	ui̯̯	3.508
Northern Tepehuan	('eː',)	Teguima	nː	5.318
Northern Tepehuan	('h',)	Teguima	b	3.93
Northern Tepehuan	('h',)	Teguima	s	3.93
Northern Tepehuan	('i',)	Teguima	-	1.951
Northern Tepehuan	('i',)	Teguima	e	2.318
Northern Tepehuan	('iu̯',)	Teguima	-	3.358
Northern Tepehuan	('iu̯',)	Teguima	nː	5.426
Northern Tepehuan	('iː',)	Teguima	-	4.407
Northern Tepehuan	('iː',)	Teguima	nː	4.665
Northern Tepehuan	('j',)	Teguima	-	2.792
Northern Tepehuan	('j',)	Teguima	j	3.878
Northern Tepehuan	('k',)	Teguima	s	3.117
Northern Tepehuan	('k',)	Teguima	d	3.117
Northern Tepehuan	('l',)	Teguima	-	2.429
Northern Tepehuan	('l',)	Teguima	r	4.042
Northern Tepehuan	('m',)	Teguima	m	2.071
Northern Tepehuan	('m',)	Teguima	-	2.931
Northern Tepehuan	('n',)	Teguima	-	1.976
Northern Tepehuan	('n',)	Teguima	ʦ	2.275
Northern Tepehuan	('nː',)	Teguima	-	3.413
Northern Tepehuan	('nː',)	Teguima	v	4.447
Northern Tepehuan	('o',)	Teguima	-	1.771
Northern Tepehuan	('o',)	Teguima	o	2.636
Northern Tepehuan	('oi̯̯',)	Teguima	-	3.508
Northern Tepehuan	('oi̯̯',)	Teguima	nː	5.318
Northern Tepehuan	('oː',)	Teguima	nː	4.557
Northern Tepehuan	('oː',)	Teguima	ui̯̯	4.557
Northern Tepehuan	('oːi̯̯',)	Teguima	nː	4.557
Northern Tepehuan	('oːi̯̯',)	Teguima	ui̯̯	4.557
Northern Tepehuan	('p',)	Teguima	tː	3.22
Northern Tepehuan	('p',)	Teguima	-	3.475
Northern Tepehuan	('pː',)	Teguima	v	3.508
Northern Tepehuan	('pː',)	Teguima	nː	5.318
Northern Tepehuan	('q',)	Teguima	r	3.435
Northern Tepehuan	('q',)	Teguima	nː	5.331
Northern Tepehuan	('r',)	Teguima	-	3.316
Northern Tepehuan	('r',)	Teguima	ʧ	3.519
Northern Tepehuan	('s',)	Teguima	ʧ	3.164
Northern Tepehuan	('s',)	Teguima	tː	3.797
Northern Tepehuan	('sː',)	Teguima	d	3.98
Northern Tepehuan	('sː',)	Teguima	t	4.497
Northern Tepehuan	('t',)	Teguima	-	1.607
Northern Tepehuan	('t',)	Teguima	t	2.228
Northern Tepehuan	('tː',)	Teguima	ʦ	4.034
Northern Tepehuan	('tː',)	Teguima	nː	4.897
Northern Tepehuan	('u',)	Teguima	-	1.261
Northern Tepehuan	('u',)	Teguima	u	2.012
Northern Tepehuan	('ui̯̯',)	Teguima	i	2.479
Northern Tepehuan	('ui̯̯',)	Teguima	a	2.729
Northern Tepehuan	('uː',)	Teguima	-	3.358
Northern Tepehuan	('uː',)	Teguima	nː	5.426
Northern Tepehuan	('u̯a',)	Teguima	ui̯̯	3.015
Northern Tepehuan	('u̯a',)	Teguima	y	3.281
Northern Tepehuan	('v',)	Teguima	-	2.211
Northern Tepehuan	('v',)	Teguima	pː	3.163
Northern Tepehuan	('x',)	Teguima	ʦ	4.041
Northern Tepehuan	('x',)	Teguima	s	4.299
Northern Tepehuan	('z',)	Teguima	v	3.508
Northern Tepehuan	('z',)	Teguima	nː	5.318
Northern Tepehuan	('ɑi̯̯',)	Teguima	nː	4.557
Northern Tepehuan	('ɑi̯̯',)	Teguima	ui̯̯	4.557
Northern Tepehuan	('ɑː',)	Teguima	-	4.025
Northern Tepehuan	('ɑː',)	Teguima	m	4.025
Northern Tepehuan	('ɡ',)	Teguima	t	2.28
Northern Tepehuan	('ɡ',)	Teguima	-	2.401
Northern Tepehuan	('ɡː',)	Teguima	ʧ	3.358
Northern Tepehuan	('ɡː',)	Teguima	nː	5.426
Northern Tepehuan	('ɨ',)	Teguima	nː	4.557
Northern Tepehuan	('ɨ',)	Teguima	ui̯̯	4.557
Northern Tepehuan	('ɨː',)	Teguima	nː	4.557
Northern Tepehuan	('ɨː',)	Teguima	ui̯̯	4.557
Northern Tepehuan	('ɯ',)	Teguima	ə	3.808
Northern Tepehuan	('ɯ',)	Teguima	nː	5.1
Northern Tepehuan	('ʃ',)	Teguima	-	3.808
Northern Tepehuan	('ʃ',)	Teguima	nː	5.1
Northern Tepehuan	('ʦ',)	Teguima	ʦ	2.796
Northern Tepehuan	('ʦ',)	Teguima	ɡ	2.936
Northern Tepehuan	('β',)	Teguima	s	3.808
Northern Tepehuan	('β',)	Teguima	nː	5.1
Northern Tepehuan	('-',)	Tetelcingo Nahuatl	eː	4.514
Northern Tepehuan	('-',)	Tetelcingo Nahuatl	ei̯̯	4.514
Northern Tepehuan	('a',)	Tetelcingo Nahuatl	-	1.703
Northern Tepehuan	('a',)	Tetelcingo Nahuatl	a	2.278
Northern Tepehuan	('ai̯',)	Tetelcingo Nahuatl	eː	4.514
Northern Tepehuan	('ai̯',)	Tetelcingo Nahuatl	ei̯̯	4.514
Northern Tepehuan	('ai̯̯',)	Tetelcingo Nahuatl	a	1.905
Northern Tepehuan	('ai̯̯',)	Tetelcingo Nahuatl	-	3.964
Northern Tepehuan	('aː',)	Tetelcingo Nahuatl	a	2.358
Northern Tepehuan	('aː',)	Tetelcingo Nahuatl	ɔ	4.059
Northern Tepehuan	('aːi̯̯',)	Tetelcingo Nahuatl	eː	4.514
Northern Tepehuan	('aːi̯̯',)	Tetelcingo Nahuatl	ei̯̯	4.514
Northern Tepehuan	('b',)	Tetelcingo Nahuatl	m	2.206
Northern Tepehuan	('b',)	Tetelcingo Nahuatl	j	3.48
Northern Tepehuan	('c',)	Tetelcingo Nahuatl	t	1.987
Northern Tepehuan	('c',)	Tetelcingo Nahuatl	k	3.034
Northern Tepehuan	('d',)	Tetelcingo Nahuatl	-	1.946
Northern Tepehuan	('d',)	Tetelcingo Nahuatl	k	2.159
Northern Tepehuan	('dː',)	Tetelcingo Nahuatl	n	2.309
Northern Tepehuan	('e',)	Tetelcingo Nahuatl	iː	1.36
Northern Tepehuan	('e',)	Tetelcingo Nahuatl	a	2.13
Northern Tepehuan	('ei̯̯',)	Tetelcingo Nahuatl	l	3.661
Northern Tepehuan	('ei̯̯',)	Tetelcingo Nahuatl	eː	4.953
Northern Tepehuan	('eː',)	Tetelcingo Nahuatl	i	2.978
Northern Tepehuan	('h',)	Tetelcingo Nahuatl	s	2.935
Northern Tepehuan	('i',)	Tetelcingo Nahuatl	-	1.875
Northern Tepehuan	('i',)	Tetelcingo Nahuatl	i	2.484
Northern Tepehuan	('iu̯',)	Tetelcingo Nahuatl	o	2.84
Northern Tepehuan	('iu̯',)	Tetelcingo Nahuatl	ø	4.908
Northern Tepehuan	('iː',)	Tetelcingo Nahuatl	ø	3.149
Northern Tepehuan	('j',)	Tetelcingo Nahuatl	ʃ	2.785
Northern Tepehuan	('j',)	Tetelcingo Nahuatl	c	3.068
Northern Tepehuan	('k',)	Tetelcingo Nahuatl	k	2.307
Northern Tepehuan	('k',)	Tetelcingo Nahuatl	-	4.17
Northern Tepehuan	('l',)	Tetelcingo Nahuatl	l	2.71
Northern Tepehuan	('l',)	Tetelcingo Nahuatl	k	3.281
Northern Tepehuan	('m',)	Tetelcingo Nahuatl	-	2.103
Northern Tepehuan	('m',)	Tetelcingo Nahuatl	m	2.252
Northern Tepehuan	('n',)	Tetelcingo Nahuatl	-	2.046
Northern Tepehuan	('n',)	Tetelcingo Nahuatl	k	3.389
Northern Tepehuan	('nː',)	Tetelcingo Nahuatl	-	3.415
Northern Tepehuan	('nː',)	Tetelcingo Nahuatl	n	3.845
Northern Tepehuan	('o',)	Tetelcingo Nahuatl	-	1.957
Northern Tepehuan	('o',)	Tetelcingo Nahuatl	ø	3.094
Northern Tepehuan	('oi̯̯',)	Tetelcingo Nahuatl	iː	2.824
Northern Tepehuan	('oː',)	Tetelcingo Nahuatl	ø	4.173
Northern Tepehuan	('oː',)	Tetelcingo Nahuatl	eː	4.69
Northern Tepehuan	('oːi̯̯',)	Tetelcingo Nahuatl	eː	4.514
Northern Tepehuan	('oːi̯̯',)	Tetelcingo Nahuatl	ei̯̯	4.514
Northern Tepehuan	('p',)	Tetelcingo Nahuatl	t͡ɬ	2.774
Northern Tepehuan	('p',)	Tetelcingo Nahuatl	-	3.548
Northern Tepehuan	('pː',)	Tetelcingo Nahuatl	c	4.101
Northern Tepehuan	('pː',)	Tetelcingo Nahuatl	eː	4.706
Northern Tepehuan	('q',)	Tetelcingo Nahuatl	w	3.544
Northern Tepehuan	('q',)	Tetelcingo Nahuatl	b	4.061
Northern Tepehuan	('r',)	Tetelcingo Nahuatl	-	3.177
Northern Tepehuan	('r',)	Tetelcingo Nahuatl	s	3.265
Northern Tepehuan	('s',)	Tetelcingo Nahuatl	ʧ	1.734
Northern Tepehuan	('s',)	Tetelcingo Nahuatl	t	3.809
Northern Tepehuan	('sː',)	Tetelcingo Nahuatl	c	3.539
Northern Tepehuan	('sː',)	Tetelcingo Nahuatl	t͡ɬ	3.794
Northern Tepehuan	('t',)	Tetelcingo Nahuatl	t	1.661
Northern Tepehuan	('t',)	Tetelcingo Nahuatl	t͡ɬ	2.504
Northern Tepehuan	('tː',)	Tetelcingo Nahuatl	ʧ	3.256
Northern Tepehuan	('tː',)	Tetelcingo Nahuatl	-	3.773
Northern Tepehuan	('u',)	Tetelcingo Nahuatl	-	2.037
Northern Tepehuan	('u',)	Tetelcingo Nahuatl	e	2.358
Northern Tepehuan	('ui̯̯',)	Tetelcingo Nahuatl	a	1.664
Northern Tepehuan	('ui̯̯',)	Tetelcingo Nahuatl	-	3.584
Northern Tepehuan	('uː',)	Tetelcingo Nahuatl	eː	4.514
Northern Tepehuan	('uː',)	Tetelcingo Nahuatl	ei̯̯	4.514
Northern Tepehuan	('u̯a',)	Tetelcingo Nahuatl	u	1.861
Northern Tepehuan	('u̯a',)	Tetelcingo Nahuatl	iː	4.545
Northern Tepehuan	('v',)	Tetelcingo Nahuatl	j	2.546
Northern Tepehuan	('v',)	Tetelcingo Nahuatl	m	2.61
Northern Tepehuan	('x',)	Tetelcingo Nahuatl	k	2.19
Northern Tepehuan	('z',)	Tetelcingo Nahuatl	c	2.978
Northern Tepehuan	('ɑi̯̯',)	Tetelcingo Nahuatl	ɑ	3.49
Northern Tepehuan	('ɑi̯̯',)	Tetelcingo Nahuatl	eː	5.041
Northern Tepehuan	('ɑː',)	Tetelcingo Nahuatl	ɑ	4.272
Northern Tepehuan	('ɑː',)	Tetelcingo Nahuatl	eː	4.618
Northern Tepehuan	('ɡ',)	Tetelcingo Nahuatl	-	2.038
Northern Tepehuan	('ɡ',)	Tetelcingo Nahuatl	t͡ɬ	2.373
Northern Tepehuan	('ɡː',)	Tetelcingo Nahuatl	eː	4.514
Northern Tepehuan	('ɡː',)	Tetelcingo Nahuatl	ei̯̯	4.514
Northern Tepehuan	('ɨ',)	Tetelcingo Nahuatl	i	3.149
