Phone1	Phone2	Surprisal
a	n	1.174
a	ə_n	2.045
a	ə	2.308
a	-	3.645
a	a	4.938
b̥	b	0.143
b̥	p	3.407
b̥͡v̥	p͡f	0.0
d̥	t	1.205
d̥	d	1.93
d̥	tʰ	2.499
d̥	d̥	2.978
d̥_n	t_n	0.0
d̥_ˈo	d_ˈɔ	0.0
eː	eː	0.0
f	f	0.0
fː	f	0.0
h	h	0.0
i	ɪ_ç	0.0
j	l	0.0
j_d̥	l_d̥	0.0
kʰ	kʰ	0.0
l	l	0.0
m	m	0.18
m	b_n	3.091
n	n	0.18
n	ˈɛ_n	4.263
n	ə	4.672
n	-	5.257
r	ʁ	0.0
s	z	0.847
s	s	2.14
s	z̥	2.604
s	s_ə	4.253
s_n	s_n	0.0
sː	s	0.0
x	x	0.483
x	ç	1.814
ç	ç	0.0
ŋ	ŋ	1.04
ŋ	ɡ_n	1.235
ŋ	n	3.494
ɐ	ɐ	0.155
ɐ	ʁ_ə	3.297
ɐ_n	ɐ_n	0.0
ɑ	-	0.0
ə	-	0.0
ɡ̊	ɡ	0.849
ɡ̊	k	1.281
ɡ̊	ɪ_ç	4.91
ʃ	ʃ	0.327
ʃ	s	2.301
ʋ	v	0.0
ʦ	ʦ	0.0
ˈa	-	0.477
ˈa	ˈaʊ̯	1.83
ˈai̯	ˈaɪ̯	0.577
ˈai̯	ˈɔʏ̯	1.6
ˈau̯	ˈaʊ̯	0.0
ˈaː	ˈaʊ̯	0.0
ˈe	ˈɛ	0.432
ˈe	ˈeː	2.915
ˈe	ˈœ	2.987
ˈeɐ̯	-	0.0
ˈeː	ˈeː	0.332
ˈeː	ˈøː	2.284
ˈi	ˈɪ	0.511
ˈi	ˈʏ	2.869
ˈi	ˈiː	3.031
ˈi	ˈyː	4.677
ˈiɐ̯	ˈiː	0.412
ˈiɐ̯	ˈyː	2.01
ˈiː	ˈɪ	0.0
ˈo	ˈɔ	0.723
ˈo	ˈa	1.58
ˈo	ˈoː	4.069
ˈou̯	ˈoː	0.0
ˈoɐ̯	ˈaɪ̯	0.349
ˈoɐ̯	ˈaɪ̯_n	2.219
ˈoː	ˈaː	0.983
ˈoː	ˈoː	1.017
ˈu	ˈʊ	0.88
ˈu	-	2.372
ˈu	ˈʏ	3.231
ˈu	ˈɔ	3.454
ˈu	ˈuː	3.93
ˈuɐ̯	ˈuː	0.0
ˈɑ	ˈa	0.0
ˈɑː	ˈaː	0.525
ˈɑː	ˈa	1.714
ˈɒ	ˈa	0.0
ˈɒː	ˈaː	0.537
ˈɒː	ˈa	1.685
ˈɛ	-	0.0
β	b	0.0
